Draw,Date,Winning Number 1,2,3,4,5,6,Extra Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
11/054,2011-05-05,5,6,15,20,32,48,22,,4,2,2,4,2,2,0,1,1,0,0.00,1,2411880.00,93,69530.00,240,9600.00,4703,640.00,7036,320.00,90413,40.00,53422590
11/053,2011-05-03,2,3,13,23,34,38,5,"23,34",4,2,3,3,2,1,1,2,0,0,0.00,2,1257630.00,96,52670.00,275,9600.00,5598,640.00,8124,320.00,83694,40.00,48129777
11/052,2011-04-30,9,10,23,29,30,34,36,30,3,3,3,3,2,0,3,1,0,0,0.00,1,1364220.00,91,39970.00,232,9600.00,4753,640.00,5937,320.00,76735,40.00,37467825
11/051,2011-04-28,1,6,15,30,33,49,3,"15,30,49",3,3,4,2,2,1,1,1,1,0,0.00,5,304360.00,57,64640.00,227,9600.00,3367,640.00,5551,320.00,55331,40.00,33995839
11/050,2011-04-26,11,15,25,29,30,49,47,30,2,4,5,1,0,2,3,0,1,1,14588850.00,2,1197200.00,88,54720.00,132,9600.00,3415,640.00,3653,320.00,60706,40.00,37409831
11/049,2011-04-23,2,4,26,30,31,43,38,26,2,4,2,4,2,0,2,1,1,0,0.00,0,0.00,29,110470.00,98,9600.00,2338,640.00,2862,320.00,43662,40.00,25734501
11/048,2011-04-21,1,6,9,10,22,26,35,"1,22",5,1,2,4,4,0,2,0,0,4,13329810.00,5,333170.00,501,19200.00,466,9600.00,17420,640.00,10055,320.00,206578,40.00,79369908
11/047,2011-04-19,1,8,18,20,22,46,28,1,5,1,1,5,2,2,1,0,1,0,0.00,4,763040.00,157,51840.00,492,9600.00,8194,640.00,14602,320.00,140858,40.00,78952880
11/046,2011-04-16,1,16,17,26,31,36,45,,3,3,3,3,1,2,1,2,0,0,0.00,1,1462020.00,76,51840.00,130,9600.00,3942,640.00,3434,320.00,65702,40.00,33728030
11/045,2011-04-14,12,14,23,32,37,39,28,12,3,3,3,3,0,2,1,3,0,0,0.00,2,1026390.00,39,106630.00,116,9600.00,2471,640.00,3730,320.00,44961,40.00,31427980
11/044,2011-04-12,2,4,9,12,21,31,10,,5,1,3,3,3,1,1,1,0,1,8000000.00,2,574280.00,114,20150.00,409,9600.00,5407,640.00,8172,320.00,73309,40.00,29216641
11/043,2011-04-10,6,10,24,34,37,47,12,,3,3,2,4,2,0,1,2,1,2,14329850.00,2,1160450.00,62,99820.00,250,9600.00,4094,640.00,6972,320.00,77241,40.00,50627666
11/042,2011-04-07,1,5,21,26,31,43,22,26,3,3,5,1,2,0,2,1,1,0,0.00,1,2142690.00,65,87900.00,151,9600.00,3538,640.00,5237,320.00,68419,40.00,44118236
11/041,2011-04-05,8,10,26,29,41,44,9,,2,4,2,4,2,0,2,0,2,0,0.00,1,1618380.00,31,140570.00,182,9600.00,2874,640.00,5884,320.00,55679,40.00,36217980
11/040,2011-04-02,3,12,15,31,36,49,11,,3,3,4,2,1,2,0,2,1,0,0.00,0,0.00,35,102270.00,113,9600.00,2128,640.00,3781,320.00,44930,40.00,28310678
11/039,2011-03-31,6,23,24,38,39,40,32,24,3,3,2,4,1,0,2,3,0,2,5333330.00,1,1374880.00,77,47610.00,128,9600.00,2671,640.00,3468,320.00,45933,40.00,29542332
11/038,2011-03-29,1,2,9,20,24,49,43,"2,20",5,1,3,3,3,1,1,0,1,1,8000000.00,1,1244840.00,104,32070.00,87,9600.00,4603,640.00,2683,320.00,71938,40.00,30808737
11/037,2011-03-26,2,12,20,25,31,47,29,,3,3,3,3,1,2,1,1,1,1,65235750.00,1,4296530.00,144,79840.00,371,9600.00,7460,640.00,10602,320.00,139058,40.00,90309645
11/036,2011-03-24,10,16,17,38,42,43,13,38,3,3,2,4,1,2,0,1,2,0,0.00,2,1941900.00,93,111960.00,276,9600.00,5695,640.00,8000,320.00,110644,40.00,77283230
11/035,2011-03-22,18,24,26,34,38,45,15,24,2,4,1,5,0,1,2,2,1,0,0.00,3,1188300.00,111,86030.00,278,9600.00,5839,640.00,7344,320.00,105795,40.00,72424267
11/034,2011-03-19,8,12,24,31,33,41,20,31,3,3,3,3,1,1,1,2,1,1,31846080.00,2,1083790.00,91,63510.00,186,9600.00,4808,640.00,5460,320.00,86705,40.00,48073604
11/033,2011-03-17,4,5,23,31,39,48,20,4,3,3,4,2,2,0,1,2,1,0,0.00,2,1082570.00,58,100410.00,157,9600.00,3873,640.00,5502,320.00,67334,40.00,45003357
11/032,2011-03-15,4,11,15,16,35,42,9,,4,2,3,3,1,3,0,1,1,0,0.00,3,542420.00,71,61550.00,187,9600.00,4045,640.00,5763,320.00,59925,40.00,38049006
11/031,2011-03-13,6,14,26,27,30,43,21,6,2,4,2,4,1,1,3,0,1,0,0.00,1,1704590.00,32,142040.00,132,9600.00,2766,640.00,3429,320.00,52505,40.00,34672197
11/030,2011-03-10,2,6,21,45,46,49,28,,3,3,3,3,2,0,1,0,3,0,0.00,3,516060.00,39,105860.00,78,9600.00,2072,640.00,3053,320.00,42673,40.00,29824866
11/029,2011-03-08,4,15,23,33,37,47,22,,3,3,5,1,1,1,1,2,1,1,8000000.00,3,532680.00,46,92640.00,117,9600.00,2393,640.00,3665,320.00,48107,40.00,32332300
11/028,2011-03-05,2,7,16,25,29,34,10,,3,3,3,3,2,1,2,1,0,1,27508640.00,7,299360.00,113,49580.00,241,9600.00,4718,640.00,6911,320.00,76727,40.00,48084311
11/027,2011-03-03,8,9,13,17,33,49,30,,4,2,5,1,2,2,0,1,1,0,0.00,1,1859250.00,87,57310.00,198,9600.00,4980,640.00,5630,320.00,90979,40.00,44721597
11/026,2011-03-01,4,25,30,41,43,45,29,,1,5,4,2,1,0,2,0,3,0,0.00,2,1384590.00,58,96310.00,143,9600.00,2804,640.00,3802,320.00,55267,40.00,40389120
11/025,2011-02-26,1,24,28,33,37,47,49,,2,4,4,2,1,0,2,2,1,0,0.00,0,0.00,37,103270.00,126,9600.00,2189,640.00,3162,320.00,45567,40.00,29250840
11/024,2011-02-24,7,26,27,29,30,41,44,,1,5,4,2,1,0,4,0,1,1,17303460.00,0,0.00,61,85380.00,126,9600.00,3672,640.00,3850,320.00,68019,40.00,40402605
11/023,2011-02-22,3,8,21,22,28,48,5,,4,2,2,4,2,0,3,0,1,0,0.00,4,327960.00,129,23720.00,415,9600.00,6904,640.00,8971,320.00,92611,40.00,38932125
11/022,2011-02-19,13,16,18,23,34,42,40,,4,2,2,4,0,3,1,1,1,0,0.00,3,587340.00,35,111870.00,90,9600.00,2180,640.00,2448,320.00,41285,40.00,28612695
11/021,2011-02-17,9,24,25,30,35,37,45,,2,4,4,2,1,0,3,2,0,1,23115220.00,2,1165120.00,85,73100.00,134,9600.00,3657,640.00,5031,320.00,71451,40.00,46613470
11/020,2011-02-15,16,17,18,27,38,41,30,,3,3,3,3,0,3,1,1,1,0,0.00,1,1879500.00,41,122240.00,122,9600.00,3211,640.00,3467,320.00,57997,40.00,37832411
11/019,2011-02-13,10,13,20,24,37,47,16,20,4,2,3,3,1,2,1,1,1,1,19092450.00,1,2134130.00,72,79590.00,149,9600.00,3821,640.00,4440,320.00,68844,40.00,43860802
11/018,2011-02-10,2,3,9,18,20,36,12,,5,1,2,4,3,2,0,1,0,0,0.00,0,0.00,113,27790.00,414,9600.00,5794,640.00,9538,320.00,86314,40.00,39767865
11/017,2011-02-08,11,21,27,28,32,34,17,27,2,4,3,3,0,1,3,2,0,0,0.00,1,1496900.00,46,86960.00,178,9600.00,2654,640.00,5084,320.00,51032,40.00,33419499
11/016,2011-02-06,1,2,16,27,31,47,19,,3,3,4,2,2,1,1,1,1,2,25678290.00,1,3339140.00,119,93530.00,324,9600.00,6911,640.00,9918,320.00,134752,40.00,86445363
11/015,2011-02-03,6,8,10,28,36,37,21,8,3,3,1,5,3,0,1,2,0,0,0.00,1,1103570.00,97,30430.00,208,9600.00,4480,640.00,5093,320.00,73013,40.00,32400524
11/014,2011-02-01,1,8,22,32,46,48,9,8,3,3,1,5,2,0,1,1,2,0,0.00,2,1017110.00,77,52830.00,188,9600.00,3688,640.00,6131,320.00,64123,40.00,36803494
11/013,2011-01-29,5,8,9,10,29,49,46,29,4,2,4,2,4,0,1,0,1,2,22846740.00,5,363500.00,227,21390.00,298,9600.00,9884,640.00,6662,320.00,137863,40.00,55839467
11/012,2011-01-27,1,6,14,25,29,35,48,14,3,3,4,2,2,1,2,1,0,0,0.00,0,0.00,56,113490.00,146,9600.00,3975,640.00,4506,320.00,81954,40.00,48381942
11/011,2011-01-25,9,14,16,17,21,26,20,,5,1,3,3,1,3,2,0,0,0,0.00,2,1339950.00,63,85070.00,188,9600.00,3900,640.00,4887,320.00,72125,40.00,43480285
11/010,2011-01-22,1,15,30,39,45,49,37,30,2,4,5,1,1,1,1,1,2,0,0.00,1,1751490.00,41,113910.00,98,9600.00,2494,640.00,2871,320.00,49221,40.00,33807220
11/009,2011-01-20,5,21,28,30,37,42,48,21,2,4,3,3,1,0,3,1,1,0,0.00,2,1084850.00,44,98620.00,70,9600.00,1988,640.00,2573,320.00,43382,40.00,30415429
11/008,2011-01-18,9,15,21,31,33,41,37,31,3,3,6,0,1,1,1,2,1,1,15268480.00,2,963460.00,60,86360.00,166,9600.00,3691,640.00,4262,320.00,64958,40.00,40799809
11/007,2011-01-15,13,18,29,31,32,46,2,,2,4,3,3,0,2,1,2,1,0,0.00,0,0.00,26,155570.00,73,9600.00,2026,640.00,2434,320.00,40349,40.00,28312668
11/006,2011-01-13,17,19,25,36,40,44,10,,2,4,3,3,0,2,1,2,1,2,30528930.00,2,2257680.00,111,81720.00,230,9600.00,5173,640.00,6800,320.00,94709,40.00,67217735
11/005,2011-01-11,1,2,29,37,42,48,38,,2,4,3,3,2,0,1,1,2,0,0.00,3,1093690.00,70,125890.00,264,9600.00,4686,640.00,6892,320.00,92992,40.00,65742705
11/004,2011-01-08,10,12,18,21,27,33,4,,4,2,3,3,1,2,2,1,0,0,0.00,1,1520220.00,103,39550.00,332,9600.00,5481,640.00,8109,320.00,90031,40.00,44500350
11/003,2011-01-06,4,7,14,15,19,26,43,4,5,1,3,3,2,3,1,0,0,1,40939540.00,2,1454740.00,118,65750.00,258,9600.00,6861,640.00,6656,320.00,121207,40.00,65122179
11/002,2011-01-04,4,9,16,20,38,39,40,"20,39",4,2,2,4,2,2,0,2,0,0,0.00,1,2334040.00,109,57100.00,277,9600.00,5536,640.00,7129,320.00,101388,40.00,54885360
11/001,2011-01-02,1,13,20,24,37,39,3,"13,20,39",4,2,4,2,1,2,1,2,0,0,0.00,1,2366030.00,64,98580.00,202,9600.00,3446,640.00,6874,320.00,67857,40.00,48883539
10/152,2010-12-30,4,13,18,20,36,39,12,36,4,2,2,4,1,3,0,2,0,0,0.00,4,400410.00,60,71180.00,345,9600.00,3294,640.00,7232,320.00,59430,40.00,40461626
10/151,2010-12-28,8,23,28,31,36,37,12,,2,4,3,3,1,0,2,3,0,0,0.00,4,318150.00,49,69250.00,292,9600.00,3696,640.00,6214,320.00,64879,40.00,35333464
10/150,2010-12-25,1,2,4,13,43,48,11,4,4,2,3,3,3,1,0,0,2,0,0.00,2,910380.00,42,86700.00,140,9600.00,3021,640.00,4793,320.00,56876,40.00,31657679
10/149,2010-12-22,3,4,15,24,35,41,36,"4,41",4,2,4,2,2,1,1,1,1,1,47624870.00,0,0.00,98,114510.00,312,9600.00,6379,640.00,9041,320.00,121976,40.00,84601264
10/148,2010-12-20,4,5,12,16,18,41,7,,5,1,2,4,2,3,0,0,1,0,0.00,3,502200.00,48,83700.00,202,9600.00,3150,640.00,5667,320.00,58960,40.00,35498735
10/147,2010-12-18,15,19,34,39,44,45,23,19,2,4,4,2,0,2,0,2,2,0,0.00,0,0.00,32,159820.00,130,9600.00,2296,640.00,3782,320.00,43960,40.00,36134015
10/146,2010-12-16,12,13,18,19,27,29,10,29,4,2,4,2,0,4,2,0,0,0,0.00,2,651050.00,70,49960.00,206,9600.00,3492,640.00,5305,320.00,58711,40.00,32967763
10/145,2010-12-14,3,7,28,29,38,48,40,,2,4,3,3,2,0,2,1,1,0,0.00,0,0.00,76,40620.00,124,9600.00,4483,640.00,3318,320.00,65489,40.00,30050141
10/144,2010-12-11,15,18,22,24,27,30,10,,4,2,2,4,0,2,4,0,0,1,37963710.00,1,2476210.00,95,69870.00,208,9600.00,4705,640.00,6301,320.00,84926,40.00,52883848
10/143,2010-12-09,4,10,20,25,33,36,37,20,3,3,2,4,2,1,1,2,0,0,0.00,1,2438150.00,74,87860.00,152,9600.00,4024,640.00,4781,320.00,77265,40.00,49105928
10/142,2010-12-07,12,13,18,20,28,48,14,20,4,2,1,5,0,4,1,0,1,0,0.00,2,1259830.00,62,81270.00,168,9600.00,4463,640.00,4800,320.00,80659,40.00,42730883
10/141,2010-12-05,9,10,20,42,46,47,27,,3,3,2,4,2,1,0,0,3,0,0.00,3,553540.00,63,70290.00,150,9600.00,3207,640.00,4477,320.00,58294,40.00,35967933
10/140,2010-12-02,6,11,17,31,40,41,34,,3,3,4,2,1,2,0,2,1,1,25138920.00,1,2203720.00,66,89710.00,149,9600.00,3772,640.00,4429,320.00,69783,40.00,44807854
10/139,2010-11-30,3,14,16,19,45,48,9,,4,2,3,3,1,3,0,0,2,0,0.00,2,1341860.00,34,157860.00,162,9600.00,2414,640.00,4994,320.00,51518,40.00,39833040
10/138,2010-11-27,13,17,25,26,43,44,42,17,2,4,4,2,0,2,2,0,2,0,0.00,2,748220.00,48,84010.00,102,9600.00,2434,640.00,3242,320.00,44868,40.00,30245380
10/137,2010-11-25,17,22,28,31,39,45,8,,2,4,4,2,0,1,2,2,1,0,0.00,2,635530.00,37,92860.00,140,9600.00,1846,640.00,3796,320.00,35676,40.00,26804375
10/136,2010-11-23,1,10,11,24,30,49,35,30,4,2,3,3,2,1,2,0,1,1,8000000.00,2,577700.00,80,38510.00,103,9600.00,4436,640.00,3424,320.00,64251,40.00,29558927
10/135,2010-11-20,3,6,9,29,30,33,14,"6,30,33",3,3,4,2,3,0,2,1,0,3,11128430.00,4,267550.00,307,19200.00,227,9600.00,8055,640.00,5598,320.00,100894,40.00,43971392
10/134,2010-11-18,6,20,30,33,39,47,23,"20,39",2,4,3,3,1,1,1,2,1,0,0.00,3,854070.00,60,94890.00,135,9600.00,2709,640.00,4238,320.00,56362,40.00,41264389
10/133,2010-11-16,3,12,20,39,46,49,19,,3,3,3,3,1,2,0,1,2,1,37212370.00,2,1345450.00,69,103990.00,258,9600.00,4176,640.00,7260,320.00,81595,40.00,56396898
10/132,2010-11-13,7,18,21,28,47,48,35,28,3,3,3,3,1,1,2,0,2,0,0.00,1,1963760.00,86,60890.00,204,9600.00,4663,640.00,5932,320.00,79579,40.00,45195821
10/131,2010-11-11,5,6,15,28,29,43,48,"15,43",3,3,4,2,2,1,2,0,1,1,46496730.00,1,3190040.00,120,70880.00,246,9600.00,6052,640.00,6926,320.00,108945,40.00,66989785
10/130,2010-11-09,4,15,41,43,45,49,18,,2,4,5,1,1,1,0,0,4,0,0.00,3,1325170.00,101,105480.00,198,9600.00,5712,640.00,6644,320.00,104883,40.00,75939693
10/129,2010-11-04,5,9,25,27,33,44,17,"5,25",2,4,5,1,2,0,2,1,1,0,0.00,3,331765.00,65,40830.00,277,4800.00,4416,320.00,6807,160.00,80523,20.00,23579528
10/128,2010-11-02,5,17,24,25,36,45,15,24,3,3,4,2,1,1,2,1,1,2,4453715.00,4,325615.00,106,32765.00,427,4800.00,5189,320.00,10820,160.00,93765,20.00,31219817
10/127,2010-10-30,7,8,12,24,30,49,27,8,4,2,2,4,2,1,2,0,1,0,0.00,1,837095.00,92,24315.00,249,4800.00,5167,320.00,6184,160.00,88397,20.00,21738137
10/126,2010-10-28,8,9,17,31,36,47,46,8,3,3,4,2,2,1,0,2,1,2,7265175.00,3,548705.00,141,31130.00,261,4800.00,6208,320.00,7676,160.00,115607,20.00,34887281
10/125,2010-10-26,3,8,14,20,33,41,32,"33,41",4,2,3,3,2,2,0,1,1,0,0.00,4,382665.00,111,36770.00,223,4800.00,4926,320.00,6870,160.00,96478,20.00,31276404
10/124,2010-10-23,1,28,33,41,42,45,8,,1,5,4,2,1,0,1,1,3,0,0.00,1,992665.00,57,46440.00,201,4800.00,3277,320.00,6076,160.00,64228,20.00,21378467
10/123,2010-10-21,4,9,23,35,46,49,18,,3,3,4,2,2,0,1,1,2,1,19769515.00,1,1921725.00,107,47890.00,288,4800.00,6591,320.00,8909,160.00,126262,20.00,39853236
10/122,2010-10-19,2,20,29,38,39,43,37,29,2,4,3,3,1,1,1,2,1,0,0.00,1,1739510.00,105,44175.00,274,4800.00,5650,320.00,7409,160.00,103840,20.00,35424615
10/121,2010-10-16,1,29,30,44,45,49,41,,1,5,4,2,1,0,2,0,3,0,0.00,3,420645.00,70,48070.00,171,4800.00,3695,320.00,5214,160.00,73527,20.00,25098042
10/120,2010-10-14,4,7,10,26,42,47,13,,3,3,2,4,3,0,1,0,2,0,0.00,3,366325.00,77,38060.00,197,4800.00,4460,320.00,5386,160.00,84119,20.00,24014976
10/119,2010-10-12,9,13,21,24,38,46,27,,4,2,3,3,1,1,2,1,1,1,5236415.00,4,318090.00,92,36880.00,268,4800.00,4767,320.00,6806,160.00,89296,20.00,27792821
10/118,2010-10-09,22,37,41,42,44,45,27,22,1,5,3,3,0,0,1,1,4,1,9257920.00,0,0.00,90,42050.00,187,4800.00,5104,320.00,5130,160.00,79782,20.00,28417243
10/117,2010-10-07,14,15,21,22,32,40,2,,4,2,2,4,0,2,2,2,0,0,0.00,2,542640.00,85,34290.00,234,4800.00,4419,320.00,7034,160.00,82946,20.00,24578756
10/116,2010-10-05,5,6,8,16,29,31,12,16,4,2,3,3,3,1,1,1,0,1,22563575.00,6,308685.00,229,21565.00,856,4800.00,12699,320.00,20032,160.00,215151,20.00,54165390
10/115,2010-10-02,7,16,17,21,27,36,6,21,4,2,4,2,1,2,2,1,0,0,0.00,6,220630.00,142,24855.00,597,4800.00,8069,320.00,12155,160.00,129395,20.00,36441544
10/114,2010-09-30,9,18,21,22,26,29,27,,4,2,3,3,1,1,4,0,0,0,0.00,11,102055.00,224,13360.00,687,4800.00,10061,320.00,13178,160.00,148707,20.00,36715118
10/113,2010-09-28,7,30,31,42,45,49,46,30,1,5,4,2,1,0,1,1,3,0,0.00,3,518640.00,100,41490.00,336,4800.00,5201,320.00,8290,160.00,96408,20.00,33204565
10/112,2010-09-25,16,23,30,37,39,43,5,23,2,4,4,2,0,1,2,2,1,0,0.00,2,664405.00,75,47245.00,238,4800.00,4744,320.00,6755,160.00,82599,20.00,28014994
10/111,2010-09-21,10,13,23,35,36,48,47,,3,3,3,3,1,1,1,2,1,1,31023870.00,3,1224870.00,242,40490.00,595,4800.00,14120,320.00,15450,160.00,252812,20.00,77449805
10/110,2010-09-19,12,17,19,26,33,40,25,,3,3,3,3,0,3,1,2,0,0,0.00,1,1124290.00,155,19415.00,234,4800.00,4274,320.00,6138,160.00,79580,20.00,24631768
10/109,2010-09-16,5,8,31,46,47,49,34,,2,4,4,2,2,0,0,1,3,2,20675100.00,1,2897790.00,310,31155.00,594,4800.00,13924,320.00,16517,160.00,252483,20.00,76918176
10/108,2010-09-14,3,4,7,22,30,39,6,39,4,2,3,3,3,0,2,1,0,0,0.00,7,393790.00,206,35680.00,624,4800.00,12189,320.00,20121,160.00,219676,20.00,64263302
10/107,2010-09-11,10,20,24,35,36,39,12,,3,3,2,4,1,1,1,3,0,0,0.00,1,2034955.00,108,50245.00,348,4800.00,7166,320.00,10961,160.00,131617,20.00,43069901
10/106,2010-09-09,2,4,19,34,37,41,5,2,3,3,3,3,2,1,0,2,1,0,0.00,1,1858760.00,65,76255.00,247,4800.00,5256,320.00,7835,160.00,104030,20.00,36701524
10/105,2010-09-07,2,3,16,42,43,45,27,"43,45",3,3,3,3,2,1,0,0,3,0,0.00,1,1602730.00,109,39210.00,203,4800.00,5014,320.00,6135,160.00,93108,20.00,31785835
10/104,2010-09-04,17,19,25,34,43,45,47,,2,4,5,1,0,2,1,1,2,0,0.00,1,1158240.00,76,40640.00,163,4800.00,3521,320.00,4502,160.00,62715,20.00,22905735
10/103,2010-09-02,3,7,11,20,23,48,38,,5,1,4,2,2,2,1,0,1,1,13333350.00,5,326565.00,193,22560.00,383,4800.00,8633,320.00,10379,160.00,144633,20.00,39104569
10/102,2010-08-30,6,16,39,40,46,49,41,"6,49",2,4,2,4,1,1,0,2,2,0,0.00,1,1144940.00,76,40170.00,175,4800.00,3795,320.00,4921,160.00,67950,20.00,23312235
10/101,2010-08-28,1,3,6,7,36,49,42,"1,7,36",4,2,4,2,4,0,0,1,1,0,0.00,1,752930.00,146,13805.00,245,4800.00,7967,320.00,5460,160.00,112947,20.00,22914916
10/100,2010-08-26,1,7,9,10,36,44,37,9,4,2,3,3,4,0,0,1,1,1,22008965.00,8,222170.00,257,18440.00,448,4800.00,13864,320.00,11809,160.00,216022,20.00,47810452
10/099,2010-08-24,6,9,11,16,25,37,45,37,4,2,4,2,2,2,1,1,0,0,0.00,7,259765.00,161,30115.00,353,4800.00,8431,320.00,8733,160.00,151760,20.00,41011751
10/098,2010-08-21,18,21,34,37,40,49,28,,2,4,3,3,0,1,1,3,1,0,0.00,0,0.00,64,64805.00,187,4800.00,4072,320.00,5812,160.00,79069,20.00,29827938
10/097,2010-08-19,8,12,30,43,46,48,35,8,2,4,1,5,1,1,1,0,3,0,0.00,5,235065.00,107,29290.00,218,4800.00,5105,320.00,6469,160.00,84884,20.00,25969095
10/096,2010-08-17,2,5,8,22,25,35,16,,4,2,3,3,3,0,2,1,0,4,1288400.00,9,19200.00,715,9600.00,586,4800.00,13876,320.00,12603,160.00,163778,20.00,34482760
10/095,2010-08-14,6,12,17,34,38,46,43,"6,17",3,3,1,5,1,2,0,2,1,0,0.00,3,428905.00,57,60195.00,139,4800.00,3583,320.00,4613,160.00,70674,20.00,24799649
10/094,2010-08-12,6,17,29,33,42,48,34,,2,4,3,3,1,1,1,1,2,1,24625810.00,4,600040.00,265,24150.00,412,4800.00,10679,320.00,11256,160.00,178860,20.00,52512588
10/093,2010-08-10,5,8,12,20,30,39,23,,4,2,2,4,2,2,1,1,0,0,0.00,5,376260.00,191,26265.00,515,4800.00,9777,320.00,13056,160.00,171141,20.00,46101536
10/092,2010-08-07,3,18,34,41,45,46,37,46,2,4,3,3,1,1,0,1,3,0,0.00,0,0.00,78,57960.00,194,4800.00,4026,320.00,5417,160.00,82502,20.00,31770955
10/091,2010-08-05,8,30,42,46,48,49,7,,1,5,1,5,1,0,1,0,4,0,0.00,1,1223680.00,69,47290.00,180,4800.00,4487,320.00,5814,160.00,75703,20.00,25386746
10/090,2010-08-03,9,17,26,31,35,36,42,35,2,4,4,2,1,1,1,3,0,1,34111400.00,5,631260.00,256,32875.00,607,4800.00,12746,320.00,16375,160.00,231567,20.00,69197703
10/089,2010-07-31,12,28,29,33,35,37,22,12,1,5,4,2,0,1,2,3,0,0,0.00,2,1153335.00,135,45560.00,414,4800.00,8058,320.00,11940,160.00,148738,20.00,48795208
10/088,2010-07-29,12,13,38,41,44,49,22,,2,4,3,3,0,2,0,1,3,0,0.00,0,0.00,91,56945.00,252,4800.00,5177,320.00,7624,160.00,104951,20.00,37818128
10/087,2010-07-27,4,17,23,28,43,46,22,,3,3,3,3,1,1,2,0,2,0,0.00,2,824865.00,122,36055.00,227,4800.00,5882,320.00,7576,160.00,107163,20.00,34098859
10/086,2010-07-24,6,15,22,25,33,42,24,,3,3,3,3,1,1,2,1,1,0,0.00,22,46395.00,142,19165.00,1058,4800.00,6780,320.00,10375,160.00,120846,20.00,34620619
10/085,2010-07-20,5,13,26,29,40,47,42,40,2,4,4,2,1,1,2,1,1,4,7669590.00,2,1334795.00,222,40080.00,583,4800.00,11140,320.00,15139,160.00,204292,20.00,69107318
10/084,2010-07-17,7,12,30,34,40,48,33,,2,4,1,5,1,1,1,2,1,0,0.00,1,1727915.00,99,46540.00,213,4800.00,5073,320.00,7422,160.00,99645,20.00,34231600
10/083,2010-07-15,2,10,16,18,41,44,31,2,4,2,1,5,2,2,0,0,2,0,0.00,1,1641385.00,78,56115.00,192,4800.00,4057,320.00,5656,160.00,85858,20.00,31235149
10/082,2010-07-13,2,3,5,25,43,48,24,"2,25",3,3,4,2,3,0,1,0,2,0,0.00,3,434900.00,81,42950.00,194,4800.00,4728,320.00,6614,160.00,94745,20.00,27695400
10/081,2010-07-10,2,22,25,27,35,42,13,,2,4,3,3,1,0,3,1,1,2,4610435.00,5,281390.00,138,27305.00,252,4800.00,5422,320.00,7575,160.00,97395,20.00,30392817
10/080,2010-07-08,4,16,40,43,46,47,27,46,2,4,2,4,1,1,0,1,3,0,0.00,2,660590.00,85,41445.00,226,4800.00,3487,320.00,4859,160.00,66022,20.00,25884380
10/079,2010-07-06,14,17,21,29,42,46,49,"14,21",3,3,3,3,0,2,2,0,2,1,17397970.00,1,2223350.00,127,46680.00,234,4800.00,5841,320.00,7663,160.00,113687,20.00,42185959
10/078,2010-07-03,2,13,14,21,45,49,19,21,4,2,4,2,1,2,1,0,2,0,0.00,1,1909305.00,100,50910.00,225,4800.00,5108,320.00,7177,160.00,103601,20.00,36893441
10/077,2010-06-29,8,11,21,38,41,48,49,"21,41",3,3,3,3,1,1,1,1,2,0,0.00,5,225810.00,106,28400.00,350,4800.00,5371,320.00,9537,160.00,102455,20.00,28232086
10/076,2010-06-26,7,13,15,20,21,41,2,,5,1,5,1,1,3,1,0,1,1,16721705.00,1,1749675.00,108,43200.00,299,4800.00,6961,320.00,8796,160.00,117437,20.00,37475683
10/075,2010-06-24,5,23,26,31,34,49,24,,2,4,4,2,1,0,2,2,1,0,0.00,0,0.00,70,61640.00,214,4800.00,4547,320.00,7534,160.00,91750,20.00,32180260
10/074,2010-06-22,2,4,9,20,35,40,44,"2,35",4,2,2,4,3,1,0,2,0,0,0.00,2,703110.00,85,44115.00,197,4800.00,5169,320.00,5282,160.00,98548,20.00,29106820
10/073,2010-06-19,2,8,12,13,27,35,37,,4,2,3,3,2,2,1,1,0,1,14391610.00,6,259010.00,170,24375.00,371,4800.00,8800,320.00,9174,160.00,149086,20.00,37836032
10/072,2010-06-17,5,11,15,42,45,48,14,5,3,3,4,2,1,2,0,0,3,0,0.00,2,788230.00,91,46195.00,209,4800.00,4902,320.00,6354,160.00,94826,20.00,31544795
10/071,2010-06-15,5,10,18,21,35,49,11,21,4,2,4,2,2,1,1,1,1,0,0.00,2,654450.00,75,46535.00,254,4800.00,4424,320.00,7403,160.00,84733,20.00,27968662
10/070,2010-06-13,2,11,19,20,21,40,43,,5,1,3,3,1,3,1,1,0,1,5000000.00,1,1339710.00,158,22610.00,200,4800.00,5827,320.00,5260,160.00,98098,20.00,28598276
10/069,2010-06-10,8,26,32,35,36,49,24,8,1,5,2,4,1,0,1,3,1,1,40085640.00,10,373910.00,216,46160.00,738,4800.00,12934,320.00,19398,160.00,250422,20.00,79972849
10/068,2010-06-08,7,8,12,21,23,47,10,,5,1,4,2,2,1,2,0,1,0,0.00,11,268735.00,333,23670.00,1192,4800.00,18494,320.00,28082,160.00,317291,20.00,81731437
10/067,2010-06-05,9,15,30,37,38,40,1,,2,4,3,3,1,1,1,3,0,2,29186880.00,12,404520.00,371,34890.00,1153,4800.00,19978,320.00,28743,160.00,361273,20.00,109840852
