,HorseName,Score
0,INVINCIBLE MISSILE,0.11999756816481531
1,THE CONCENTRATION,0.03602656521027526
2,AROMATICA,0.03594313962423785
3,CALIFORNIA ICON,0.021456415727166344
4,E GLORY,0.01707155212906527
5,ASIAN ONE,0.1794018013688279
6,PERFECT PEACH,0.2854057461359507
7,MAXIMIZE HEART,0.11473452990328292
8,MEDIC ELITE,0.13730819100155967
9,SPEEDSTAR,0.3384623331486093
10,TSUEN WAN GLORY,0.16468046289149346
11,DOUBLE SHOW,0.23692535719049754
12,SUPERB DADDY,0.238924702621416
13,CHIRON,0.030640000726172074
