,HorseName,Score
0,TAMRA BLITZ,0.24583278690816165
1,OUTGATE,0.24426069965103603
2,NEVER TOO SOON,0.24280842057113985
3,FLAGSHIP WARRIOR,0.24425935006630864
4,AFFORDABLE,0.2410186480467822
5,ARMOUR WAR EAGLE,0.24597585318083018
6,MASSIVE ACTION,0.24759509029374532
7,BEAUTY FIT,0.24599045643142764
8,SWEET BRIAR,0.25355484510557125
9,BRIGHT INHERITANCE,0.24592066366603144
10,RUN RAN RUN,0.24484381821219067
11,EXCEL WONGCHOY,0.24554611910318505
12,ONLY U,0.24597659461937713
13,WINDCHEATER,0.24595392662754806
