,HorseName,Score
0,DEVILDOM,0.01999597878245572
1,AFFORDABLE,0.05208723753911583
2,FOREVER GLORIOUS,0.2267544095177479
3,VOLCANIC SPARK,0.3526395760279122
4,MISSION BRAVO,0.34049099415100925
5,CIRCUIT VICTORY,0.10314049657015094
6,REACH GOAL,0.11814222942933605
7,KASA PAPA,0.14987396494230407
8,GOOD GOOD,0.22906189727415632
9,STORM WINNER,0.4301829769975782
10,FLYING SILVER,0.0986186029302643
11,GOLD TACK,0.1907222793363774
12,FOREVER FOLKS,0.12766040932116773
13,CHATEAU LE PECHE,0.12177045558186893
