,HorseName,Score
0,FAST BUCK,0.5788090747315923
1,SUPER LEGENDS,0.47893044731415085
2,HAPPY FAT CAT,0.2487544541272104
3,MULTISUPER,0.43067213455111153
4,YOUTH POWER,0.06958240082251882
5,TELECOM DRAGON,0.527502227269351
6,PATCH OF THETA,0.3896584055712623
7,RUBY SAILING,0.39376897211723133
8,THE KHAN,0.23791124153501989
9,CRAZY TREASURE,0.1214319407368585
10,NEW POWER,0.08476618000808812
11,HINOKAMI KAGURA,0.20195698422662994
12,CHAMPION INSTINCT,0.27840910595398893
13,MORE RICE,0.05934080413306508
