,HorseName,Score
0,GOKO WIN,0.015844973274241444
1,IMA SINGLE MAN,0.00794659474642549
2,ATOMIC FORCE,0.0038949760924889337
3,ENTERPRISE ATTACK,0.012138313778933327
4,COLOURFUL EMPEROR,0.006766518624845675
5,SAKEWIN,0.002374514568921382
6,STAR LINE,0.00483934033581088
7,SUNNY DARLING,0.012759726814731628
8,GORGEOUS WIN,0.08251194247110738
9,ORIENTAL SMOKE,0.004771101596166446
10,EIGHTY LIGHT YEARS,0.014187339119809137
11,SHOW RESPECT,0.006620987678687102
12,LAUGH TALE,0.006988172603196058
13,STORM LEGEND,0.01401004391080192
