,HorseName,HorseName_cn,Jockey,Trainer,Score
4,BEAUTY BOLT,美麗星晨,Z Purton,A S Cruz,0.6203213032282627
0,WINNING GOLD,金勝名駒,R Kingscote,W Y So,0.0827704614610586
9,ENDEARED,安泰,A Badel,J Size,0.06812586630186135
