,HorseName,Score
0,AMAZING RUN,0.006311008765938034
1,I CAN,0.0016925733301858615
2,HAPPY DAILY,0.007155887133120636
3,WAR OF COURAGE,0.006371684731115858
4,CELTIC TIMES,0.02199845242624928
5,PERFETTO,0.0021658644799011574
6,SUPER TEN,0.0009125057592550217
7,ME TIME,0.0035522026954952638
8,CALIFORNIA ICON,0.001913160662234337
9,PANDA LEGEND,0.0014044780878132912
10,SMART FIGHTER,0.0034546644130425295
11,HAPPY FEELING,0.002041455928590831
12,CAN'T GO WONG,0.000439473652270955
13,CLUB SODA,0.0012661212123023459
