,Values
0,0.06640523646165236
1,0.02233361504253721
2,0.09571079428237081
3,0.052563641750915685
4,0.030515357359431314
5,0.024262758787231577
6,0.025187517483339462
7,0.3393508762637656
8,0.06134365101380806
9,0.02706162166553606
10,0.1505536872941453
11,0.07779817214445199
12,0.02316819119569635
13,0.003744879255118225
