期數,日期,中獎號碼 1,2,3,4,5,6,特別號碼,上期出現號碼,小,大,單數,雙數,1-10,11-20,21-30,31-40,41-50,頭獎 中獎注數,頭獎 每注獎金,二獎 中獎注數,二獎 每注獎金,三獎 中獎注數,三獎 每注獎金,四獎 中獎注數,四獎 每注獎金,五獎 中獎注數,五獎 每注獎金,六獎 中獎注數,六獎 每注獎金,七獎 中獎注數,七獎 每注獎金,八獎 中獎注數,八獎 每注獎金
109000106,2020-12-08,2,4,10,15,31,45,17,2,4,2,3,3,3,1,0,1,1,0,0.00,1,2575409.00,49,56602.00,128,13929.00,2624,2000.00,3502,1000.00,36840,400.00,48569,400.00
109000105,2020-12-04,2,13,27,30,41,44,40,44,2,4,3,3,1,1,2,0,2,0,0.00,1,4977291.00,41,69745.00,96,19148.00,2075,2000.00,2774,1000.00,28855,400.00,38703,400.00
109000104,2020-12-01,4,22,29,37,44,49,30,,2,4,3,3,1,0,2,1,2,0,0.00,0,0.00,42,59537.00,82,19603.00,2409,2000.00,2786,1000.00,28120,400.00,42995,400.00
109000103,2020-11-27,1,19,26,30,35,48,11,,2,4,3,3,1,1,2,1,1,0,0.00,1,2105917.00,39,58151.00,111,13134.00,2099,2000.00,3161,1000.00,33588,400.00,39212,400.00
109000102,2020-11-24,5,29,36,38,44,45,23,29,1,5,3,3,1,0,1,2,2,0,0.00,3,2028973.00,42,56439.00,110,13853.00,1949,2000.00,2765,1000.00,30161,400.00,36556,400.00
109000101,2020-11-20,16,27,29,35,37,48,31,,1,5,4,2,0,1,2,2,1,0,0.00,0,0.00,40,51304.00,138,9559.00,2232,2000.00,3114,1000.00,28711,400.00,37422,400.00
109000100,2020-11-17,6,14,18,20,38,41,29,,4,2,1,5,1,3,0,1,1,0,0.00,0,0.00,45,47388.00,95,14430.00,2060,2000.00,2482,1000.00,25680,400.00,37187,400.00
109000099,2020-11-13,7,9,12,15,25,29,47,29,4,2,5,1,2,2,2,0,0,0,0.00,1,3222735.00,63,24071.00,104,9374.00,2747,2000.00,2421,1000.00,23741,400.00,42265,400.00
109000098,2020-11-10,5,17,19,21,28,29,43,5,4,2,5,1,1,2,3,0,0,0,0.00,0,0.00,33,59216.00,84,14955.00,1929,2000.00,2291,1000.00,22656,400.00,34782,400.00
109000097,2020-11-06,5,9,25,39,44,46,2,44,2,4,4,2,2,0,1,1,2,0,0.00,1,1732979.00,30,62209.00,75,15996.00,1600,2000.00,2314,1000.00,24916,400.00,30545,400.00
109000096,2020-11-03,6,11,15,30,32,44,29,6,3,3,2,4,1,2,1,1,1,0,0.00,2,2522780.00,39,49633.00,85,14639.00,1603,2000.00,2282,1000.00,23794,400.00,30469,400.00
109000095,2020-10-30,6,10,13,19,40,45,7,19,4,2,3,3,2,2,0,1,1,0,0.00,0,0.00,33,52047.00,80,13801.00,1706,2000.00,2437,1000.00,25571,400.00,31825,400.00
109000094,2020-10-27,2,9,19,28,30,32,35,9,3,3,2,4,2,1,2,1,0,0,0.00,0,0.00,34,52364.00,91,12577.00,1810,2000.00,2288,1000.00,21980,400.00,32507,400.00
109000093,2020-10-23,3,9,20,25,26,35,39,,3,3,4,2,2,1,2,1,0,0,0.00,1,1502535.00,26,62235.00,75,13869.00,1895,2000.00,2064,1000.00,20511,400.00,32516,400.00
109000092,2020-10-20,5,17,18,28,30,39,13,28,3,3,3,3,1,2,2,1,0,0,0.00,1,1640152.00,32,55197.00,85,13358.00,1752,2000.00,2296,1000.00,23514,400.00,31245,400.00
109000091,2020-10-16,7,25,28,33,44,47,19,,1,5,4,2,1,0,2,1,2,0,0.00,1,2542372.00,37,73998.00,98,17960.00,2401,2000.00,3420,1000.00,33625,400.00,44355,400.00
109000090,2020-10-13,1,3,15,27,39,41,20,,3,3,6,0,2,1,1,1,1,2,74238386.00,1,2251588.00,50,48495.00,112,13917.00,2418,2000.00,3253,1000.00,33288,400.00,43109,400.00
109000089,2020-10-09,2,7,19,25,42,47,6,,3,3,4,2,2,1,1,0,2,0,0.00,2,1082450.00,61,38220.00,129,11618.00,2314,2000.00,3328,1000.00,35296,400.00,41481,400.00
109000088,2020-10-06,4,5,22,23,34,40,37,,4,2,2,4,2,0,2,2,0,0,0.00,1,2291561.00,49,50363.00,135,11751.00,2575,2000.00,3673,1000.00,33922,400.00,45868,400.00
109000087,2020-10-02,11,15,16,18,24,26,46,,5,1,2,4,0,4,2,0,0,0,0.00,1,2606333.00,53,52958.00,129,13987.00,2831,2000.00,3332,1000.00,34712,400.00,50769,400.00
109000086,2020-09-29,1,7,8,33,42,47,31,,3,3,4,2,3,0,0,1,2,0,0.00,1,2455116.00,46,57477.00,118,14404.00,2709,2000.00,3538,1000.00,35390,400.00,49800,400.00
109000085,2020-09-25,10,31,35,36,39,48,27,,1,5,3,3,1,0,0,4,1,1,100000000.00,2,1303533.00,43,65293.00,102,17695.00,2281,2000.00,3302,1000.00,34759,400.00,42464,400.00
109000084,2020-09-22,3,4,5,8,24,29,7,"3,29",5,1,3,3,4,0,2,0,0,0,0.00,2,1005210.00,76,28487.00,249,5589.00,3342,2000.00,4982,1000.00,41062,400.00,53407,400.00
109000083,2020-09-18,3,29,30,32,43,44,35,"29,32",1,5,3,3,1,0,2,1,2,0,0.00,1,2676906.00,33,87358.00,88,21059.00,2117,2000.00,2859,1000.00,30558,400.00,39067,400.00
109000082,2020-09-15,7,16,29,32,37,48,21,"29,48",2,4,3,3,1,1,1,2,1,1,100000000.00,3,776736.00,60,41824.00,125,12905.00,2279,2000.00,3129,1000.00,31766,400.00,40260,400.00
109000081,2020-09-11,1,26,29,39,48,49,9,"1,26,48",1,5,4,2,1,0,2,1,2,0,0.00,1,1661095.00,28,63888.00,131,8778.00,1402,2000.00,2733,1000.00,23136,400.00,26555,400.00
109000080,2020-09-08,1,2,9,20,26,48,36,"2,9",4,2,2,4,3,1,1,0,1,0,0.00,1,1599788.00,35,49224.00,73,15171.00,1744,2000.00,2038,1000.00,21370,400.00,31849,400.00
109000079,2020-09-04,2,9,11,13,39,43,35,"2,43",4,2,5,1,2,2,0,1,1,0,0.00,1,1631430.00,32,54903.00,59,19143.00,1617,2000.00,1966,1000.00,20440,400.00,29899,400.00
109000078,2020-09-01,1,2,6,8,38,43,24,,4,2,2,4,4,0,0,1,1,1,126959210.00,2,723887.00,30,51971.00,99,10124.00,1996,2000.00,2579,1000.00,25071,400.00,35112,400.00
109000077,2020-08-28,13,14,19,22,23,36,24,23,5,1,3,3,0,3,2,1,0,0,0.00,2,1688452.00,23,77623.00,81,14169.00,1468,2000.00,2034,1000.00,21908,400.00,28737,400.00
109000076,2020-08-25,2,23,28,35,46,48,33,46,2,4,2,4,1,0,2,1,2,0,0.00,0,0.00,28,66118.00,63,18890.00,1662,2000.00,2159,1000.00,22329,400.00,29764,400.00
109000075,2020-08-21,5,14,40,44,45,46,32,45,2,4,2,4,1,1,0,1,3,0,0.00,2,892613.00,27,71205.00,69,17911.00,1670,2000.00,2098,1000.00,20326,400.00,29073,400.00
109000074,2020-08-18,4,22,30,43,45,47,15,,2,4,3,3,1,0,2,0,3,0,0.00,1,3453931.00,27,73118.00,66,19229.00,1558,2000.00,2139,1000.00,22802,400.00,28013,400.00
109000073,2020-08-14,16,20,24,25,31,33,37,,3,3,3,3,0,2,2,2,0,0,0.00,0,0.00,38,45932.00,90,12467.00,1860,2000.00,2356,1000.00,22508,400.00,31344,400.00
109000072,2020-08-11,8,12,40,42,44,47,5,"40,44",2,4,1,5,1,1,0,1,3,1,128068129.00,1,1814843.00,32,61076.00,71,17696.00,1708,2000.00,2158,1000.00,24919,400.00,29502,400.00
109000071,2020-08-07,6,9,19,40,44,45,1,19,3,3,3,3,2,1,0,1,2,0,0.00,2,919001.00,31,63851.00,96,13254.00,1528,2000.00,2487,1000.00,24841,400.00,30700,400.00
109000070,2020-08-04,1,5,11,19,31,33,6,"19,33",4,2,6,0,2,2,0,2,0,0,0.00,3,434435.00,40,35089.00,127,7104.00,2114,2000.00,3164,1000.00,28564,400.00,35195,400.00
109000069,2020-07-31,16,17,18,19,33,45,25,,4,2,4,2,0,4,0,1,1,0,0.00,1,1893826.00,38,53671.00,84,15608.00,1804,2000.00,2610,1000.00,26000,400.00,33428,400.00
109000068,2020-07-28,8,10,22,23,29,35,2,35,4,2,3,3,2,0,3,1,0,0,0.00,2,825262.00,33,53863.00,145,7880.00,2339,2000.00,3477,1000.00,32263,400.00,41385,400.00
109000067,2020-07-24,2,20,21,24,35,37,9,,4,2,3,3,1,1,2,2,0,0,0.00,1,5233740.00,31,57363.00,107,10683.00,1996,2000.00,2971,1000.00,31362,400.00,35158,400.00
109000066,2020-07-21,3,16,25,31,33,36,14,25,2,4,4,2,1,1,1,3,0,1,133174768.00,0,0.00,41,49548.00,106,12320.00,2006,2000.00,2914,1000.00,27566,400.00,37042,400.00
109000065,2020-07-17,5,6,15,25,30,41,29,,3,3,4,2,2,1,2,0,1,0,0.00,0,0.00,29,62986.00,83,14147.00,2041,2000.00,2384,1000.00,24423,400.00,34728,400.00
109000064,2020-07-14,4,10,24,29,32,49,43,"4,49",3,3,2,4,2,0,2,1,1,0,0.00,1,1891295.00,25,81471.00,73,17936.00,1559,2000.00,2070,1000.00,21320,400.00,30008,400.00
109000063,2020-07-10,4,5,22,27,46,49,41,"4,22,46",3,3,3,3,2,0,2,0,2,0,0.00,1,2806963.00,46,65714.00,111,17507.00,2380,2000.00,3015,1000.00,30601,400.00,44313,400.00
109000062,2020-07-07,4,17,22,34,44,46,13,,3,3,1,5,1,1,1,1,2,0,0.00,1,9626280.00,42,58353.00,88,17903.00,2298,2000.00,2688,1000.00,27170,400.00,40210,400.00
109000061,2020-07-03,13,19,20,24,40,45,33,,4,2,3,3,0,3,1,1,1,1,155242715.00,0,0.00,45,59328.00,107,16040.00,2102,2000.00,3081,1000.00,32918,400.00,38893,400.00
109000060,2020-06-30,26,29,31,43,46,49,6,,0,6,4,2,0,0,2,1,3,0,0.00,0,0.00,46,59223.00,134,13069.00,2086,2000.00,3157,1000.00,33498,400.00,39059,400.00
109000059,2020-06-26,10,12,16,37,40,41,5,16,3,3,2,4,1,2,0,2,1,0,0.00,0,0.00,50,50437.00,141,11497.00,2594,2000.00,3738,1000.00,38471,400.00,46054,400.00
109000058,2020-06-23,1,2,16,22,27,45,13,"1,16",4,2,3,3,2,1,2,0,1,0,0.00,1,2472160.00,37,71954.00,106,16146.00,2404,2000.00,3291,1000.00,33414,400.00,45865,400.00
109000057,2020-06-19,1,15,16,25,43,46,6,46,3,3,4,2,1,2,1,0,2,0,0.00,1,2483154.00,39,68568.00,94,18288.00,2090,2000.00,3187,1000.00,33225,400.00,39687,400.00
109000056,2020-06-16,6,13,20,23,29,46,42,6,4,2,3,3,1,2,2,0,1,1,106096409.00,1,10120034.00,40,70270.00,117,15444.00,2412,2000.00,3193,1000.00,32837,400.00,46519,400.00
109000055,2020-06-12,1,6,28,30,33,48,27,28,2,4,2,4,2,0,2,1,1,0,0.00,0,0.00,51,50361.00,137,12052.00,2523,2000.00,3446,1000.00,35510,400.00,47484,400.00
109000054,2020-06-09,8,17,28,35,36,47,41,8,2,4,3,3,1,1,1,2,1,0,0.00,0,0.00,39,58779.00,127,11603.00,2552,2000.00,2992,1000.00,28940,400.00,43895,400.00
109000053,2020-06-05,3,5,8,24,26,49,19,,4,2,3,3,3,0,2,0,1,0,0.00,0,0.00,28,49476.00,102,8731.00,1958,2000.00,2556,1000.00,23832,400.00,33409,400.00
109000052,2020-06-02,1,6,22,25,33,48,19,,3,3,3,3,2,0,2,1,1,1,158264644.00,0,0.00,50,36829.00,113,10476.00,1763,2000.00,2534,1000.00,25173,400.00,32891,400.00
109000051,2020-05-29,31,35,39,40,45,49,41,,0,6,5,1,0,0,0,4,2,0,0.00,3,629159.00,30,67755.00,66,19798.00,1387,2000.00,1977,1000.00,20140,400.00,26451,400.00
109000050,2020-05-26,1,5,25,29,33,38,19,,2,4,5,1,2,0,2,2,0,0,0.00,1,1515677.00,31,52653.00,85,12344.00,1864,2000.00,2467,1000.00,24336,400.00,33005,400.00
109000049,2020-05-22,3,7,10,13,39,46,29,,4,2,4,2,3,1,0,1,1,0,0.00,2,2441630.00,29,45678.00,92,9256.00,1461,2000.00,2199,1000.00,21172,400.00,27549,400.00
109000048,2020-05-19,27,32,33,40,43,44,37,40,0,6,3,3,0,0,1,3,2,0,0.00,0,0.00,26,73176.00,55,22238.00,1182,2000.00,1612,1000.00,18124,400.00,23094,400.00
109000047,2020-05-15,6,11,31,40,42,45,43,11,2,4,3,3,1,1,0,2,2,0,0.00,0,0.00,20,101582.00,53,24642.00,1403,2000.00,1802,1000.00,18692,400.00,26873,400.00
109000046,2020-05-12,1,5,8,11,35,36,26,8,4,2,4,2,3,1,0,2,0,0,0.00,2,1274496.00,31,42973.00,98,8738.00,2214,2000.00,2705,1000.00,25093,400.00,35405,400.00
109000045,2020-05-08,8,9,10,24,27,31,33,24,4,2,3,3,3,0,2,1,0,0,0.00,0,0.00,72,19623.00,90,10092.00,2318,2000.00,2374,1000.00,24155,400.00,36534,400.00
109000044,2020-05-05,17,19,24,36,43,49,26,49,3,3,4,2,0,2,1,1,2,1,936721938.00,4,1893363.00,132,61788.00,353,14853.00,7036,2000.00,9300,1000.00,96762,400.00,125793,400.00
109000043,2020-05-01,5,18,25,34,48,49,45,48,2,4,3,3,1,1,1,1,2,0,0.00,3,2005410.00,108,59990.00,280,14875.00,6057,2000.00,7820,1000.00,80306,400.00,108813,400.00
109000042,2020-04-28,16,29,36,39,43,48,42,39,1,5,3,3,0,1,1,2,2,0,0.00,5,1197243.00,76,84824.00,177,23414.00,4688,2000.00,6150,1000.00,65564,400.00,89294,400.00
109000041,2020-04-24,7,10,14,15,17,39,45,,5,1,4,2,2,3,0,1,0,0,0.00,3,1581683.00,80,63875.00,191,17199.00,4604,2000.00,5441,1000.00,55941,400.00,86629,400.00
109000040,2020-04-21,1,2,29,33,45,47,39,"1,33",2,4,5,1,2,0,1,1,2,0,0.00,2,2211456.00,70,68044.00,188,16287.00,3862,2000.00,4655,1000.00,48732,400.00,69523,400.00
109000039,2020-04-17,1,21,31,33,42,44,22,"21,33",2,4,4,2,1,0,1,2,2,0,0.00,2,2068968.00,60,74270.00,174,16463.00,3317,2000.00,5043,1000.00,51732,400.00,61196,400.00
109000038,2020-04-14,17,19,21,26,33,45,12,33,3,3,5,1,0,2,2,1,1,0,0.00,2,1867250.00,58,69340.00,189,13679.00,3303,2000.00,5111,1000.00,53019,400.00,60836,400.00
109000037,2020-04-10,13,33,41,47,48,49,1,,1,5,5,1,0,1,0,1,4,0,0.00,2,1610977.00,51,68035.00,180,12392.00,3052,2000.00,4675,1000.00,44215,400.00,53160,400.00
109000036,2020-04-07,4,7,12,18,27,44,23,,4,2,2,4,2,2,1,0,1,0,0.00,1,5046124.00,84,27883.00,188,8009.00,3966,2000.00,4959,1000.00,44398,400.00,64415,400.00
109000035,2020-04-03,2,17,32,43,45,47,34,,2,4,4,2,1,1,0,1,3,0,0.00,0,0.00,32,96627.00,114,17436.00,2254,2000.00,3166,1000.00,31031,400.00,42123,400.00
109000034,2020-03-31,6,21,26,34,36,49,23,49,2,4,2,4,1,0,2,2,1,0,0.00,1,4797721.00,43,63843.00,94,18774.00,2505,2000.00,2989,1000.00,32138,400.00,44442,400.00
109000033,2020-03-27,2,8,10,16,23,49,41,"10,16",5,1,2,4,3,1,1,0,1,0,0.00,0,0.00,49,49418.00,91,17106.00,2645,2000.00,2837,1000.00,29378,400.00,46297,400.00
109000032,2020-03-24,10,12,16,29,41,45,1,,3,3,3,3,1,2,1,0,2,0,0.00,1,8749596.00,53,45664.00,135,11524.00,2238,2000.00,3405,1000.00,32468,400.00,41182,400.00
109000031,2020-03-20,1,8,13,43,46,48,29,43,3,3,3,3,2,1,0,0,3,0,0.00,0,0.00,39,63992.00,94,17068.00,1877,2000.00,2520,1000.00,26006,400.00,36176,400.00
109000030,2020-03-17,10,17,28,29,43,47,4,,2,4,4,2,1,1,2,0,2,0,0.00,0,0.00,27,85093.00,100,14769.00,2088,2000.00,2867,1000.00,28626,400.00,37254,400.00
109000029,2020-03-13,14,22,32,33,34,49,31,34,2,4,2,4,0,1,1,3,1,0,0.00,0,0.00,30,73639.00,89,15957.00,1954,2000.00,2696,1000.00,26029,400.00,34262,400.00
109000028,2020-03-10,1,4,12,25,34,37,42,12,3,3,3,3,2,1,1,2,0,0,0.00,1,1895919.00,49,41668.00,91,14423.00,2104,2000.00,2400,1000.00,23744,400.00,37453,400.00
109000027,2020-03-06,8,12,13,15,16,30,45,8,5,1,2,4,1,4,1,0,0,0,0.00,2,1585011.00,46,38882.00,122,9424.00,2459,2000.00,2581,1000.00,25614,400.00,40578,400.00
109000026,2020-03-03,8,10,11,17,28,42,40,,4,2,2,4,2,2,1,0,1,0,0.00,0,0.00,53,30665.00,98,10661.00,2524,2000.00,2685,1000.00,25473,400.00,41079,400.00
109000025,2020-02-28,2,9,18,27,46,48,25,"2,48",3,3,2,4,2,1,1,0,2,0,0.00,1,3441160.00,34,55234.00,70,17246.00,1651,2000.00,2218,1000.00,23134,400.00,30185,400.00
109000024,2020-02-25,1,2,8,44,47,48,9,,3,3,2,4,3,0,0,0,3,0,0.00,0,0.00,47,38891.00,94,12500.00,1862,2000.00,2513,1000.00,25326,400.00,32909,400.00
109000023,2020-02-21,13,15,27,34,35,39,31,"13,35",2,4,5,1,0,2,1,3,0,0,0.00,1,1872673.00,38,53071.00,70,18520.00,1567,2000.00,2090,1000.00,21256,400.00,29390,400.00
109000022,2020-02-18,4,13,31,35,37,42,49,"13,35",2,4,4,2,1,1,0,3,1,0,0.00,1,3450190.00,28,72266.00,65,20012.00,1552,2000.00,1891,1000.00,19499,400.00,28601,400.00
109000021,2020-02-14,7,13,23,33,35,36,9,23,3,3,5,1,1,1,1,3,0,0,0.00,0,0.00,36,47003.00,107,10166.00,2009,2000.00,2687,1000.00,26184,400.00,34406,400.00
109000020,2020-02-11,9,22,23,37,43,46,38,22,3,3,4,2,1,0,2,1,2,0,0.00,1,1990674.00,36,59550.00,79,17445.00,1725,2000.00,2390,1000.00,25296,400.00,32417,400.00
109000019,2020-02-07,5,15,19,22,30,42,31,,4,2,3,3,1,2,2,0,1,1,373349607.00,3,1814781.00,97,60444.00,331,11387.00,5738,2000.00,7539,1000.00,76358,400.00,103631,400.00
109000018,2020-02-04,3,23,27,28,37,48,8,"3,37",2,4,4,2,1,0,3,1,1,0,0.00,3,1080493.00,58,60186.00,190,11811.00,3509,2000.00,5348,1000.00,56059,400.00,62927,400.00
109000017,2020-02-02,3,16,17,30,33,37,29,,3,3,4,2,1,2,1,2,0,0,0.00,4,701572.00,62,48744.00,154,12615.00,3268,2000.00,4317,1000.00,42527,400.00,55824,400.00
109000016,2020-02-01,2,10,12,20,26,34,28,,4,2,0,6,2,2,1,1,0,0,0.00,3,852842.00,78,35324.00,198,8945.00,3808,2000.00,4763,1000.00,44056,400.00,63688,400.00
109000015,2020-01-31,14,16,19,28,32,49,1,49,3,3,2,4,0,3,1,1,1,0,0.00,1,7348188.00,75,52683.00,173,14682.00,3544,2000.00,4753,1000.00,49269,400.00,62312,400.00
109000014,2020-01-30,6,24,35,41,46,49,9,49,2,4,3,3,1,0,1,1,3,0,0.00,0,0.00,67,59136.00,150,16980.00,3164,2000.00,4509,1000.00,46464,400.00,59346,400.00
109000013,2020-01-29,1,4,9,14,15,49,32,,5,1,4,2,3,2,0,0,1,0,0.00,2,1897240.00,125,32690.00,246,10678.00,5201,2000.00,5690,1000.00,55968,400.00,85070,400.00
109000012,2020-01-28,2,3,13,20,28,38,40,,4,2,2,4,2,2,1,1,0,0,0.00,2,2200736.00,116,40862.00,203,15010.00,5317,2000.00,6085,1000.00,60389,400.00,90416,400.00
109000011,2020-01-27,9,12,23,33,39,45,24,,3,3,5,1,1,1,1,2,1,1,122573349.00,3,3238726.00,81,60764.00,243,13020.00,5186,2000.00,6744,1000.00,69274,400.00,92823,400.00
109000010,2020-01-26,3,28,29,35,41,47,48,41,1,5,5,1,1,0,2,1,2,0,0.00,0,0.00,92,60235.00,191,18651.00,4684,2000.00,5769,1000.00,60612,400.00,84509,400.00
109000009,2020-01-25,5,13,16,31,41,45,9,13,3,3,5,1,1,2,0,1,2,1,243853927.00,3,1980732.00,101,63359.00,306,13443.00,5752,2000.00,8226,1000.00,85607,400.00,104697,400.00
109000008,2020-01-24,7,13,18,21,38,44,3,"13,18,44",4,2,3,3,1,2,1,1,1,0,0.00,4,1349248.00,107,54319.00,354,10554.00,6528,2000.00,8601,1000.00,84917,400.00,108904,400.00
109000007,2020-01-23,13,18,23,30,44,48,37,"30,44,48",3,3,2,4,0,2,2,0,2,0,0.00,4,972276.00,54,77560.00,174,15473.00,3215,2000.00,4683,1000.00,48135,400.00,60239,400.00
109000006,2020-01-21,17,22,30,38,44,48,36,44,2,4,1,5,0,1,2,1,2,0,0.00,2,1114537.00,29,82777.00,78,19784.00,1738,2000.00,2459,1000.00,25537,400.00,32651,400.00
109000005,2020-01-17,7,9,20,42,44,45,8,"7,20",3,3,3,3,2,1,0,0,3,0,0.00,1,1872512.00,23,87676.00,69,18787.00,1553,2000.00,2366,1000.00,26901,400.00,29562,400.00
109000004,2020-01-14,7,20,34,37,38,47,18,"7,38",2,4,3,3,1,1,0,3,1,1,247539944.00,1,3941512.00,33,75064.00,101,15766.00,2108,2000.00,2937,1000.00,30517,400.00,38514,400.00
109000003,2020-01-10,4,7,12,17,33,38,11,38,4,2,3,3,2,2,0,2,0,0,0.00,0,0.00,47,37608.00,174,6530.00,2577,2000.00,4256,1000.00,39264,400.00,44871,400.00
109000002,2020-01-07,1,5,8,15,16,38,7,16,5,1,3,3,3,2,0,1,0,0,0.00,2,3744433.00,51,34563.00,148,7656.00,2539,2000.00,4042,1000.00,35866,400.00,42921,400.00
109000001,2020-01-03,16,18,19,29,30,47,10,47,3,3,3,3,0,3,2,0,1,0,0.00,0,0.00,28,82113.00,92,16065.00,1749,2000.00,2618,1000.00,26933,400.00,33485,400.00
108000112,2019-12-31,10,14,26,38,39,47,8,,2,4,2,4,1,1,1,2,1,0,0.00,0,0.00,25,79197.00,92,13834.00,1825,2000.00,3002,1000.00,29987,400.00,32695,400.00
108000111,2019-12-27,17,18,25,32,43,45,5,"18,45",2,4,4,2,0,2,1,1,2,0,0.00,0,0.00,19,106478.00,82,15860.00,1523,2000.00,2287,1000.00,24708,400.00,28599,400.00
108000110,2019-12-24,9,18,31,45,48,49,22,,2,4,4,2,1,1,0,1,3,0,0.00,1,3592126.00,35,58535.00,77,17104.00,1420,2000.00,2036,1000.00,20935,400.00,27818,400.00
108000109,2019-12-20,16,21,22,28,32,46,24,21,3,3,1,5,0,1,3,1,1,0,0.00,0,0.00,17,107042.00,81,14442.00,1595,2000.00,2067,1000.00,22220,400.00,29085,400.00
108000108,2019-12-17,9,21,27,31,38,49,3,"31,49",2,4,5,1,1,0,2,2,1,0,0.00,1,4599559.00,38,47895.00,77,15195.00,1636,2000.00,2260,1000.00,23628,400.00,29652,400.00
108000107,2019-12-13,7,12,26,31,37,49,17,,2,4,4,2,1,1,1,2,1,0,0.00,0,0.00,50,27875.00,131,6839.00,2311,2000.00,3201,1000.00,27237,400.00,35619,400.00
108000106,2019-12-10,3,8,18,19,41,48,36,"18,41",4,2,3,3,2,2,0,0,2,0,0.00,0,0.00,34,51162.00,82,13637.00,1611,2000.00,2552,1000.00,25175,400.00,30435,400.00
108000105,2019-12-06,16,18,22,23,24,41,39,,5,1,2,4,0,2,3,0,1,1,256401669.00,1,7228593.00,36,53094.00,67,18339.00,1767,2000.00,2333,1000.00,22851,400.00,31959,400.00
108000104,2019-12-03,5,9,11,15,36,45,27,45,4,2,5,1,2,2,0,1,1,0,0.00,0,0.00,47,38539.00,118,9868.00,2478,2000.00,3450,1000.00,29882,400.00,39443,400.00
108000103,2019-11-29,10,21,24,30,35,45,22,"10,45",3,3,3,3,1,0,3,1,1,0,0.00,0,0.00,27,83281.00,96,15057.00,1627,2000.00,2191,1000.00,23711,400.00,30777,400.00
108000102,2019-11-26,8,10,15,19,36,45,37,,4,2,3,3,2,2,0,1,1,0,0.00,0,0.00,37,49006.00,109,10694.00,2098,2000.00,2699,1000.00,26536,400.00,37438,400.00
108000101,2019-11-22,3,18,23,24,26,49,32,,4,2,3,3,1,1,3,0,1,0,0.00,1,3426768.00,38,48600.00,104,11415.00,1736,2000.00,2600,1000.00,25381,400.00,32018,400.00
108000100,2019-11-19,5,15,30,35,38,47,18,,2,4,4,2,1,1,1,2,1,0,0.00,0,0.00,23,80154.00,88,13467.00,1651,2000.00,2362,1000.00,23626,400.00,30177,400.00
108000099,2019-11-15,3,6,11,16,26,44,31,,4,2,2,4,2,2,1,0,1,0,0.00,3,544574.00,35,50268.00,93,12161.00,2002,2000.00,2248,1000.00,22135,400.00,34076,400.00
108000098,2019-11-12,1,19,25,27,31,40,12,"1,40",2,4,5,1,1,1,2,2,0,0,0.00,1,6602328.00,21,85161.00,74,15536.00,1571,2000.00,2627,1000.00,26462,400.00,29851,400.00
108000097,2019-11-08,1,3,9,26,40,47,15,"9,40",3,3,4,2,3,0,1,1,1,0,0.00,0,0.00,31,61871.00,71,17366.00,1522,2000.00,2209,1000.00,22123,400.00,28939,400.00
108000096,2019-11-05,9,13,22,37,40,42,26,42,3,3,3,3,1,1,1,2,1,0,0.00,0,0.00,35,51132.00,91,12642.00,1558,2000.00,2471,1000.00,24525,400.00,29334,400.00
108000095,2019-11-01,12,15,23,33,41,42,11,"12,41",3,3,4,2,0,2,1,1,2,0,0.00,0,0.00,27,59784.00,82,12654.00,1655,2000.00,2500,1000.00,26669,400.00,29785,400.00
108000094,2019-10-29,3,10,12,22,36,41,18,"3,36",4,2,2,4,2,1,1,1,1,0,0.00,1,1433104.00,33,46767.00,80,12401.00,1748,2000.00,2358,1000.00,23766,400.00,31291,400.00
108000093,2019-10-25,3,8,14,16,26,36,41,,4,2,1,5,2,2,1,1,0,1,100000000.00,2,706999.00,32,47586.00,80,12236.00,1960,2000.00,2223,1000.00,22189,400.00,32387,400.00
108000092,2019-10-22,6,17,22,23,32,42,13,"23,32",4,2,2,4,1,1,2,1,1,1,100000000.00,1,1601068.00,39,44210.00,54,20526.00,1656,2000.00,2003,1000.00,20930,400.00,28674,400.00
108000091,2019-10-18,3,23,32,36,39,40,49,,2,4,3,3,1,0,1,4,0,1,772753536.00,2,2080370.00,117,38297.00,165,17457.00,4989,2000.00,5100,1000.00,51300,400.00,82261,400.00
108000090,2019-10-15,13,21,28,35,37,38,33,"21,37",2,4,4,2,0,1,2,3,0,0,0.00,2,1959059.00,70,60278.00,195,13910.00,3694,2000.00,5233,1000.00,52654,400.00,67987,400.00
108000089,2019-10-11,7,12,17,21,30,37,49,"7,21",4,2,4,2,1,2,2,1,0,0,0.00,3,1037221.00,104,32221.00,197,10935.00,4240,2000.00,4179,1000.00,41058,400.00,68598,400.00
108000088,2019-10-08,7,13,18,21,26,34,8,21,4,2,3,3,1,2,2,1,0,0,0.00,2,1582059.00,71,47993.00,204,10737.00,3574,2000.00,5470,1000.00,54220,400.00,63405,400.00
108000087,2019-10-04,10,21,23,33,42,48,41,,3,3,3,3,1,0,2,1,2,0,0.00,3,1266409.00,74,55290.00,234,11240.00,3605,2000.00,5308,1000.00,51988,400.00,66095,400.00
108000086,2019-10-01,2,9,12,15,20,49,40,,5,1,3,3,2,3,0,0,1,0,0.00,4,734662.00,74,42766.00,174,11692.00,3625,2000.00,4146,1000.00,41784,400.00,64692,400.00
