期數,日期,中獎號碼 1,2,3,4,5,6,特別號碼,上期出現號碼,小,大,單數,雙數,1-10,11-20,21-30,31-40,41-50,頭獎 中獎注數,頭獎 每注獎金,二獎 中獎注數,二獎 每注獎金,三獎 中獎注數,三獎 每注獎金,四獎 中獎注數,四獎 每注獎金,五獎 中獎注數,五獎 每注獎金,六獎 中獎注數,六獎 每注獎金,七獎 中獎注數,七獎 每注獎金,八獎 中獎注數,八獎 每注獎金
100000083,2011-10-18,4,8,19,32,44,46,21,8,3,3,1,5,2,1,0,1,2,0,0.00,0,0.00,50,90866.00,111,22739.00,2953,3248.00,2921,1000.00,44620,400.00,,
100000082,2011-10-14,7,8,21,23,26,39,28,,4,2,4,2,2,0,3,1,0,0,0.00,0,0.00,43,95879.00,118,19410.00,2736,3181.00,3744,1000.00,49874,400.00,,
100000081,2011-10-11,2,6,18,33,34,43,28,"6,33",3,3,2,4,2,1,0,2,1,1,100000000.00,1,5164150.00,66,78244.00,132,21734.00,2547,4280.00,3486,1000.00,43787,400.00,,
100000080,2011-10-07,1,6,13,16,30,33,3,,4,2,3,3,2,2,1,1,0,1,157826444.00,4,3783936.00,72,78369.00,158,19840.00,3196,3727.00,4489,1000.00,55730,400.00,,
100000079,2011-10-04,2,8,15,26,29,49,3,,3,3,3,3,2,1,2,0,1,0,0.00,0,0.00,49,91822.00,117,21364.00,2876,3302.00,3477,1000.00,48187,400.00,,
100000078,2011-09-30,10,11,24,34,44,48,31,,3,3,1,5,1,1,1,1,2,0,0.00,0,0.00,41,121801.00,89,31172.00,2148,4908.00,2644,1000.00,40620,400.00,,
100000077,2011-09-27,3,9,23,26,31,42,41,23,3,3,4,2,2,0,2,1,1,0,0.00,1,9354563.00,48,92993.00,102,24312.00,2617,3600.00,2757,1000.00,46255,400.00,,
100000076,2011-09-23,14,16,23,27,28,44,40,"27,28",3,3,2,4,0,2,3,0,1,0,0.00,0,0.00,37,132185.00,100,27171.00,2141,4822.00,2788,1000.00,41043,400.00,,
100000075,2011-09-20,2,25,27,28,34,37,42,28,1,5,3,3,1,0,3,2,0,1,548121702.00,2,7660856.00,144,106400.00,373,22820.00,8121,3982.00,11114,1000.00,145890,400.00,,
100000074,2011-09-16,15,23,28,30,36,48,45,48,2,4,2,4,0,1,3,1,1,0,0.00,2,5965693.00,115,103751.00,296,22393.00,6341,3972.00,7855,1000.00,108919,400.00,,
100000073,2011-09-13,2,8,11,38,41,48,18,8,3,3,2,4,2,1,0,1,2,0,0.00,3,5851980.00,89,118191.00,267,21887.00,5091,4361.00,7542,1000.00,95310,400.00,,
100000072,2011-09-09,1,8,12,15,36,47,10,,4,2,3,3,2,2,0,1,1,0,0.00,0,0.00,101,69672.00,308,12692.00,5388,2757.00,7066,1000.00,83891,400.00,,
100000071,2011-09-06,2,9,23,29,38,41,8,2,3,3,4,2,2,0,2,1,1,0,0.00,1,4637587.00,59,78603.00,163,15806.00,2679,3654.00,4276,1000.00,46393,400.00,,
100000070,2011-09-02,2,5,22,24,30,35,42,,4,2,2,4,2,0,3,1,0,0,0.00,1,4572255.00,53,86268.00,110,23092.00,2774,3479.00,3566,1000.00,49022,400.00,,
100000069,2011-08-30,10,12,26,36,37,48,34,10,2,4,1,5,1,1,1,2,1,1,451545900.00,5,2418388.00,108,111962.00,264,25446.00,5892,4332.00,8005,1000.00,108673,400.00,,
100000068,2011-08-26,10,31,32,33,43,45,30,32,1,5,4,2,1,0,0,3,2,0,0.00,4,2875155.00,100,115006.00,249,25659.00,4839,5017.00,6661,1000.00,90811,400.00,,
100000067,2011-08-23,5,23,29,32,36,42,14,32,2,4,3,3,1,0,2,2,1,0,0.00,3,3004537.00,88,102427.00,258,19409.00,5000,3805.00,6629,1000.00,87317,400.00,,
100000066,2011-08-19,13,18,30,32,41,48,45,30,2,4,2,4,0,2,1,1,2,0,0.00,2,9362916.00,69,110820.00,130,32677.00,3339,4834.00,4304,1000.00,62073,400.00,,
100000065,2011-08-16,26,30,37,38,42,43,32,,0,6,2,4,0,0,2,2,2,0,0.00,0,0.00,45,127066.00,118,26920.00,2721,4436.00,3802,1000.00,50744,400.00,,
100000064,2011-08-12,2,12,14,22,40,45,4,40,4,2,1,5,1,2,1,1,1,0,0.00,0,0.00,42,127648.00,129,23088.00,2367,4781.00,3678,1000.00,44960,400.00,,
100000063,2011-08-09,25,27,33,38,40,49,12,"25,49",0,6,4,2,0,0,2,3,1,0,0.00,1,14195874.00,30,161089.00,110,24407.00,2089,4883.00,3182,1000.00,38796,400.00,,
100000062,2011-08-05,3,20,24,25,28,49,30,"24,28",3,3,3,3,1,1,3,0,1,0,0.00,0,0.00,40,121816.00,100,27070.00,2210,4654.00,3152,1000.00,41565,400.00,,
100000061,2011-08-02,17,24,27,28,42,45,31,28,2,4,3,3,0,1,3,0,2,0,0.00,0,0.00,37,121365.00,95,26260.00,1974,4802.00,2821,1000.00,37703,400.00,,
100000060,2011-07-29,6,19,28,37,38,46,42,,2,4,2,4,1,1,1,2,1,0,0.00,1,4539577.00,65,69839.00,107,23569.00,2326,4120.00,2842,1000.00,40553,400.00,,
100000059,2011-07-26,2,8,13,29,35,36,14,8,3,3,3,3,2,1,1,2,0,1,100000000.00,1,4336475.00,50,86729.00,109,22102.00,2290,3997.00,3025,1000.00,41376,400.00,,
100000058,2011-07-22,4,5,6,8,22,38,42,,5,1,1,5,4,0,1,1,0,1,100000000.00,3,4628400.00,89,49395.00,143,17079.00,3736,2484.00,4115,1000.00,57510,400.00,,
100000057,2011-07-19,2,17,20,37,47,49,36,"17,49",3,3,4,2,1,2,0,1,2,0,0.00,0,0.00,40,120249.00,107,24973.00,2112,4807.00,2837,1000.00,38549,400.00,,
100000056,2011-07-15,17,23,27,30,43,49,31,,2,4,5,1,0,1,3,0,2,0,0.00,0,0.00,44,106340.00,112,23209.00,1990,4963.00,2657,1000.00,38005,400.00,,
100000055,2011-07-12,8,24,31,35,37,41,19,"35,37",2,4,4,2,1,0,1,3,1,1,100000000.00,1,4301411.00,29,148324.00,100,23896.00,1949,4659.00,2797,1000.00,36518,400.00,,
100000054,2011-07-08,16,18,35,37,43,47,7,18,2,4,4,2,0,2,0,2,2,1,100000000.00,2,2317281.00,39,118834.00,99,26007.00,2184,4479.00,3600,1000.00,38694,400.00,,
100000053,2011-07-05,1,2,15,18,28,32,26,,4,2,2,4,2,2,1,1,0,1,179404731.00,2,2426325.00,59,82248.00,188,14339.00,2857,3585.00,4196,1000.00,48983,400.00,,
100000052,2011-07-01,9,23,25,31,44,49,2,23,2,4,5,1,1,0,2,1,2,0,0.00,2,4596934.00,43,117244.00,152,18426.00,2284,4659.00,3534,1000.00,42996,400.00,,
100000051,2011-06-28,11,13,15,23,27,33,4,"11,27",4,2,6,0,0,3,2,1,0,0,0.00,0,0.00,44,94371.00,121,19064.00,2269,3863.00,3524,1000.00,39490,400.00,,
100000050,2011-06-24,11,19,21,27,38,39,24,,3,3,5,1,0,2,2,2,0,0,0.00,2,6896071.00,48,96479.00,124,20748.00,2398,4076.00,3636,1000.00,43260,400.00,,
100000049,2011-06-21,1,10,13,40,42,46,41,1,3,3,2,4,2,1,0,1,2,0,0.00,0,0.00,40,110055.00,101,24214.00,1830,5078.00,2810,1000.00,34868,400.00,,
100000048,2011-06-17,1,2,19,31,47,48,36,"31,48",3,3,4,2,2,1,0,1,2,0,0.00,0,0.00,31,153512.00,90,29375.00,1924,5221.00,2539,1000.00,34573,400.00,,
100000047,2011-06-14,5,17,21,31,33,48,25,,3,3,5,1,1,1,1,2,1,1,222688461.00,2,2966234.00,57,104078.00,144,22887.00,2803,4468.00,3896,1000.00,50765,400.00,,
100000046,2011-06-10,6,10,19,29,37,41,9,,3,3,4,2,2,1,1,1,1,0,0.00,1,5485235.00,80,68565.00,172,17717.00,3790,3055.00,4837,1000.00,59747,400.00,,
100000045,2011-06-07,3,8,22,27,31,39,14,8,3,3,4,2,2,0,2,2,0,0,0.00,2,3810080.00,107,71216.00,359,11792.00,4619,3482.00,7651,1000.00,79833,400.00,,
100000044,2011-06-03,8,12,13,15,35,46,30,15,4,2,3,3,1,3,0,1,1,1,206807662.00,1,8277164.00,100,82771.00,206,22322.00,4522,3864.00,5974,1000.00,80868,400.00,,
100000043,2011-05-31,5,9,15,32,38,43,12,"5,32,43",3,3,4,2,2,1,0,2,1,0,0.00,3,1408408.00,35,120720.00,105,22355.00,2031,4391.00,2969,1000.00,37474,400.00,,
100000042,2011-05-27,5,10,24,32,43,48,4,24,3,3,2,4,2,0,1,1,2,0,0.00,2,2035606.00,31,131329.00,109,20750.00,1875,4583.00,2588,1000.00,34330,400.00,,
100000041,2011-05-24,1,16,19,24,25,26,21,,4,2,3,3,1,2,3,0,0,1,174282374.00,2,2350581.00,57,82476.00,110,23743.00,2412,4114.00,3018,1000.00,43734,400.00,,
100000040,2011-05-20,2,33,34,42,44,47,10,,1,5,2,4,1,0,0,2,3,0,0.00,1,4966271.00,37,134223.00,111,24856.00,2104,4983.00,2934,1000.00,40472,400.00,,
100000039,2011-05-17,1,3,11,15,26,48,28,,4,2,4,2,2,2,1,0,1,0,0.00,1,4037844.00,42,96139.00,111,20209.00,2440,3493.00,3168,1000.00,41708,400.00,,
100000038,2011-05-13,16,19,21,29,36,42,10,42,3,3,3,3,0,2,2,1,1,0,0.00,2,2378791.00,36,132155.00,73,36206.00,1989,5049.00,2856,1000.00,37346,400.00,,
100000037,2011-05-10,5,12,25,35,38,42,28,,2,4,3,3,1,1,1,2,1,0,0.00,4,984464.00,109,36127.00,183,11954.00,3817,2177.00,4069,1000.00,53957,400.00,,
100000036,2011-05-06,6,22,23,24,36,44,3,24,4,2,1,5,1,0,3,1,1,0,0.00,2,6553242.00,40,116077.00,143,18038.00,2415,4058.00,3543,1000.00,43357,400.00,,
100000035,2011-05-03,10,15,18,24,28,43,35,,4,2,2,4,1,2,2,0,1,1,100000000.00,0,0.00,48,84603.00,140,16114.00,2528,3391.00,3703,1000.00,45200,400.00,,
100000034,2011-04-29,1,7,16,17,22,23,19,,6,0,4,2,2,2,2,0,0,0,0.00,0,0.00,47,93668.00,135,18116.00,2640,3520.00,3500,1000.00,45027,400.00,,
100000033,2011-04-26,20,37,39,40,41,45,8,,1,5,4,2,0,1,0,3,2,1,199534196.00,2,2687394.00,41,131092.00,132,22621.00,2485,4566.00,3657,1000.00,45678,400.00,,
100000032,2011-04-22,4,21,22,26,36,46,41,"22,46",3,3,1,5,1,0,3,1,1,0,0.00,1,5258042.00,50,105160.00,95,30748.00,2476,4483.00,3056,1000.00,47920,400.00,,
100000031,2011-04-19,22,35,37,41,46,47,24,"37,47",1,5,4,2,0,0,1,2,3,0,0.00,2,2610398.00,26,200799.00,101,28717.00,2061,5347.00,2816,1000.00,37779,400.00,,
100000030,2011-04-15,15,28,37,38,42,47,33,,1,5,3,3,0,1,1,2,2,0,0.00,1,15108572.00,48,107438.00,117,24487.00,2601,4185.00,3210,1000.00,47394,400.00,,
100000029,2011-04-12,4,6,14,24,29,33,45,29,4,2,2,4,2,1,2,1,0,0,0.00,0,0.00,57,86032.00,110,24766.00,2484,4167.00,2846,1000.00,44479,400.00,,
100000028,2011-04-08,9,10,23,29,37,38,44,"10,29",3,3,4,2,2,0,2,2,0,0,0.00,0,0.00,65,77657.00,122,22985.00,2724,3911.00,3263,1000.00,49825,400.00,,
100000027,2011-04-05,8,10,20,24,28,29,32,20,4,2,1,5,2,1,3,0,0,2,156656054.00,2,3251577.00,74,87880.00,137,26371.00,3676,3734.00,4415,1000.00,64667,400.00,,
100000026,2011-04-01,14,20,30,32,35,43,33,,2,4,2,4,0,2,1,2,1,0,0.00,1,6648450.00,58,114628.00,143,25829.00,3247,4322.00,4087,1000.00,58036,400.00,,
100000025,2011-03-29,4,10,12,18,22,40,24,18,5,1,0,6,2,2,1,1,0,0,0.00,1,5484928.00,60,91415.00,146,20871.00,3123,3707.00,4012,1000.00,54729,400.00,,
100000024,2011-03-25,1,18,35,39,43,48,2,,2,4,4,2,1,1,0,2,2,0,0.00,3,3590502.00,71,79130.00,191,16341.00,3403,3485.00,4821,1000.00,55424,400.00,,
100000023,2011-03-22,6,8,20,24,36,47,27,36,4,2,1,5,2,1,1,1,1,0,0.00,0,0.00,50,103064.00,125,22903.00,2742,3967.00,3846,1000.00,50312,400.00,,
100000022,2011-03-18,3,15,23,30,36,37,28,30,3,3,4,2,1,1,2,2,0,0,0.00,1,4966401.00,85,58428.00,150,18394.00,3514,2983.00,4105,1000.00,56970,400.00,,
100000021,2011-03-15,4,19,28,29,30,41,10,,2,4,3,3,1,1,3,0,1,0,0.00,7,642695.00,71,63364.00,309,8088.00,3594,2642.00,5388,1000.00,50219,400.00,,
100000020,2011-03-11,5,11,13,21,22,42,25,,5,1,4,2,1,2,2,0,1,0,0.00,1,4852693.00,56,86655.00,118,22846.00,2842,3604.00,3257,1000.00,52064,400.00,,
100000019,2011-03-08,1,6,24,25,32,47,38,,3,3,3,3,2,0,2,1,1,0,0.00,2,2445694.00,40,122284.00,166,16370.00,2808,3677.00,4587,1000.00,47775,400.00,,
100000018,2011-03-04,12,16,18,22,23,27,41,27,5,1,2,4,0,3,3,0,0,1,100000000.00,2,2598255.00,54,96231.00,111,26008.00,2946,3723.00,3575,1000.00,53666,400.00,,
100000017,2011-03-01,3,8,14,27,31,48,23,3,3,3,3,3,2,1,1,1,1,0,0.00,4,1222298.00,65,75218.00,140,19401.00,2882,3581.00,3972,1000.00,51537,400.00,,
100000016,2011-02-25,2,3,20,28,36,44,21,20,3,3,1,5,2,1,1,1,1,1,200210830.00,1,6466765.00,66,97981.00,214,16788.00,3572,3821.00,4768,1000.00,64639,400.00,,
100000015,2011-02-22,13,15,20,32,35,39,11,20,3,3,4,2,0,3,0,3,0,0,0.00,2,6089727.00,75,81399.00,215,15775.00,3641,3539.00,5299,1000.00,61778,400.00,,
100000014,2011-02-18,14,20,23,26,37,38,33,,3,3,2,4,0,2,2,2,0,0,0.00,0,0.00,62,97975.00,148,22802.00,4218,3040.00,4311,1000.00,68848,400.00,,
100000013,2011-02-15,9,12,15,24,33,35,18,,4,2,4,2,1,2,1,2,0,0,0.00,2,6210488.00,104,55970.00,254,12731.00,4127,2977.00,5304,1000.00,66939,400.00,,
100000012,2011-02-11,3,4,7,34,36,45,24,,3,3,3,3,3,0,0,2,1,0,0.00,0,0.00,67,98507.00,170,21568.00,3491,3991.00,4984,1000.00,64216,400.00,,
100000011,2011-02-08,5,6,23,31,39,41,16,41,3,3,5,1,2,0,1,2,1,5,364499245.00,21,5148165.00,1014,106618.00,2586,23225.00,53117,4296.00,71445,1000.00,961375,400.00,,
100000010,2011-02-04,10,33,41,42,47,49,3,42,1,5,4,2,1,0,0,1,4,0,0.00,20,3184815.00,531,119955.00,1531,23113.00,29624,4539.00,41841,1000.00,543343,400.00,,
100000009,2011-02-01,1,6,17,25,40,42,15,42,3,3,3,3,2,1,1,1,1,0,0.00,9,5264904.00,398,119055.00,1130,23296.00,23648,4230.00,31463,1000.00,429570,400.00,,
100000008,2011-01-28,3,4,13,18,24,42,47,13,5,1,2,4,2,2,1,0,1,0,0.00,2,5880119.00,115,102262.00,265,24654.00,5983,4149.00,7185,1000.00,110070,400.00,,
100000007,2011-01-25,12,13,17,21,31,39,20,39,4,2,5,1,0,3,1,2,0,0,0.00,2,4020380.00,78,103086.00,182,24544.00,3980,4265.00,5280,1000.00,70331,400.00,,
100000006,2011-01-21,2,32,36,37,39,43,3,,1,5,3,3,1,0,0,4,1,0,0.00,2,9350541.00,60,125660.00,168,24932.00,3623,4393.00,5112,1000.00,66816,400.00,,
100000005,2011-01-18,15,38,40,42,46,47,17,,1,5,2,4,0,1,0,2,3,0,0.00,0,0.00,55,99738.00,112,27210.00,2573,4500.00,3062,1000.00,46378,400.00,,
100000004,2011-01-14,16,17,20,32,39,45,46,20,3,3,3,3,0,3,0,2,1,0,0.00,0,0.00,48,118246.00,103,30613.00,2671,4486.00,3129,1000.00,46131,400.00,,
100000003,2011-01-11,7,10,11,12,14,20,41,11,6,0,2,4,2,4,0,0,0,0,0.00,1,4172944.00,105,39742.00,133,17430.00,3873,2274.00,3371,1000.00,52870,400.00,,
100000002,2011-01-07,11,13,34,35,47,49,20,"35,47",2,4,5,1,0,2,0,2,2,0,0.00,3,6973860.00,45,120376.00,125,24075.00,2254,5073.00,3274,1000.00,42583,400.00,,
100000001,2011-01-04,14,19,23,35,37,47,42,,3,3,5,1,0,2,1,2,1,1,134061523.00,0,0.00,52,98065.00,163,17380.00,2737,3933.00,4240,1000.00,48385,400.00,,
99000105,2010-12-31,4,9,27,36,38,39,2,"27,36",2,4,3,3,2,0,1,3,0,0,0.00,0,0.00,50,113823.00,149,21219.00,3112,3860.00,3970,1000.00,55889,400.00,,
99000104,2010-12-28,2,13,17,27,31,36,18,27,3,3,4,2,1,2,1,2,0,0,0.00,0,0.00,50,94280.00,123,21291.00,2378,4184.00,3579,1000.00,44393,400.00,,
99000103,2010-12-24,16,27,39,43,48,49,1,,1,5,4,2,0,1,1,1,3,0,0.00,1,5298022.00,55,96327.00,125,23546.00,2635,4244.00,3091,1000.00,45886,400.00,,
99000102,2010-12-21,1,12,23,35,38,45,26,35,3,3,4,2,1,1,1,2,1,1,336120365.00,5,1528654.00,86,88875.00,209,20317.00,4475,3605.00,5615,1000.00,71882,400.00,,
99000101,2010-12-17,9,25,28,30,35,41,12,41,1,5,4,2,1,0,3,1,1,0,0.00,5,2476623.00,77,79506.00,272,12504.00,3503,3689.00,5807,1000.00,60750,400.00,,
99000100,2010-12-14,15,16,17,20,32,41,8,17,4,2,3,3,0,4,0,1,1,0,0.00,0,0.00,60,104352.00,151,23035.00,2782,4751.00,4346,1000.00,51714,400.00,,
99000099,2010-12-10,1,17,22,26,29,33,3,22,3,3,4,2,1,1,3,1,0,0,0.00,2,3022078.00,54,111928.00,151,22237.00,2888,4418.00,4287,1000.00,53365,400.00,,
99000098,2010-12-07,21,22,30,37,38,49,34,38,2,4,3,3,0,0,3,2,1,0,0.00,2,2735630.00,53,103231.00,106,28675.00,2288,5048.00,3217,1000.00,45374,400.00,,
99000097,2010-12-03,17,23,33,38,43,48,19,38,2,4,4,2,0,1,1,2,2,0,0.00,2,2829516.00,43,131605.00,98,32080.00,2402,4973.00,3276,1000.00,45215,400.00,,
99000096,2010-11-30,7,8,24,34,36,38,16,,3,3,1,5,2,0,1,3,0,0,0.00,3,3295635.00,57,79892.00,127,19920.00,2877,3341.00,4104,1000.00,51785,400.00,,
99000095,2010-11-26,18,22,23,35,44,49,26,,3,3,3,3,0,1,2,1,2,0,0.00,0,0.00,64,83328.00,130,22790.00,2603,4325.00,3527,1000.00,47467,400.00,,
99000094,2010-11-23,2,3,26,30,32,48,41,3,2,4,1,5,2,0,2,1,1,0,0.00,2,2534427.00,38,133390.00,94,29957.00,2437,4391.00,2887,1000.00,43589,400.00,,
99000093,2010-11-19,3,6,40,43,44,45,41,43,2,4,3,3,2,0,0,1,3,1,316571526.00,2,6776549.00,61,127996.00,210,20655.00,3274,5034.00,4601,1000.00,59617,400.00,,
99000092,2010-11-16,2,7,10,12,15,43,22,10,5,1,3,3,3,2,0,0,1,0,0.00,0,0.00,73,78703.00,203,15723.00,3453,3512.00,4773,1000.00,60718,400.00,,
99000091,2010-11-12,3,10,23,36,37,39,15,36,3,3,4,2,2,0,1,3,0,0,0.00,1,11609435.00,58,105080.00,177,19129.00,3198,4023.00,4766,1000.00,57343,400.00,,
99000090,2010-11-09,5,7,21,30,31,36,49,5,3,3,4,2,2,0,2,2,0,0,0.00,0,0.00,42,131303.00,101,30334.00,2658,4380.00,3200,1000.00,48092,400.00,,
99000089,2010-11-05,5,8,13,16,28,47,46,5,4,2,3,3,2,2,1,0,1,0,0.00,1,5241580.00,74,70832.00,127,22929.00,2897,3819.00,3299,1000.00,50571,400.00,,
99000088,2010-11-02,4,5,21,34,36,39,28,4,3,3,3,3,2,0,1,3,0,0,0.00,1,4801058.00,41,117098.00,103,25895.00,2266,4472.00,3276,1000.00,44292,400.00,,
99000087,2010-10-29,4,13,19,26,27,28,33,,3,3,3,3,1,2,3,0,0,0,0.00,1,4822698.00,48,100472.00,128,20931.00,2469,4123.00,3527,1000.00,45462,400.00,,
99000086,2010-10-26,3,14,22,35,43,44,26,,3,3,3,3,1,1,1,1,2,0,0.00,1,4569162.00,66,69229.00,118,21512.00,2626,3673.00,3306,1000.00,41238,400.00,,
99000085,2010-10-22,1,4,8,13,18,49,3,,5,1,3,3,3,2,0,0,1,0,0.00,1,4526133.00,56,80823.00,144,17461.00,2692,3549.00,3734,1000.00,46498,400.00,,
99000084,2010-10-19,12,21,27,35,36,37,8,,2,4,4,2,0,1,2,3,0,1,156637753.00,2,2359845.00,70,67424.00,144,18208.00,2895,3441.00,4196,1000.00,48698,400.00,,
99000083,2010-10-15,1,11,20,28,30,46,10,20,3,3,2,4,1,2,2,0,1,0,0.00,4,1291864.00,53,97499.00,190,15109.00,2913,3744.00,4891,1000.00,50758,400.00,,
99000082,2010-10-12,8,9,10,20,31,40,25,,4,2,2,4,3,1,0,2,0,0,0.00,4,4740596.00,75,59889.00,204,12232.00,3348,2832.00,4678,1000.00,53209,400.00,,
99000081,2010-10-08,3,11,14,39,41,48,6,14,3,3,4,2,1,2,0,1,2,0,0.00,0,0.00,46,115024.00,105,27995.00,2288,4882.00,3125,1000.00,42320,400.00,,
99000080,2010-10-05,14,16,21,32,35,43,49,,3,3,3,3,0,2,1,2,1,0,0.00,0,0.00,46,100780.00,102,25249.00,2480,3946.00,2944,1000.00,42882,400.00,,
99000079,2010-10-01,8,12,23,37,38,48,20,,3,3,2,4,1,1,1,2,1,1,100000000.00,0,0.00,62,73285.00,141,17902.00,2807,3417.00,3786,1000.00,48507,400.00,,
99000078,2010-09-28,3,4,19,22,32,40,11,,4,2,2,4,2,1,1,2,0,0,0.00,1,4455581.00,46,96860.00,82,30186.00,2186,4302.00,3417,1000.00,40041,400.00,,
99000077,2010-09-24,2,8,29,36,42,44,22,,2,4,1,5,2,0,1,1,2,0,0.00,2,2355471.00,46,102411.00,103,25409.00,2302,4320.00,3300,1000.00,42954,400.00,,
99000076,2010-09-21,1,22,35,38,39,45,8,"35,39",2,4,4,2,1,0,1,3,1,1,163138908.00,1,14552937.00,27,187187.00,94,29870.00,2000,5334.00,3352,1000.00,38779,400.00,,
99000075,2010-09-17,12,13,24,34,35,39,14,,3,3,3,3,0,2,1,3,0,0,0.00,0,0.00,59,83000.00,109,24959.00,3123,3310.00,3509,1000.00,52684,400.00,,
99000074,2010-09-14,1,2,19,22,26,44,3,,4,2,2,4,2,1,2,0,1,0,0.00,0,0.00,53,86826.00,107,23893.00,2542,3821.00,3104,1000.00,46192,400.00,,
99000073,2010-09-10,10,14,18,41,42,49,24,41,3,3,2,4,1,2,0,0,3,0,0.00,1,5225376.00,52,100488.00,123,23601.00,2360,4674.00,3386,1000.00,43321,400.00,,
99000072,2010-09-07,3,4,8,16,41,43,22,,4,2,3,3,3,1,0,0,2,0,0.00,1,28640709.00,50,110726.00,133,23125.00,2583,4524.00,3713,1000.00,48684,400.00,,
99000071,2010-09-03,5,7,18,20,38,47,37,"7,20",4,2,3,3,2,2,0,1,1,1,213340787.00,0,0.00,61,114414.00,157,24696.00,3395,4339.00,4364,1000.00,63362,400.00,,
99000070,2010-08-31,4,7,20,23,31,43,47,,4,2,4,2,2,1,1,1,1,0,0.00,0,0.00,60,85335.00,115,24734.00,3229,3347.00,3033,1000.00,55264,400.00,,
99000069,2010-08-27,8,14,27,30,42,47,29,"8,30,47",2,4,2,4,1,1,2,0,2,0,0.00,0,0.00,60,95250.00,115,27608.00,2616,4612.00,3648,1000.00,47893,400.00,,
99000068,2010-08-24,6,8,30,45,47,48,29,8,2,4,2,4,2,0,1,0,3,0,0.00,0,0.00,45,117552.00,108,27211.00,2229,5010.00,3023,1000.00,41094,400.00,,
99000067,2010-08-20,8,21,28,33,38,44,27,,2,4,2,4,1,0,2,2,1,0,0.00,3,3333412.00,41,129290.00,117,25170.00,2941,3805.00,4012,1000.00,51679,400.00,,
99000066,2010-08-17,6,14,18,19,20,42,9,,5,1,1,5,1,4,0,0,1,0,0.00,0,0.00,47,99986.00,119,21939.00,2491,3982.00,3410,1000.00,44248,400.00,,
99000065,2010-08-13,2,13,22,30,36,48,9,,3,3,1,5,1,1,2,1,1,1,389264522.00,2,4874544.00,104,93741.00,269,20134.00,4896,4203.00,6938,1000.00,87469,400.00,,
99000064,2010-08-10,3,24,25,28,38,40,11,28,2,4,2,4,1,0,3,2,0,0,0.00,1,8156941.00,66,123590.00,216,20979.00,3911,4403.00,6256,1000.00,72353,400.00,,
99000063,2010-08-06,10,19,21,22,28,47,39,,4,2,3,3,1,1,3,0,1,0,0.00,2,3412920.00,67,101878.00,163,23264.00,3577,4028.00,5163,1000.00,65796,400.00,,
99000062,2010-08-03,3,13,15,25,29,49,9,,3,3,6,0,1,2,2,0,1,0,0.00,2,2877057.00,42,137002.00,136,23505.00,2600,4672.00,4196,1000.00,50070,400.00,,
99000061,2010-07-30,8,11,12,14,23,36,45,,5,1,2,4,1,3,1,1,0,0,0.00,4,6394117.00,85,62772.00,206,14389.00,3999,2816.00,4458,1000.00,63649,400.00,,
99000060,2010-07-27,3,15,33,38,44,49,30,"15,49",2,4,4,2,1,1,0,2,2,0,0.00,0,0.00,41,121280.00,107,25817.00,2236,4694.00,3294,1000.00,41712,400.00,,
99000059,2010-07-23,8,15,22,42,43,49,7,"22,43",3,3,3,3,1,1,1,0,3,0,0.00,0,0.00,41,133898.00,122,24999.00,2355,4921.00,3398,1000.00,43769,400.00,,
99000058,2010-07-20,5,22,23,27,29,43,47,,3,3,5,1,1,0,4,0,1,0,0.00,0,0.00,43,111199.00,100,26564.00,2604,3876.00,3052,1000.00,49223,400.00,,
99000057,2010-07-16,16,17,18,20,32,45,9,,4,2,2,4,0,4,0,1,1,0,0.00,0,0.00,38,131498.00,127,21858.00,2339,4510.00,3700,1000.00,42961,400.00,,
99000056,2010-07-13,2,5,8,15,31,34,12,,4,2,3,3,3,1,0,2,0,0,0.00,2,5112724.00,54,80382.00,156,15458.00,2886,3175.00,4411,1000.00,47308,400.00,,
99000055,2010-07-09,11,24,25,32,33,35,23,"11,25",2,4,4,2,0,1,2,3,0,1,192342912.00,0,0.00,63,93409.00,164,19934.00,2716,4574.00,4354,1000.00,49248,400.00,,
99000054,2010-07-06,5,11,21,25,43,48,31,,3,3,5,1,1,1,2,0,2,0,0.00,1,5098919.00,50,101978.00,123,23030.00,2357,4566.00,3145,1000.00,44755,400.00,,
99000053,2010-07-02,7,10,20,23,32,45,17,20,4,2,3,3,2,1,1,1,1,0,0.00,2,7301674.00,61,80071.00,164,16545.00,3403,3030.00,3805,1000.00,54411,400.00,,
99000052,2010-06-29,1,4,11,18,20,48,5,11,5,1,2,4,2,3,0,0,1,0,0.00,0,0.00,39,121761.00,133,19835.00,2392,4191.00,3509,1000.00,43413,400.00,,
99000051,2010-06-25,11,24,27,39,46,47,20,,2,4,4,2,0,1,2,1,2,0,0.00,0,0.00,30,165676.00,130,21240.00,2442,4296.00,3104,1000.00,43807,400.00,,
99000050,2010-06-22,9,15,26,28,36,42,40,"15,26",2,4,2,4,1,1,2,1,1,0,0.00,2,2129625.00,58,73435.00,122,19395.00,2565,3505.00,3065,1000.00,44155,400.00,,
99000049,2010-06-18,2,5,15,20,26,48,8,"2,20",4,2,2,4,2,2,1,0,1,1,237211683.00,2,3014001.00,67,89970.00,189,17718.00,3527,3608.00,5147,1000.00,58782,400.00,,
