,HorseName,Score
0,PRESTIGE MOOCHI,0.20725033200888227
1,MASTER OF ALL,0.0642466001981544
2,CHARMING STEED,0.2594462819997633
3,BEAT HOLLOW,0.22267281122754112
4,ALL IS READY,0.1944898381148601
5,SUPER JOY,0.16396975793548202
6,COMPULSORY,0.12217378870309734
7,ISLAND SURPRISE,0.4917341861984342
8,VAMOS,0.18306194550705226
9,EIGHT TRIGRAMS,0.023413500840749255
