,HorseName,Score
0,E GLORY,0.018523593747345912
1,NOBLE ONE,0.33318729115359036
2,RATTAN WORLD,0.07556464202315578
3,E TALENT,0.024202325430818995
4,HO HO STAR,0.014761375410890103
5,SMART LEADER,0.16314596479236723
6,SWEET DIAMOND,0.18474641623259458
7,THE GOOD DEAL,0.24575853985434726
8,COMMANDING MISSILE,0.11453007639808827
9,GOOD VIEW GLORY,0.00903318344622779
10,TIMESTORM,0.20655982376131965
11,DAY DAY RICH,0.12795125885182138
12,DRAGON KINGDOM,0.08095642670472321
13,GREAT DAYS,0.07845975782972757
