,HorseName,HorseName_cn,Jockey,Trainer,Score
4,HAROLD WIN,哈羅威,C L Chau,K W Lui,0.3702340352176191
0,BRILLIANT EXPRESS,神馳,H Bowman,J Size,0.35882238524500465
2,EVERYONE'S STAR,大眾福星,Z Purton,F C Lor,0.10557658794010051
