,HorseName,Score
0,VIVA HUNTER,0.4926430582235568
1,AMAZING TEENS,0.20414221591716336
2,BLISSFUL STAR,0.3333965029208675
3,BEAR SLAM,0.09877981244668141
4,FAST VICTORY,0.07846214193238683
5,BONUS PAL,0.05668109351827246
6,MISSION BRAVO,0.2747735091250533
7,LUCKY BANNER,0.16693242469714506
8,HARRY'S HERO,0.023388844095745594
9,CALIFORNIATOTALITY,0.19765028308925636
10,SIR HURRICANE,0.04083182695733346
11,G LINER,0.2111323135611951
12,MAYHEM,0.04912223057932788
13,WINNING SEVEN,0.11296279859266513
