,HorseName,Score
0,ACE VICTORY,0.26608671053851185
1,SECOND TO NONE,0.6189961426786221
2,MUST GO,0.11117268498792872
3,PHOENIX LIGHT,0.39443252457731937
4,FOREMOST TEDDY,0.23045638201696705
5,LUCKY FIONN,0.07290470243435121
6,PATCH OF KINGDOM,0.10830605963849163
7,WINNING GOLD,0.12269415391567247
8,WINNING HEART,0.04646453477507993
9,LOYAL BO BO,0.09849646258367724
10,LUCKY QUALITY,0.10769679229653348
11,WOODFIRE CHAMP,0.1693254571157639
12,THE GOOD DEAL,0.3802659154751569
13,SONIC BOOM,0.050051302716688215
