,HorseName,Score
0,AMAZING VICTORY,0.8706408828654066
1,GOLDEN ARTIE,0.0695051803770273
2,ENTERPRISE ATTACK,0.012121405684272262
3,KARMA,0.485729626735073
4,LEEDOX,0.010882184330675922
5,HELENE WARRIOR,0.022457763412144248
6,ARMOUR WAR EAGLE,0.2763429751981537
7,ORIENTAL SMOKE,0.1820565651272521
8,YOUNG BRILLIANT,0.11211527497243255
9,BEAUTY FIT,0.5126352466661344
10,ONLY U,0.270006787790831
11,MY FLYING ANGEL,0.068858547209965
12,AEROINVINCIBLE,0.9118618073261983
13,FOOLISH HEART,0.3355198404293481
