,HorseName,Score
0,TAMRA BLITZ,0.24827694025895497
1,OUTGATE,0.24814216474930156
2,NEVER TOO SOON,0.2002398912961707
3,FLAGSHIP WARRIOR,0.11072229358588417
4,AFFORDABLE,0.2513193173224784
5,ARMOUR WAR EAGLE,0.03151037522978593
6,MASSIVE ACTION,0.44514390971038953
7,BEAUTY FIT,0.14562054541028605
8,SWEET BRIAR,0.7611851609641331
9,BRIGHT INHERITANCE,0.19146339101853355
10,RUN RAN RUN,0.10541950149036962
11,EXCEL WONGCHOY,0.06521824275940624
12,ONLY U,0.06526125566644461
13,WINDCHEATER,0.41736946111289913
