,HorseName,Score
0,OWNERS' PRAISE,0.4319799821012273
1,THE ABSOLUTE,0.512263121061981
2,FORTUNE WHISKEY,0.008253168999797268
3,FIGHTING MACHINE,0.333822866359085
4,HAPPY PARK,0.21501095327399644
5,STORM LEGEND,0.13784595550312934
6,BRILLIANT EXPRESS,0.5057965837084554
7,DRAGON FOUR SEAS,0.1076909124990558
8,ACE ONE,0.13484332367554286
9,IVICTORIAM,0.022670843187707193
10,THE AZURE,0.12292068220508115
11,HAPPY DAILY,0.36861292041403493
12,AFFIRM,0.2665186361550107
13,AMAZING RUN,0.028397481980302244
