,HorseName,Score
0,UNPRESUMING,0.2922649378241387
1,AMAZING RUN,0.09356579972634184
2,ROUND THE EARTH,0.13847225240263322
3,SHOW RESPECT,0.009504897662056137
4,COMPASSION SPIRIT,0.193327150567577
5,ONLY U,0.08819713936044846
6,CELTIC TIMES,0.49522566515545713
7,TRAVEL GOLF,0.25226960854426905
8,ALL RICHES,0.09578735322387985
9,KINGLY DEMEANOR,0.25123837226123685
10,FRUITY WARRIOR,0.16929631054962532
11,WINNING GOLD,0.07799153335163027
12,SUNNY SHINES,0.0747587275295583
13,PODIUM,0.018950570635580498
