,HorseName,Score
0,SUPER SUNNY SING,0.2452282076542969
1,FIVE G PATCH,0.2510661151583075
2,HAPPY TOGETHER,0.24625189517225377
3,RUNNING GLORY,0.29170194607619426
4,CHAMPION DRAGON,0.24625714882637725
5,LA CITY BLANCHE,0.2433679742674562
6,TOURBILLON DIAMOND,0.24275532140463763
7,SPIRITED EXPRESS,0.24582122231224243
8,RISING FROM ASHES,0.24622085654642445
9,ALACRITY,0.2463247942936243
10,THE BEST PEACH,0.2445559722109467
11,C P BRAVE,0.24625960497551197
12,NATURAL STORM,0.2462388603768501
13,SWEET ENCOUNTER,0.24516144120637443
