,HorseName,Score
0,BONUS PAL,0.10393237301660155
1,FLYING MOJITO,0.34251810996693716
2,BEER PALACE,0.17606627777748335
3,GALLANT CROWN,0.19546974644265508
4,BEATO,0.5074782978835877
5,PRINCE ALEX,0.20914948703808645
6,ROYAL PRIDE,0.25533651066105023
7,UP AND UP,0.062236967246206934
8,CHATEAU,0.049643845813613675
9,CHILLI BABA,0.1797698628890918
10,GO GO SIXTEEN,0.09214731032287445
11,JOYFUL PROSPERITY,0.1271651225733672
12,HORSE OF GOOD LUCK,0.05652641086531378
13,DRAGON PRIDE,0.2341904922125554
