,HorseName,Score
0,DEVAS TWELVE,0.6438425160024228
1,SATIRICAL GLORY,0.035778639662330726
2,SPECIAL HEDGE,0.17637447100522083
3,CIRCUIT BLAZING,0.11097492905630132
4,REACH GOAL,0.09475865497049912
5,FOREVER GLORIOUS,0.19476271986403124
6,FURY AND GOLD,0.09714512851742417
7,WINNING STEPS,0.2150979665521469
8,FRUITY WARRIOR,0.08354625767661071
9,CASA COSMO,0.06947225599785885
10,CHATEAU,0.06985594791664347
11,FLYING SILVER,0.10953493044171725
12,FOREVER FOLKS,0.15920820042885678
13,NINJA DERBY,0.051143261090630554
