,HorseName,HorseName_cn,Jockey,Trainer,Score
4,BEAUTY BOLT,美麗星晨,Z Purton,A S Cruz,0.48597662328136554
1,WINNING GOLD,金勝名駒,R Kingscote,W Y So,0.11309557664953948
6,MORGAN SUCCESS,龍城精將,H Bowman,D J Whyte,0.09556988780811913
