,HorseName,HorseName_cn,Jockey,Trainer,Score
4,BEAUTY BOLT,美麗星晨,Z Purton,A S Cruz,0.5682568836735085
1,WINNING GOLD,金勝名駒,R Kingscote,W Y So,0.10236646439643218
9,MAX QUE,勁沙塵,A Badel,M Newnham,0.0721110723128849
