,HorseName,HorseName_cn,Jockey,Trainer,Score
4,ROBOT LUCKY STAR,官金騏,Z Purton,K L Man,0.4297327810434128
2,LITTLE MONSTER,小魔怪,C L Chau,W K Mo,0.2826911435573561
3,PRESTIGE HALL,賢者威楓,H Bowman,D J Hall,0.1523142598977609
