,HorseName,Score
0,BIG TWO,0.09895735881453518
1,STARSHIP EIGHTY,0.19099832386694413
2,ASIAN ONE,0.31522472341928826
3,GO GO GO,0.0837455561451188
4,REGENCY HAPPY STAR,0.1439062202796324
5,UNITED ENDEAVORS,0.28815610845705353
6,BAEBAE TSOI,0.10482692639187276
7,PRECISION GOAL,0.13708495414814714
8,CHARMING STEED,0.1277403932292448
9,SUPER JOY,0.2967443335326356
10,DEVIL AND GOLD,0.06323135153330957
11,SHENZHOU TWELVE,0.0542958563869745
12,CHIRON,0.07359255426526962
13,COMPULSORY,0.06672738657885385
