,HorseName,Score
0,EVERYONE'S DELIGHT,0.16891543078978266
1,YELLOWFIN,0.6077091195249887
2,OUTGATE,0.13536907671502715
3,ADEFILL,0.6986632042673587
4,PERFECT TEAM,0.17747886025707435
5,LOYAL BABY,0.3419422906944761
6,SELF IMPROVEMENT,0.31250476294711155
7,ROMANTIC CHARM,0.3557139319000954
8,SO WE JOY,0.10085377716019153
9,FRANTANCK,0.42026743391810456
10,ABSOLUTE SUNSHINE,0.05990442974892806
11,NORDIC STAR,0.5610261153900709
12,MIGHTY ARMOUR,0.06347715400120447
13,SEIZING THE MOMENT,0.029514785513586387
