,HorseName,Score
0,DAILY TROPHY,0.11774035341797243
1,NORDIC COMBINED,0.07119717819811164
2,CHOICERUS,0.15532123674113316
3,SPANGLE FORTUNE,0.031207303161490573
4,SWEET DIAMOND,0.07262270515685203
5,CASA LEGEND,0.050157051771343594
6,RATTAN WORLD,0.08781780683027492
7,ALL IS READY,0.050991050266036626
8,EIGHT TRIGRAMS,0.0005210611608020715
9,FINGERS CROSSED,0.04163267214920643
10,DASHING GLORY,0.05090634741486213
11,GREAT DAYS,0.04704150945235869
12,FIGHTING STAR,0.04865401602263896
13,MILLENNIUM FALCON,0.03847297129672352
