,HorseName,Score
0,SWEET ENCOUNTER,0.0799931227331415
1,I AM THE BOSS,0.009075442952938164
2,GOLDEN ARTIE,0.009964863723300023
3,BEAUTYVERSE,0.0020543479655427753
4,FLAGSHIP WARRIOR,0.013371977469881056
5,ACCOLADE START,0.010463530215566876
6,POWERFUL WINGS,0.04245127734141914
7,AESTHETICISM,0.011540388246269885
8,I KEEP WINNING,0.00425869009567143
9,BEAUTY MISSILE,0.007405730981011306
10,FLAMINGO TRILLION,0.015565478837169602
11,MARADO,0.004770802095638634
12,STAR MAC,0.021154465775588584
13,NOT A FEW,0.00396367223809277
