,HorseName,Score
0,YOU'REMYEVERYTHING,0.16047051090578157
1,SUPER LEGENDS,0.4596703122950166
2,PHOENIX LIGHT,0.1997895103517083
3,KING MILES,0.17950228217636488
4,LUCY IN THE SKY,0.15327729380272703
5,STORMING DRAGON,0.3919166242201638
6,SUNNY DA BEST,0.271324042143871
7,SUPER UNICORN,0.1016492592113424
8,AWESOME TREASURE,0.04371738307727686
9,SEA SAPPHIRE,0.07955387990783468
10,MULTIDARLING,0.07843003496853991
11,KING OBERON,0.014933931419093606
12,CRAZY TREASURE,0.0024264311420097197
13,STRATHPEFFER,0.3749526401372389
