,HorseName,Score
0,ACE VICTORY,0.004978998330729086
1,SECOND TO NONE,0.014244641878104708
2,MUST GO,0.0025412522999018108
3,PHOENIX LIGHT,0.00638580404249188
4,FOREMOST TEDDY,0.0017948850202942235
5,LUCKY FIONN,0.001224091549440536
6,PATCH OF KINGDOM,0.002057680967577776
7,WINNING GOLD,0.0009597341061570243
8,WINNING HEART,0.0012189869922022342
9,LOYAL BO BO,0.0009172845128237122
10,LUCKY QUALITY,0.0019162159263105406
11,WOODFIRE CHAMP,0.0022789114528599117
12,THE GOOD DEAL,0.00883396486438628
13,SONIC BOOM,0.0007814861689362472
