,race_date,race_no,horse_no,horse_name,rtg,jockey,horse_wt,rider_wt,act_wt,trainer,bar,finish,finish_time
463,20240303,5,5,ULURU,27,SN SHIVA* c3,421,56,-,K COETZEE,3,1,1.21.54
464,20240303,5,7,BULLSEYE,23,H HAIKAL* c3,572,54,-,HY CHENG,11,2,---
465,20240303,5,6,KIPEH,26,KC THAM c1,416,55.5,-,PK LEONG,6,3,---
466,20240303,5,9,POWER EXPRESS,20,A AZIZI* c3,496,52.5,-,K COETZEE,4,4,---
467,20240303,5,12,YULONG DREAM,20,AM AIZAT c1,444,52.5,-,K COETZEE,5,5,---
468,20240303,5,1,TRAFALGAR,33,S RUZAINI,480,59,-,R LINES,9,6,---
469,20240303,5,2,PENANG MAN,30,R NUQMAN* c1,417,57.5,-,B NG,2,7,---
470,20240303,5,10,SUPREME HAPPINESS,20,S ANANDAN,520,52.5,-,V SIVAN,7,8,---
471,20240303,5,11,WINNING SMILE,20,S HAFIS c1,469,52.5,-,K COETZEE,10,9,---
472,20240303,5,8,FIRST SUCCESS,20,HOW YANG c3,488,52.5,-,KF WONG,1,10,---
473,20240303,5,4,ONE MILLION,27,AB RIDUAN* c2,518,56,-,B NG,12,11,---
474,20240303,5,3,CHERISH,27,SU LIM,462,56,-,SHANMUGAM,8,12,---
475,20240303,6,10,STRETCHY FOUR,48,AM AIZAT c1,492,53,-,HY CHENG,7,1,1.20.44
476,20240303,6,2,SUSPICIOUS MIND,56,S ANANDAN,484,57,-,SHANMUGAM,10,2,---
477,20240303,6,11,BIG MONKEY,47,N SHAHRONNIZAM* c4,461,52.5,-,B NG,5,3,---
478,20240303,6,12,SHANGHAI CAPTAIN,44,S RUZAINI,485,52,-,R LINES,6,4,---
479,20240303,6,5,GEORGETOWN,52,H HAIKAL* c3,510,55,-,K COETZEE,4,5,---
480,20240303,6,13,FIRE AWAY,47,KC THAM c1,506,52.5,-,K COETZEE,2,6,---
481,20240303,6,9,GALAXY LAW,48,S HAFIS c1,447,53,-,S COOK,3,7,---
482,20240303,6,4,NOVA FACTOR,53,R NUQMAN* c1,455,55.5,-,CC OOI,8,8,---
483,20240303,6,3,SPIDERMAN,55,SN SHIVA* c3,466,56.5,-,P LEE,1,9,---
484,20240303,6,7,TRUDY,52,P HARIS* c3,475,55,-,S HAMILTON,11,10,---
485,20240303,6,8,LAGO DE COMO,49,SU LIM,506,53.5,-,S DEVA RAJ,9,11,---
486,20240303,7,8,STORM TO WIN,40,A AZIZI* c3,462,57.5,-,T ASOGAN,7,1,1.14.23
487,20240303,7,1,FLYING BABY,43,S RUZAINI,494,59,-,CC OOI,4,2,---
488,20240303,7,6,YES BOSSY,41,SN SHIVA* c3,484,58,-,K COETZEE,5,3,---
489,20240303,7,11,HOSAYLIAO,36,HOW YANG c3,496,55.5,-,WC LIM,3,4,---
490,20240303,7,3,KING POWER,42,KC THAM c1,442,58.5,-,W LOOI,10,5,---
491,20240303,7,12,ROCK ME EASY,35,AM AIZAT c1,535,55,-,P LEE,2,6,---
492,20240303,7,7,KNIGHT LOVE,40,SU LIM,463,57.5,-,KF WONG,1,7,---
493,20240303,7,10,STARDICE,38,P HARIS* c3,520,56.5,-,S HAMILTON,9,8,---
494,20240303,7,13,NIMBUS COURAGE,32,N SHAHRONNIZAM* c4,477,53.5,-,P LEE,8,9,---
495,20240303,7,4,LUCKY STAR,42,R NUQMAN* c1,584,58.5,-,B NG,11,10,---
496,20240303,7,5,BAKUTEH,41,S HAFIS c1,500,58,-,P LEE,6,11,---
497,20240303,8,5,TILSWORTH MALI,23,AM AIZAT c1,485,53.5,-,P LEE,9,1,1.14.41
498,20240303,8,8,PURE PERFECTION,20,SU LIM,484,52,-,WC LIM,7,2,---
499,20240303,8,1,ROSES FOR ME,47,SN SHIVA* c3,433,59,-,K COETZEE,10,3,---
500,20240303,8,2,BEIHAI TURBO,33,P HARIS* c3,478,58.5,-,K COETZEE,4,4,---
501,20240303,8,6,AUSSIE EAGLE,20,KC THAM c1,450,52,-,S SIVA,1,5,---
502,20240303,8,3,FLYING SPIDER,31,N SHAHRONNIZAM* c4,396,57.5,-,P LEE,3,6,---
503,20240303,8,4,SIEW YUK,29,S HAFIS c1,473,56.5,-,P LEE,8,7,---
504,20240303,8,9,WINTERFELL,39,S RUZAINI,448,52,-,R LINES,5,8,---
505,20240225,1,7,GOLDEN LIGHTNING,33,AK LIM,400,54.5,-,WC LIM,11,1,1.38.76
506,20240225,1,10,MASTER JIANGMEN,31,S HAFIS c1,512,53.5,-,T ASOGAN,4,2,---
507,20240225,1,5,EKRAAR PHOENIX,36,P HARIS* c3,481,56,-,K COETZEE,10,3,---
508,20240225,1,8,SHENG PROISIR,33,H HAIKAL* c3,472,54.5,-,HY CHENG,9,4,---
509,20240225,1,3,MULTIBLUE SHARK,39,AM AIZAT c1,528,57.5,-,S COOK,2,5,---
510,20240225,1,9,SUPREME JUSTICE,32,SU LIM,505,54,-,P LEE,5,6,---
511,20240225,1,4,LANKARAN,37,S RUZAINI,474,56.5,-,S HAMILTON,8,7,---
512,20240225,1,11,ADIRA PEGASUS,26,A AZIZI* c3,453,52,-,T ASOGAN,6,8,---
513,20240225,1,1,SUCCESS STREET,42,R NUQMAN* c1,448,59,-,S COOK,7,9,---
514,20240225,1,2,KING OF GLORY,39,A NAZIR* c3,422,57.5,-,R LINES,1,10,---
515,20240225,1,6,SACRED GALAXY,36,HOW YANG c3,496,56,-,PK LEONG,3,11,---
516,20240225,2,11,MAZANZE,20,R NUQMAN* c1,508,56,-,K COETZEE,2,1,1.40.21
517,20240225,2,3,SUPREME SUCCESS,26,S ANANDAN,499,59,-,SHANMUGAM,3,2,---
518,20240225,2,10,COUNTRY LAW,20,S RUZAINI,485,56,-,S COOK,9,3,---
519,20240225,2,6,MAGICAL PARK,22,S HAFIS c1,494,57,-,T ASOGAN,7,4,---
520,20240225,2,8,SUPER ATAS,21,AK LIM,436,56.5,-,WC LIM,6,5,---
521,20240225,2,9,CIRCUIT STAR,20,J DANIEL c1,523,56,-,T ASOGAN,1,6,---
522,20240225,2,4,TRINITY HONOR,25,SU LIM,474,58.5,-,P LEE,5,7,---
523,20240225,2,1,BLUE EYED BOY,37,H HAIKAL* c3,478,59,-,P LEE,4,8,---
524,20240225,2,7,SOON YOU THINK,21,P HARIS* c3,489,56.5,-,K COETZEE,10,9,---
525,20240225,2,2,KALA GHODA,26,L DE SOUZA,481,59,-,L MOY,8,10,---
526,20240225,3,1,FA FA STAR,61,J DE SOUZA,502,59,-,S DUNDERDALE,2,1,1.12.19
527,20240225,3,6,TERMS OF REFERENCE,57,KC THAM c1,510,57,-,S HAMILTON,1,2,---
528,20240225,3,8,MAGIC THE ZHU,55,P HARIS* c3,507,56,-,R LINES,6,3,---
529,20240225,3,9,APIS,54,AM AIZAT c1,446,55.5,-,V SIVAN,8,4,---
530,20240225,3,2,GHOST MARI,60,R NUQMAN* c1,426,58.5,-,P ARUMUGAM,7,5,---
531,20240225,3,3,PEER GYNT,60,S RUZAINI,493,58.5,-,HY CHENG,4,6,---
532,20240225,3,7,SPIDERMAN,56,L DE SOUZA,469,56.5,-,P LEE,5,7,---
533,20240225,3,10,BLACK PRINCE,51,S SHAZMIN* c3,494,54,-,EP TAN,3,8,---
534,20240225,4,10,CAORUNN,44,S SHAZMIN* c3,512,53.5,-,S HAMILTON,2,1,1.12.97
535,20240225,4,4,GIFTED,50,A NAZIR* c3,469,56.5,-,P LEE,10,2,---
536,20240225,4,9,BINTANG TIMOR,44,AM AIZAT c1,474,53.5,-,V SIVAN,8,3,---
537,20240225,4,3,WHIZ FIZZ,54,T AMMAR* c3,477,58.5,-,S DUNDERDALE,4,4,---
538,20240225,4,2,THE BOSS,55,KC THAM c1,485,59,-,P ARUMUGAM,6,5,---
539,20240225,4,8,HARVEYWALLBANGER,45,S RUZAINI,464,54,-,R LINES,7,6,---
540,20240225,4,1,GOLDEN QUEEN,55,H HAIKAL* c3,504,59,-,HY CHENG,5,7,---
541,20240225,4,7,GOLDEN HORSE,45,AK LIM,483,54,-,WC LIM,9,8,---
542,20240225,4,5,BALL AND CHAIN,49,S HAFIS c1,488,56,-,SHANMUGAM,3,9,---
543,20240225,4,6,LAGO DE COMO,49,P HARIS* c3,496,56,-,S DEVA RAJ,1,10,---
544,20240225,5,6,TEOCHEW KID,67,HOW YANG c3,484,57,-,PK LEONG,2,1,1.22.18
545,20240225,5,5,SKYLIGHT,68,S RUZAINI,491,57,-,S COOK,1,2,---
546,20240225,5,1,CHINA CAPTAIN,79,R NUQMAN* c1,521,59,-,K COETZEE,4,3,---
547,20240225,5,3,WAR DRAGON,76,J DE SOUZA,547,59,-,L MOY,3,4,---
548,20240225,6,7,STORM TO WIN,36,S RUZAINI,465,55.5,-,T ASOGAN,5,1,1.06.50
549,20240225,6,8,FLYING SPIDER,30,L DE SOUZA,396,52.5,-,P LEE,10,2,---
550,20240225,6,1,FAST AND SUPER,43,S HAFIS c1,428,59,-,PK LEONG,1,3,---
551,20240225,6,3,CAVANA,42,H HAIKAL* c3,437,58.5,-,SHANMUGAM,4,4,---
552,20240225,6,9,LISBOA STAR,30,A NAZIR* c3,456,52.5,-,R LINES,7,5,---
553,20240225,6,4,KNIGHT LOVE,42,AK LIM,464,58.5,-,KF WONG,9,6,---
554,20240225,6,11,GOOD WARRIOR,25,SN SHIVA* c3,488,52,-,SY LIM,8,7,---
555,20240225,6,10,SIEW YUK,29,AM AIZAT c1,472,52,-,P LEE,3,8,---
556,20240225,6,5,NINGALOO,42,SU LIM,481,58.5,-,WC LIM,6,9,---
557,20240225,6,2,KING POWER,43,KC THAM c1,449,59,-,W LOOI,2,10,---
558,20240225,6,6,KRATOS,38,P HARIS* c3,498,56.5,-,K COETZEE,11,11,---
559,20240225,7,2,SECRET AGENT,34,A NAZIR* c3,510,58.5,-,KF WONG,3,1,1.06.69
560,20240225,7,12,ZAZU,20,L DE SOUZA,430,52,-,L MOY,2,2,---
561,20240225,7,6,JAPAN CAPTAIN,24,AK LIM,460,53.5,-,K COETZEE,6,3,---
562,20240225,7,9,PROVOCATEUR,20,AM AIZAT c1,510,52,-,S DEVA RAJ,9,4,---
563,20240225,7,8,NATUREISSPEAKING,20,S SHAZMIN* c3,531,52,-,P LEE,5,5,---
564,20240225,7,5,TILSWORTH MALI,25,S HAFIS c1,487,54,-,P LEE,10,6,---
565,20240225,7,10,SUPREME HAPPINESS,20,J CHUAH c1,518,52,-,V SIVAN,4,7,---
566,20240225,7,4,LAGI BOLEH,28,S ANANDAN,445,55.5,-,SHANMUGAM,8,8,---
567,20240225,7,3,INTROIT,32,H HAIKAL* c3,506,57.5,-,KF WONG,11,9,---
568,20240225,7,1,BEIHAI TURBO,35,P HARIS* c3,479,59,-,K COETZEE,12,10,---
569,20240225,7,7,DIAMOND SET,21,SU LIM,496,52,-,PK LEONG,1,11,---
570,20240224,1,3,READY TO SEVENLUCK,30,L DE SOUZA,496,57.5,57.6,R LINES,1,1,1:17.02
571,20240224,1,8,AYAAN,20,S RUZAINI,492,52.5,53.8,K ANANTHEN,8,2,1:17.27
572,20240224,1,6,MAGIC PLAYER,23,SU LIM,442,54.0,54.4,HY CHENG,5,3,1:17.28
573,20240224,1,10,RAINBOW FISH,20,S SHAZMIN* c3,461,52.5,49.8,EP TAN,3,4,1:17.68
574,20240224,1,1,RAISE YOUR GLASS,33,H HAIKAL* c3,422,59.0,56,HY CHENG,7,5,1:17.87
575,20240224,1,5,WASHINGTON,25,S ZULFIKRI c2,531,55.0,55.3,S SIVA,4,6,1:18.12
576,20240224,1,2,CANDY RAIN,32,A NAZIR* c3,471,58.5,55.6,F MAYNARD,9,7,1:18.18
577,20240224,1,9,ISLE OF SKY,20,AK LIM,464,52.5,53.8,WC LIM,2,8,1:18.19
578,20240224,1,4,FARDUS,26,M SEELAN* c4,452,55.5,53.4,SY LIM,10,9,1:18.51
579,20240224,2,9,FLAMING PHOENIX,36,R SHAFIQ,510,55.5,55.8,KC TIANG,2,1,1:16.29
580,20240224,2,12,ELUSIVE EMPEROR,43,L DE SOUZA,538,59.0,59.1,S HAMILTON,5,2,1:16.51
581,20240224,2,3,HAPPY PRINCESS,42,R NUQMAN* c1,491,58.5,57.5,KC TIANG,8,3,1:16.67
582,20240224,2,4,REMO MAMA,42,M LUKMAN* c3,486,58.5,55.7,WC LIM,6,4,1:17.35
583,20240224,2,5,ROCK N ROLL,42,A NAZIR* c3,507,58.5,55.7,I ISMADI,4,5,1:17.35
584,20240224,2,1,ALL WHITE,43,S HAFIS c1,449,59.0,58.1,C LECK,3,6,1:17.53
585,20240224,2,10,MY MONEY,36,H HAIKAL* c3,444,55.5,52.6,S HAMILTON,9,7,1:17.53
586,20240224,2,2,THE SAINT,43,I FIKRI* c3,461,59.0,56.1,AB ABDULLAH,7,8,1:17.59
587,20240224,2,8,ANDADO,40,SU LIM,420,57.5,57.5,SY LIM,1,9,1:17.65
588,20240224,2,7,SHANGANI,41,KC THAM c1,445,58.0,57.3,F MAYNARD,10,10,1:17.75
589,20240224,3,6,STARLIGHT GLIMMER,49,S ZULFIKRI c2,426,57.5,55.6,S SIVA,7,1,1:16.31
590,20240224,3,4,MODRIC,49,KC THAM c1,529,57.5,56.8,S HAMILTON,3,2,1:16.38
591,20240224,3,2,MYSTERIOUS CAPTAIN,50,M SEELAN* c4,489,58.0,54,R LINES,2,3,1:16.45
592,20240224,3,11,ICHIKA BACHIKA,45,J DANIEL c1,481,55.5,54.9,S DUNDERDALE,4,4,1:16.57
593,20240224,3,10,STEEL CUTTER,44,SU LIM,512,55.0,55.2,M SUKRI,8,5,1:16.83
594,20240224,3,5,PACIFIC WINDSOR,49,R NUQMAN* c1,462,57.5,56.5,KC TIANG,9,6,1:16.88
595,20240224,3,8,AIR BOSS,45,AK LIM,512,55.5,55.5,WC LIM,5,7,1:16.93
596,20240224,3,3,COLONEL CHIEF,49,S HAFIS c1,460,57.5,56.7,F MAYNARD,6,8,1:17.18
597,20240224,3,9,DRAGON RYKER,45,T AMMAR* c3,499,55.5,53.1,S DUNDERDALE,1,9,1:17.89
598,20240224,3,7,SMART RACER,47,S RUZAINI,552,56.5,56.6,C LECK,10,10,1:18.61
599,20240224,4,7,VILLAGE WARRIOR,57,KC THAM c1,479,58.0,57.1,I ISMADI,8,1,1:16.44
600,20240224,4,6,MAJESTIC WAY,57,R SHAFIQ,517,58.0,58.1,HY CHENG,7,2,1:16.59
601,20240224,4,5,IRONCLAD,57,L DE SOUZA,506,58.0,58,R LINES,6,3,1:16.84
602,20240224,4,8,RHYTHM OF ZEN,56,R NUQMAN* c1,408,57.5,56.6,KC TIANG,3,4,1:16.96
603,20240224,4,2,SYMBOL OF COURAGE,59,M SEELAN* c4,523,59.0,55,R LINES,5,5,1:17.24
604,20240224,4,3,LIMITLESS STOUT,58,A NAZIR* c3,472,58.5,55.5,S DUNDERDALE,9,6,1:17.34
605,20240224,4,4,D'GREAT TIMING,57,S ZULFIKRI c2,500,58.0,56.1,R LINES,2,7,1:17.55
606,20240224,4,10,BALIN,51,S RUZAINI,474,55.0,55.2,S DUNDERDALE,4,8,1:17.93
607,20240224,4,9,SOMAR,39,M LUKMAN* c3,517,57.0,54.1,NM SELVAN,1,9,1:18.71
608,20240224,5,4,SEMANTAN PRINCE,57,T AMMAR* c3,496,58.0,55.2,S DUNDERDALE,4,1,1:51.55
609,20240224,5,3,PACIFIC THUNDER,57,R NUQMAN* c1,490,58.0,57,KC TIANG,2,2,1:51.85
610,20240224,5,1,PACIFIC DIAMOND,61,R SHAFIQ,476,59.0,59.1,KC TIANG,10,3,1:51.90
611,20240224,5,7,D'GREAT MAGIC,42,S SHAZMIN* c3,440,56.0,53.2,EP TAN,1,4,1:51.95
612,20240224,5,9,D'GREAT SWIFT,37,S ZULFIKRI c2,429,55.0,55.4,R LINES,6,5,1:52.86
613,20240224,5,10,STYLE OF DRAGON,36,SU LIM,492,55.0,55.1,SY LIM,3,6,1:53.00
614,20240224,5,8,MIEJ,40,AK LIM,460,55.5,55.6,WC LIM,7,7,1:53.26
615,20240224,5,5,NAUGHTY KID,54,S RUZAINI,465,57.5,57.6,C LECK,5,8,1:53.54
616,20240224,5,2,SHOW HAND,61,I FIKRI* c3,473,59.0,56,L MOY,8,9,1:54.53
617,20240224,5,6,BAGHDAD,42,M LUKMAN* c3,537,56.0,53.4,NM SELVAN,9,10,1:55.09
618,20240224,6,1,INTENT,64,J DE SOUZA,446,59.0,59.1,S DUNDERDALE,3,1,1:09.94
619,20240224,6,3,TYPHOON,45,L DE SOUZA,479,59.0,59,S DUNDERDALE,5,2,1:10.29
620,20240224,6,6,GOLDEN MAN,44,R NUQMAN* c1,560,57.0,56.1,HY CHENG,2,3,1:10.69
621,20240224,6,2,ROCKET HORSE,63,M SEELAN* c4,510,59.0,55.1,AB ABDULLAH,4,4,1:10.95
622,20240224,6,7,LITTLE PLEASURE,42,KC THAM c1,467,57.0,57.1,AB ABDULLAH,6,5,1:11.22
623,20240224,6,5,GIVE ME FIVE,60,H HAIKAL* c3,540,57.0,54.1,HY CHENG,1,6,1:11.48
624,20240224,6,4,RUNNING SPIRIT,30,S ZULFIKRI c2,438,59.0,59,AB ABDULLAH,7,7,1:11.56
625,20240224,6,9,YINYANG,20,I FIKRI* c3,496,55.0,52.4,AB ABDULLAH,8,8,1:11.95
626,20240224,7,2,PACIFIC EMPIRE,60,R NUQMAN* c1,470,58.5,57.5,KC TIANG,8,1,1:10.05
627,20240224,7,5,OLYMPIA,57,J DE SOUZA,445,57.0,57.1,S DUNDERDALE,2,2,1:10.28
628,20240224,7,1,DRAGON CAVALLO,61,H HAIKAL* c3,443,59.0,56.1,HY CHENG,7,3,1:10.31
629,20240224,7,8,KHAN PEGASUS,55,M LUKMAN* c3,517,56.0,53.1,WC LIM,3,4,1:10.43
630,20240224,7,3,BATTLESTAR,59,S ZULFIKRI c2,517,58.0,56,S HAMILTON,1,5,1:10.46
631,20240224,7,6,JOJU,56,L DE SOUZA,437,56.5,56.6,R LINES,5,5,1:10.47
632,20240224,7,4,NAGAS KING,57,S RUZAINI,494,57.0,57.3,SY LIM,4,7,1:10.54
633,20240224,7,7,THE CROWN JEWEL,56,M SEELAN* c4,511,56.5,53,AB ABDULLAH,6,8,1:10.79
634,20240224,8,6,JB KAINGEH,47,S RUZAINI,511,55.5,55.5,S DUNDERDALE,5,1,1:10.36
635,20240224,8,7,SUPER HERO,57,M SEELAN* c4,549,55.5,53.1,R LINES,7,2,1:10.43
636,20240224,8,2,TAU KEH SOH,53,A NAZIR* c3,447,58.5,55.6,F MAYNARD,6,3,1:10.43
637,20240224,8,5,VETRI,48,R SHAFIQ,518,56.0,56,HY CHENG,4,4,1:11.15
638,20240224,8,3,SIMLONG BEACH,50,S ZULFIKRI c2,475,57.0,55.1,S HAMILTON,2,5,1:11.26
639,20240224,8,4,MISS THYRA,48,AK LIM,431,56.0,56.2,NM SELVAN,8,6,1:11.46
640,20240224,8,9,KIWI KID,44,M LUKMAN* c3,486,54.0,52.8,WC LIM,9,7,1:11.88
641,20240224,8,8,PERFECT BRANDZ,46,SU LIM,502,55.0,55.2,C LECK,3,8,1:11.95
642,20240224,8,1,INFINITE WISDOM,54,S HAFIS c1,488,59.0,58.1,R LINES,1,9,1:12.00
643,20240224,9,7,HIGH WATER,63,J DANIEL c1,516,55.5,55.8,S DUNDERDALE,7,1,1:03.41
644,20240224,9,1,SINCERELY,79,M SEELAN* c4,469,58.0,54.5,R LINES,5,2,1:03.42
645,20240224,9,8,WECANDO,63,S HAFIS c1,486,55.5,55.6,F MAYNARD,10,3,1:03.57
646,20240224,9,10,GOOD MAN,62,R NUQMAN* c1,443,55.5,54.6,HY CHENG,6,4,1:03.89
647,20240224,9,9,XAR,63,S ZULFIKRI c2,483,55.5,55.5,AB ABDULLAH,8,5,1:03.97
648,20240224,9,6,STAR BULLET,64,R SHAFIQ,498,56.0,56.3,KC TIANG,4,6,1:04.11
649,20240224,9,5,GRAND CHOICE,64,AB RIDUAN* c2,483,56.0,55.8,C LECK,3,7,1:04.12
650,20240224,9,3,LEOPARD ECLIPSE,68,A NAZIR* c3,515,56.5,53.8,F MAYNARD,2,8,1:04.32
651,20240224,9,2,MAGIC CAPTAIN,71,AK LIM,515,57.0,57,R LINES,9,9,1:04.60
652,20240224,9,4,FLYING DURUMI,64,S RUZAINI,451,56.0,56.1,S HAMILTON,1,10,1:04.69
653,20240224,10,2,CAPONE,39,AB RIDUAN* c2,515,58.0,56.8,HY CHENG,6,1,1:04.13
654,20240224,10,4,PACIFIC PRIME,39,R SHAFIQ,440,58.0,58.1,KC TIANG,4,2,1:04.33
655,20240224,10,3,I AM KHAN,39,S ZULFIKRI c2,505,58.0,56.3,NM SELVAN,7,3,1:04.93
656,20240224,10,6,XIONG FONG,37,M LUKMAN* c3,483,57.0,54.3,WC LIM,1,4,1:05.02
657,20240224,10,1,HUNTER PEGASUS,41,AK LIM,433,59.0,59.1,K ANANTHEN,5,5,1:05.15
658,20240224,10,10,GOOD LUCK CHARM,28,S RUZAINI,472,52.5,53.8,K ANANTHEN,10,6,1:05.16
659,20240224,10,8,TIGRESS,33,M SEELAN* c4,519,55.0,52.9,R LINES,9,7,1:05.22
660,20240224,10,9,LUCKY THIRTYNINE,32,A NAZIR* c3,451,54.5,53.2,F MAYNARD,3,8,1:05.30
661,20240224,10,5,FANTASTIC,37,KC THAM c1,535,57.0,56.3,C LECK,2,9,1:05.66
662,20240224,10,7,SIVAJI ROCKET,36,I FIKRI* c3,489,56.5,53.5,WC LIM,8,10,1:06.28
663,20240224,11,1,ROYAL FLUSH,34,H HAIKAL* c3,464,59.0,56.2,HY CHENG,4,1,1:04.75
664,20240224,11,3,LUKE MAN,31,L DE SOUZA,524,57.5,57.5,S HAMILTON,8,2,1:04.87
665,20240224,11,5,GENERATION M,27,M SEELAN* c4,502,55.5,53.1,R LINES,7,3,1:05.34
666,20240224,11,6,LEGACY FIGHTER,25,R NUQMAN* c1,468,54.5,53.6,K ANANTHEN,10,4,1:05.44
667,20240224,11,2,UNLEASH THE DRAGON,34,S ZULFIKRI c2,488,59.0,57,AB ABDULLAH,5,5,1:05.50
668,20240224,11,9,SUPER WHIRLWIND,21,I FIKRI* c3,391,52.5,51.5,KC TIANG,2,6,1:05.89
669,20240224,11,11,MATILDA,32,S RUZAINI,482,58.0,58,K ANANTHEN,3,7,1:05.92
670,20240224,11,7,NATE'S HONOUR,25,KC THAM c1,462,54.5,54.1,S SIVA,6,8,1:05.93
671,20240224,11,8,SMALL CHILLI,23,M LUKMAN* c3,425,53.5,52.6,WC LIM,9,9,1:05.97
672,20240224,11,4,TILSWORTH SYDNEY,31,A NAZIR* c3,505,57.5,54.6,F MAYNARD,1,10,1:06.31
673,20240218,1,1,BARBARIAN,35,A AZIZI* c3,445,59.0,56.4,NM SELVAN,4,1,1:05.75
674,20240218,1,7,TILSWORTH MICK,27,KC THAM c1,465,55.0,54.7,F MAYNARD,5,2,1:05.80
675,20240218,1,10,PURE PERFECTION,20,SU LIM,478,52.0,53.9,WC LIM,2,3,1:06.01
676,20240218,1,3,LIM'S SPHERE,33,I FIKRI* c3,448,58.0,55,L MOY,6,4,1:06.28
677,20240218,1,8,ALWAYS AFRAID,21,S HAFIS c1,461,52.0,51.2,M SUKRI,3,5,1:06.51
678,20240218,1,11,SHE'S FLYING,29,S ZULFIKRI c2,482,56.0,56.1,NM SELVAN,1,6,1:06.56
679,20240218,1,4,QIJI STAR,32,M LERNER,441,57.5,57.8,S DUNDERDALE,9,7,1:06.83
680,20240218,1,6,MY GOODNESS,29,PH SEOW* c2,535,56.0,54,C LECK,8,8,1:06.87
681,20240218,1,9,MISE EN GARDE,20,M SEELAN* c4,471,52.0,51.9,R LINES,7,9,1:06.91
682,20240218,1,5,GOLDEN FORTY,29,R NUQMAN* c1,417,56.0,55.2,BT LIM,10,10,1:08.16
683,20240218,2,5,FLYING BABY,38,S RUZAINI,492,56.5,56.5,CC OOI,7,1,1:05.09
684,20240218,2,1,WINNER POWER,43,PH SEOW* c2,471,59.0,57.1,NM SELVAN,3,2,1:05.58
685,20240218,2,7,BIG BAD MAMA,36,M LERNER,435,55.5,56.9,MW TEH,6,3,1:05.84
686,20240218,2,10,TILSWORTH SYDNEY,32,A NAZIR* c3,492,53.5,52.5,F MAYNARD,1,4,1:06.03
687,20240218,2,6,CHINO DINERO,37,M LUKMAN* c3,510,56.0,53.1,WC LIM,9,5,1:06.09
688,20240218,2,4,ZILFIKAR,40,L DE SOUZA,487,57.5,57.5,S HAMILTON,2,6,1:06.37
689,20240218,2,3,BUSINESS CLASS,40,M EKDIHAR* c3,497,57.5,55.1,SY LIM,8,7,1:06.45
690,20240218,2,9,SORBETA,36,S ZULFIKRI c2,494,55.5,55.8,R LINES,4,8,1:06.47
691,20240218,2,8,DEPENDABLE,36,F YUSOFF c2,480,55.5,53.6,HY CHENG,10,9,1:07.01
692,20240218,2,2,PREMIUM CLASS,41,SU LIM,443,58.0,58.1,SY LIM,5,10,1:07.94
693,20240218,3,7,CAVALLA COURT,47,A AZIZI* c3,446,55.0,53.9,NM SELVAN,6,1,1:11.78
694,20240218,3,1,TRUDY,52,M EKDIHAR* c3,473,57.5,54.9,S HAMILTON,4,2,1:12.46
695,20240218,3,10,STRAIGHT N ARROW,45,S HAFIS c1,470,54.0,53,R LINES,7,3,1:12.58
696,20240218,3,2,ANKARA,50,S ZULFIKRI c2,489,56.5,55.7,AB ABDULLAH,8,4,1:12.77
697,20240218,3,3,ATTENTION,50,M LERNER,526,56.5,56.9,S DUNDERDALE,2,5,1:12.93
698,20240218,3,9,SHANGHAI CAPTAIN,46,S RUZAINI,485,54.5,54.8,R LINES,1,6,1:13.21
699,20240218,3,6,GLENAFTON,49,H HAIKAL* c3,562,56.0,53.1,HY CHENG,3,7,1:13.30
700,20240218,3,5,ELITE QUARTETO,49,SU LIM,459,56.0,56,SY LIM,9,8,1:13.82
701,20240218,3,11,GLOBAL ARMY,45,M SEELAN* c4,470,54.0,51.8,M SUKRI,10,9,1:13.83
702,20240218,3,8,MAIDANZ BEAUTY,46,A SURIYA c2,516,54.5,53,C LECK,5,10,1:13.86
703,20240218,4,6,NO REGRETS,57,SN SHIVA* c3,494,57.5,54.6,S HAMILTON,8,1,1:11.36
704,20240218,4,7,VALERIE PEGASUS,57,A AZIZI* c3,427,57.5,54.7,NM SELVAN,5,2,1:11.79
705,20240218,4,1,WATCH OUT BOSS,60,M LERNER,563,59.0,59.2,L MOY,1,3,1:11.89
706,20240218,4,9,NOVA FACTOR,54,H HAIKAL* c3,453,56.0,53.1,CC OOI,7,4,1:12.32
707,20240218,4,8,GEORGETOWN,54,S HAFIS c1,505,56.0,55.1,K COETZEE,2,5,1:12.71
708,20240218,4,11,STRAP MARKS,46,F YUSOFF c2,494,52.0,51.5,R LINES,3,6,1:12.84
709,20240218,4,4,BUSINESS MASTER,58,SU LIM,462,58.0,58,HY CHENG,6,7,1:12.85
710,20240218,4,2,ZANJABEEL,60,KC THAM c1,522,59.0,58,AB ABDULLAH,4,8,1:13.02
711,20240218,4,10,WINNER'S EUPHORIA,52,L DE SOUZA,438,55.0,55,S HAMILTON,9,9,1:13.07
712,20240218,5,3,ARTHUR PEGASUS,52,A AZIZI* c3,463,56.5,53.8,NM SELVAN,9,1,1:30.83
713,20240218,5,4,THOUSAND MILE EYE,52,F YUSOFF c2,476,56.5,54.7,HY CHENG,8,2,1:31.51
714,20240218,5,2,CONGAREE,53,PH SEOW* c2,515,57.0,55.1,L MOY,4,3,1:32.08
715,20240218,5,5,COLONEL CHIEF,50,S HAFIS c1,457,55.5,54.6,F MAYNARD,5,4,1:32.09
