,race_date,race_no,horse_no,horse_name,rtg,jockey,horse_wt,rider_wt,act_wt,trainer,bar,finish,finish_time
716,20240218,5,10,VILLAGE TYCOON,45,A NAZIR* c3,493,53.0,52.8,I ISMADI,3,5,1:32.31
717,20240218,5,9,TAUBOSS,48,S RUZAINI,497,54.5,54.6,SY LIM,10,6,1:32.46
718,20240218,5,1,BALKAN,56,KC THAM c1,472,58.5,57.6,AB ABDULLAH,6,7,1:32.86
719,20240218,5,11,RESOLUTE,57,M LERNER,460,59.0,59,L MOY,1,8,1:32.99
720,20240218,5,6,LEGEND WAR,50,SU LIM,495,55.5,55.6,HY CHENG,2,9,1:33.16
721,20240218,5,7,FIRE AWAY,49,M EKDIHAR* c3,497,55.0,53.7,K COETZEE,7,10,1:33.21
722,20240218,6,4,TRUMPY,73,M LERNER,492,55.0,56.6,L MOY,8,1,1:24.03
723,20240218,6,1,CHEVAL BLANC,86,KC THAM c1,497,59.0,59,F MAYNARD,4,2,1:24.14
724,20240218,6,10,TORNADO PEGASUS,62,A AZIZI* c3,482,53.5,53.2,NM SELVAN,7,3,1:24.86
725,20240218,6,2,SKYDANCE ECLIPSE,85,S HAFIS c1,511,58.0,58,F MAYNARD,1,4,1:24.94
726,20240218,6,8,BRAVE WARRIOR,62,A SURIYA c2,446,53.5,53.8,AB ABDULLAH,2,5,1:24.98
727,20240218,6,3,CHINA CAPTAIN,80,S RUZAINI,516,57.0,57.1,K COETZEE,5,6,1:25.41
728,20240218,6,5,SCOOBY DOOBY DOO,70,SU LIM,509,54.5,54.7,SY LIM,9,7,1:27.01
729,20240218,6,7,KANTHAKA,63,R NUQMAN* c1,492,53.5,53.3,HY CHENG,6,8,1:28.05
730,20240218,7,2,RS DIAGO,40,S RUZAINI,531,58.0,58.2,NM SELVAN,2,1,1:24.52
731,20240218,7,4,ROYALTY'S WISH,37,S HAFIS c1,494,56.5,55.8,C LECK,3,2,1:24.73
732,20240218,7,8,MEWTWO,27,PH SEOW* c2,434,52.0,50.3,L MOY,5,3,1:24.97
733,20240218,7,3,BE YOURSELF,38,M LERNER,479,57.0,57,HY CHENG,6,4,1:25.00
734,20240218,7,1,FAMOUS NAME,42,S ZULFIKRI c2,448,59.0,57,AB ABDULLAH,4,5,1:25.38
735,20240218,7,7,ALEXANDER,27,H HAIKAL* c3,530,52.0,50.1,S HAMILTON,1,6,1:25.41
736,20240218,7,6,MY FIRST MILLION,29,L DE SOUZA,471,52.5,53.2,EP TAN,7,7,1:26.58
737,20240218,8,8,MAINSTREAM,30,S HAFIS c1,463,52.5,51.6,C LECK,1,1,1:38.19
738,20240218,8,5,D'GREAT SWIFT,37,S ZULFIKRI c2,428,56.0,55.4,R LINES,6,2,1:38.59
739,20240218,8,10,DOGE TO THE MOON,24,A NAZIR* c3,516,52.0,51.9,C LECK,2,3,1:38.63
740,20240218,8,7,EL MACHO,31,L DE SOUZA,462,53.0,53.1,HY CHENG,5,4,1:38.92
741,20240218,8,3,WHY NOT,43,SU LIM,495,59.0,59,WC LIM,8,5,1:39.01
742,20240218,8,9,MGR ROCKET,29,S RUZAINI,501,52.0,53.6,NM SELVAN,9,6,1:39.15
743,20240218,8,1,HAPPY FRANKEL,43,A SURIYA c2,520,59.0,57,AB ABDULLAH,3,7,1:40.19
744,20240218,8,6,BIG LAWYER,31,R NUQMAN* c1,469,53.0,52.9,BT LIM,4,8,1:40.22
745,20240218,8,2,HELLO BOSS,43,I FIKRI* c3,463,59.0,56,L MOY,7,9,1:41.69
746,20240217,1,3,PENANG MAN,25,N SHAHRONNIZAM* c4,421,52,-,B NG,5,1,1.14.41
747,20240217,1,1,JULIUS CAESAR,42,SN SHIVA* c3,499,59,-,K COETZEE,6,2,---
748,20240217,1,5,PENANG GENERAL,22,R NARENDRAN c4,443,52,-,B NG,3,3,---
749,20240217,1,2,SUNNY FIGHTER,34,P HARIS* c3,447,55,-,B NG,2,4,---
750,20240217,1,4,TWINKLE STAR,23,AM AIZAT c1,552,52,-,HY CHENG,1,5,---
751,20240217,2,6,JAPAN CAPTAIN,20,SN SHIVA* c3,463,52,-,K COETZEE,1,1,1.04.89
752,20240217,2,2,ESTRELLA,39,S SALEE,420,58,-,S HAMILTON,3,2,---
753,20240217,2,1,YES BOSSY,41,P HARIS* c3,473,59,-,K COETZEE,2,3,---
754,20240217,2,4,BIG POWER,29,N SHAHRONNIZAM* c4,475,53,-,B NG,6,4,---
755,20240217,2,5,BOSSKU,20,AM AIZAT c1,490,52,-,HY CHENG,4,5,---
756,20240217,2,3,SUNNY STAR,33,R NARENDRAN c4,516,55,-,B NG,5,6,---
757,20240212,1,4,UNLEASH THE DRAGON,30,S ZULFIKRI c2,490,57.0,55.8,AB ABDULLAH,6,1,1:11.95
758,20240212,1,1,CAPTAIN LEGACY,34,S RUZAINI,544,59.0,59.2,K ANANTHEN,7,2,1:12.04
759,20240212,1,8,KUBERA'S CHIEF,21,SU LIM,454,52.5,53.8,SY LIM,10,3,1:12.16
760,20240212,1,3,QIJI STAR,33,J DANIEL c1,450,58.5,57.7,S DUNDERDALE,2,4,1:12.42
761,20240212,1,5,TILSWORTH MALI,27,S HAFIS c1,481,55.5,54.7,P LEE,3,5,1:12.48
762,20240212,1,2,PACIFIC ARMANI,33,R NUQMAN* c1,494,58.5,57.6,KC TIANG,1,6,1:12.61
763,20240212,1,6,LIM'S TORPEDO,24,M SEELAN* c4,516,54.0,52.3,R LINES,9,7,1:12.66
764,20240212,1,9,RAINBOW FISH,20,A NAZIR* c3,467,52.0,51.9,EP TAN,4,8,1:12.88
765,20240212,1,10,UNLIMITED STAR,20,SN SHIVA* c3,478,52.0,51.8,R LINES,8,9,1:13.45
766,20240212,2,4,HOLY ELEANOR,39,J DE SOUZA,485,57.5,57.6,S DUNDERDALE,3,1,1:11.75
767,20240212,2,3,LOVING BABE,41,R NUQMAN* c1,497,58.5,57.5,BT LIM,6,2,1:12.05
768,20240212,2,1,NINGALOO,42,SU LIM,481,59.0,59,WC LIM,1,3,1:12.08
769,20240212,2,2,SHANGANI,42,A NAZIR* c3,439,59.0,56.2,F MAYNARD,7,4,1:12.30
770,20240212,2,6,BINELZAAM,38,A SURIYA c2,474,57.0,55.2,AB ABDULLAH,5,5,1:12.77
771,20240212,2,9,NICATOR,34,M EKDIHAR* c3,486,55.0,53.4,R LINES,8,6,1:13.34
772,20240212,2,8,CHIEF OF ARMY,35,S ZULFIKRI c2,457,55.5,55.6,S SIVA,4,7,1:13.68
773,20240212,2,7,PIT BULL,36,S RUZAINI,606,56.0,56.4,K ANANTHEN,9,8,1:14.54
774,20240212,3,1,MR G,57,A NAZIR* c3,494,59.0,56.2,F MAYNARD,8,1,1:04.99
775,20240212,3,8,BALIN,50,J DANIEL c1,473,55.5,54.6,S DUNDERDALE,4,2,1:05.13
776,20240212,3,5,APIS,54,A SURIYA c2,454,57.5,55.7,V SIVAN,5,3,1:05.32
777,20240212,3,9,SUPER HERO,48,S HAFIS c1,552,54.5,53.6,R LINES,2,4,1:05.37
778,20240212,3,3,RHYTHM OF ZEN,56,R NUQMAN* c1,411,58.5,57.5,KC TIANG,3,5,1:05.64
779,20240212,3,4,WHIZ FIZZ,56,T AMMAR* c3,474,58.5,55.9,S DUNDERDALE,9,6,1:05.65
780,20240212,3,2,SOMAR,57,A AZIZI* c3,517,59.0,56.4,NM SELVAN,6,7,1:06.63
781,20240212,3,10,TRINITY GRACE,44,SU LIM,495,52.5,53.8,SY LIM,1,8,1:07.24
782,20240212,4,9,ANTIPODEAN,0,J DE SOUZA,477,54.5,54.6,S DUNDERDALE,10,1,1:05.20
783,20240212,4,5,SMALL CHILLI,23,M LUKMAN* c3,429,56.0,53.1,WC LIM,6,2,1:05.81
784,20240212,4,7,MIRACLE STAR,39,M SEELAN* c4,452,54.5,52.2,R LINES,5,3,1:05.92
785,20240212,4,3,JAZZ BAND,36,M EKDIHAR* c3,461,57.5,54.5,S HAMILTON,4,4,1:05.95
786,20240212,4,2,SAFE JOURNEY,39,S ZULFIKRI c2,502,57.5,55.6,EP TAN,9,5,1:06.17
787,20240212,4,10,BIG SAGA,50,R NUQMAN* c1,490,53.0,52.8,BT LIM,2,6,1:06.21
788,20240212,4,4,GOLDEN FORTY,31,A SURIYA c2,427,56.0,54.5,BT LIM,8,7,1:07.29
789,20240212,4,1,BIG GUN,47,SU LIM,447,57.5,57.8,BT LIM,3,8,1:12.26
790,20240212,5,5,THE MAREEBA MANGO,81,J DE SOUZA,468,55.5,55.6,R LINES,8,1,1:10.34
791,20240212,5,7,WAR DRAGON,75,I FIKRI* c3,547,54.5,51.5,L MOY,10,2,1:10.35
792,20240212,5,10,HIGH WATER,63,SU LIM,522,52.5,53.4,S DUNDERDALE,9,3,1:10.56
793,20240212,5,3,SKYDANCE ECLIPSE,86,M EKDIHAR* c3,518,56.0,53.5,F MAYNARD,4,4,1:10.73
794,20240212,5,6,TITAN PEGASUS,76,A AZIZI* c3,466,54.5,53.4,NM SELVAN,7,5,1:10.77
795,20240212,5,8,KASSAB,67,A SURIYA c2,466,53.5,53.6,AB ABDULLAH,3,6,1:10.78
796,20240212,5,4,CHINESE TEA,55,S HAFIS c1,504,56.0,56,F MAYNARD,2,7,1:11.12
797,20240212,5,2,BIG DOCTOR,95,R NUQMAN* c1,478,57.5,56.5,P ARUMUGAM,6,8,1:11.53
798,20240212,5,9,READY TO ROCK,65,M SEELAN* c4,427,53.0,52.1,R LINES,5,9,1:12.46
799,20240212,5,11,GREATHAM GIRL,62,S RUZAINI,502,52.5,53.8,R LINES,1,10,1:20.09
800,20240212,6,3,PACIFIC THUNDER,51,R NUQMAN* c1,486,58.5,57.6,KC TIANG,8,1,1:23.34
801,20240212,6,7,BIG MONKEY,47,A SURIYA c2,461,56.5,55.8,B NG,9,2,1:23.76
802,20240212,6,5,STARLIGHT GLIMMER,49,S ZULFIKRI c2,426,57.5,55.6,S SIVA,4,3,1:24.00
803,20240212,6,6,NORDIC GEM,48,M EKDIHAR* c3,451,57.0,54.1,S HAMILTON,5,4,1:24.07
804,20240212,6,11,MICHIKAWA,50,S HAFIS c1,431,58.0,57,F MAYNARD,3,5,1:24.07
805,20240212,6,9,ORDOS LEGEND,47,J DE SOUZA,476,56.5,56.6,SY LIM,1,6,1:24.09
806,20240212,6,1,COLONEL CHIEF,52,A NAZIR* c3,461,59.0,56.2,F MAYNARD,2,7,1:24.26
807,20240212,6,8,ICHIKA BACHIKA,47,T AMMAR* c3,489,56.5,53.5,S DUNDERDALE,7,8,1:24.40
808,20240212,6,2,TIPPING POINT,52,SU LIM,536,59.0,59,L MOY,6,9,1:24.55
809,20240212,6,4,CH FORTUNE,50,S RUZAINI,459,58.0,58,KC TIANG,10,10,1:25.91
810,20240212,7,7,LIM'S UNIQUE,52,I FIKRI* c3,485,55.0,52.1,L MOY,1,1,1:23.65
811,20240212,7,3,PACIFIC EMPIRE,59,R NUQMAN* c1,466,58.5,57.7,KC TIANG,4,2,1:23.80
812,20240212,7,4,LEGACY ROAR,56,S RUZAINI,533,57.0,57,K ANANTHEN,3,3,1:23.86
813,20240212,7,6,QIJI ACHEEVA,56,A AZIZI* c3,528,57.0,54.3,NM SELVAN,9,4,1:23.88
814,20240212,7,8,SELANGOR STAR,51,S HAFIS c1,540,54.5,53.5,BT LIM,2,5,1:24.07
815,20240212,7,11,SEMANTAN PRINCE,59,T AMMAR* c3,502,58.5,55.7,S DUNDERDALE,8,6,1:24.27
816,20240212,7,2,STRONG N POWERFUL,60,A SURIYA c2,477,59.0,57.4,V SIVAN,5,7,1:24.64
817,20240212,7,1,LIMITLESS STOUT,60,M EKDIHAR* c3,472,59.0,56,S DUNDERDALE,6,8,1:24.84
818,20240212,7,5,MAGNITUDE,56,SU LIM,484,57.0,57,SY LIM,7,9,1:24.88
819,20240212,8,6,SIEW YUK,24,S HAFIS c1,473,56.0,55.2,P LEE,9,1,1:30.78
820,20240212,8,4,SHYLOCK,28,J DE SOUZA,463,58.0,59.1,SY LIM,10,2,1:31.05
821,20240212,8,2,MONDAY,28,R NUQMAN* c1,473,58.0,57.2,BT LIM,4,3,1:31.46
822,20240212,8,7,SILVER JOY,21,M EKDIHAR* c3,469,54.5,53,S HAMILTON,1,4,1:31.54
823,20240212,8,9,BEAUTIFUL ONE,20,I FIKRI* c3,456,54.0,51.1,L MOY,8,5,1:31.92
824,20240212,8,10,JJ STAR,47,A NAZIR* c3,569,54.0,52.4,S SIVA,5,6,1:32.19
825,20240212,8,3,MYSTICAL STAR,28,M LUKMAN* c3,502,58.0,55,B NG,3,7,1:32.34
826,20240212,8,8,APOLLO ROCK,20,M SEELAN* c4,494,54.0,51.9,R LINES,2,8,1:32.36
827,20240212,8,1,OFFICIAL,30,S RUZAINI,461,59.0,59,KC TIANG,6,9,1:32.91
828,20240212,8,5,TIN'S MACHINE,28,SU LIM,457,58.0,58,WC LIM,7,10,1:33.76
829,20240211,1,8,TRINITY FLYING,23,M EKDIHAR* c3,462,53.5,52.8,SY LIM,7,1,1:11.66
830,20240211,1,6,LISBOA STAR,29,S RUZAINI,457,56.5,56.6,R LINES,8,2,1:11.73
831,20240211,1,5,LUKE MAN,31,H HAIKAL* c3,526,57.5,54.5,S HAMILTON,5,3,1:11.78
832,20240211,1,9,MISE EN GARDE,21,M SEELAN* c4,478,52.5,51.6,R LINES,2,4,1:12.24
833,20240211,1,2,BRING IT WIN,33,S ZULFIKRI c2,472,58.5,56.6,K ANANTHEN,1,5,1:12.34
834,20240211,1,1,LUCKY THIRTYNINE,34,SN SHIVA* c3,449,59.0,56.1,F MAYNARD,9,6,1:12.41
835,20240211,1,7,WASHINGTON,25,A NAZIR* c3,540,54.5,52.7,S SIVA,4,7,1:12.43
836,20240211,1,3,PENANG STAR,33,S HAFIS c1,458,58.5,57.9,R LINES,3,8,1:13.19
837,20240211,1,4,MARTIN VJ,32,R SHAFIQ,510,58.0,58.2,M SUKRI,6,9,1:13.36
838,20240211,2,2,JB KAINGEH,42,J DANIEL c1,511,58.5,57.7,S DUNDERDALE,10,1,1:11.97
839,20240211,2,9,PERFECT RUN,35,L DE SOUZA,496,55.0,55.1,R LINES,9,2,1:12.16
840,20240211,2,5,LEGEND NINETY TWO,39,H HAIKAL* c3,423,57.0,54,S HAMILTON,4,3,1:12.20
841,20240211,2,7,HOSAYLIAO,36,SU LIM,498,55.5,55.7,WC LIM,1,4,1:12.50
842,20240211,2,3,TAKREEM,42,A SURIYA c2,492,58.5,56.6,AB ABDULLAH,3,5,1:12.56
843,20240211,2,8,TOP S,36,R SHAFIQ,463,55.5,55.5,BT LIM,5,6,1:12.80
844,20240211,2,1,BAKUTEH,43,M EKDIHAR* c3,495,59.0,56,P LEE,7,7,1:12.95
845,20240211,2,6,XIONG FONG,39,M LUKMAN* c3,486,57.0,54.2,WC LIM,8,8,1:13.10
846,20240211,2,10,CANDY RAIN,34,A NAZIR* c3,465,54.5,52.8,F MAYNARD,6,9,1:13.21
847,20240211,2,4,STAY THE COURSE,40,S RUZAINI,533,57.5,57.6,R LINES,2,10,1:14.13
848,20240211,3,8,TYPHOON,40,L DE SOUZA,476,57.5,57.7,S DUNDERDALE,6,1,1:30.37
849,20240211,3,1,MOMENT OF JUSTICE,43,M SEELAN* c4,474,59.0,55,EP TAN,1,2,1:30.56
850,20240211,3,9,FLAMING PHOENIX,36,R SHAFIQ,510,55.5,55.5,KC TIANG,9,3,1:30.91
851,20240211,3,2,D'GREAT MAGIC,42,S RUZAINI,440,58.5,58.5,EP TAN,2,4,1:31.57
852,20240211,3,7,THAI BAHT,40,SU LIM,452,57.5,57.7,P LEE,3,5,1:31.57
853,20240211,3,5,CHAR KWAY TEOW,41,M EKDIHAR* c3,492,58.0,55,P LEE,8,6,1:31.68
854,20240211,3,3,HARVEST,42,S ZULFIKRI c2,446,58.5,56.6,R LINES,5,7,1:32.00
855,20240211,3,6,KING OF GLORY,40,SN SHIVA* c3,418,57.5,54.9,R LINES,10,8,1:32.12
856,20240211,3,4,ROCK N ROLL,42,S HAFIS c1,509,58.5,57.6,I ISMADI,4,9,1:32.23
857,20240211,3,10,BIG CHINA,34,R NUQMAN* c1,500,54.5,53.7,BT LIM,7,10,1:32.53
858,20240211,4,4,TOP SHOW,41,L DE SOUZA,528,58.0,58,L MOY,10,1,1:24.26
859,20240211,4,3,PACIFIC WINDSOR,49,R NUQMAN* c1,460,58.0,57,KC TIANG,6,2,1:24.27
860,20240211,4,10,GRAPHJET EXPRESS,0,S RUZAINI,447,54.5,54.7,HY CHENG,5,3,1:24.43
861,20240211,4,2,BIG FRANCK,50,J DE SOUZA,462,58.0,58.2,S DUNDERDALE,8,4,1:24.79
862,20240211,4,7,LAXON,51,R SHAFIQ,488,54.5,54.5,S ELLIS,9,5,1:24.84
863,20240211,4,1,BLACK PRINCE,53,M EKDIHAR* c3,492,58.0,55,EP TAN,2,6,1:24.85
864,20240211,4,9,BUCEPHALUS,0,J DANIEL c1,433,54.5,53.8,S DUNDERDALE,1,7,1:25.02
865,20240211,4,5,JAMES BOND,34,H HAIKAL* c3,432,58.0,55.1,HY CHENG,7,8,1:25.20
866,20240211,4,8,BRANDENBURG,37,SN SHIVA* c3,445,54.5,52.6,S HAMILTON,3,9,1:25.34
867,20240211,4,6,HAPPY LUCKY STAR,20,S ZULFIKRI c2,504,58.0,56.2,EP TAN,4,10,1:26.06
868,20240211,5,3,PASIR PINJI,82,T AMMAR* c3,417,55.5,52.8,S DUNDERDALE,10,1,1:36.96
869,20240211,5,9,BLEU MARINE,63,H HAIKAL* c3,501,52.5,50.2,HY CHENG,4,2,1:37.05
870,20240211,5,4,SAN ANDREAS,79,M SEELAN* c4,455,55.0,51.8,AB ABDULLAH,2,3,1:37.05
871,20240211,5,6,QUICKEN AWAY,75,S HAFIS c1,507,54.5,54.5,I ISMADI,1,4,1:37.06
872,20240211,5,8,INTREPID,64,J DANIEL c1,461,53.0,53.8,S DUNDERDALE,8,5,1:37.13
873,20240211,5,5,BLACK THORN,78,SU LIM,436,55.0,55,F MAYNARD,5,6,1:37.22
874,20240211,5,2,SHANGHAI NIGHTS,95,S RUZAINI,528,57.5,57.6,HY CHENG,7,7,1:37.31
875,20240211,5,1,VIOLET,102,M LUKMAN* c3,523,59.0,56,BT LIM,6,8,1:37.46
876,20240211,5,7,RAGNAR,70,R NUQMAN* c1,456,54.0,53.7,CC OOI,9,9,1:37.58
877,20240211,5,10,TELLER,62,M EKDIHAR* c3,459,52.5,52.1,BT LIM,3,10,1:37.68
878,20240211,6,9,SKYLIGHT,64,R NUQMAN* c1,483,55.0,54.2,S COOK,3,1,1:10.10
879,20240211,6,10,WECANDO,62,S HAFIS c1,490,54.0,53.2,F MAYNARD,7,2,1:10.18
880,20240211,6,4,HANDSOME BENZ,68,M LUKMAN* c3,492,57.0,54.4,BT LIM,6,3,1:10.43
881,20240211,6,2,SPEEDY MISSILE,72,M SEELAN* c4,459,59.0,55.4,R LINES,9,4,1:10.51
882,20240211,6,11,FA FA STAR,63,T AMMAR* c3,499,54.5,52.6,S DUNDERDALE,2,5,1:10.64
883,20240211,6,1,DABBLE,72,SU LIM,536,59.0,59,S HAMILTON,10,6,1:11.11
884,20240211,6,8,D'GREAT DUCHESS,64,S ZULFIKRI c2,442,55.0,54.9,S SIVA,8,7,1:11.12
885,20240211,6,7,BRAVE WARRIOR,64,I FIKRI* c3,454,55.0,52.3,AB ABDULLAH,5,8,1:11.22
886,20240211,6,6,TRINITY GENERAL,65,M EKDIHAR* c3,459,55.5,52.8,SY LIM,1,9,1:11.70
887,20240211,6,5,CHICAGO STAR,67,A SURIYA c2,516,56.5,55,V SIVAN,4,10,1:13.08
888,20240211,7,7,MILITARY FLAG,58,J DE SOUZA,487,52.5,53.1,S DUNDERDALE,8,1,1:10.08
889,20240211,7,2,SHIMI GO,77,S RUZAINI,528,58.0,58,HY CHENG,6,2,1:10.25
890,20240211,7,1,MISTY SWIFT,78,R NUQMAN* c1,464,59.0,59.2,S ELLIS,4,3,1:10.40
891,20240211,7,4,ANSU,68,J DANIEL c1,509,55.5,55.8,S DUNDERDALE,9,4,1:10.54
892,20240211,7,3,KONG FU PANDA,73,R SHAFIQ,489,57.0,57.2,KC TIANG,1,5,1:10.55
893,20240211,7,5,INTENT,65,T AMMAR* c3,453,54.5,54.6,S DUNDERDALE,2,6,1:10.66
894,20240211,7,9,GOLDEN QUEEN,57,H HAIKAL* c3,510,52.5,52.5,HY CHENG,10,7,1:11.13
895,20240211,7,8,RICH N POWERFUL,58,A NAZIR* c3,501,52.5,52.6,EP TAN,3,8,1:11.61
896,20240211,7,10,NORTHERN STAR,56,SU LIM,520,52.5,53.6,HY CHENG,5,9,1:11.68
897,20240211,7,6,XAR,65,M SEELAN* c4,479,54.5,54.7,AB ABDULLAH,7,10,1:12.10
898,20240211,8,5,PACIFIC DIAMOND,57,R NUQMAN* c1,484,58.0,57.2,KC TIANG,8,1,1:04.55
899,20240211,8,6,D'GREAT JOURNEY,56,S ZULFIKRI c2,496,57.5,55.8,EP TAN,10,2,1:04.66
900,20240211,8,4,IRONCLAD,57,L DE SOUZA,506,58.0,58,R LINES,5,3,1:04.71
901,20240211,8,2,OLYMPIA,58,J DE SOUZA,448,58.5,58.5,S DUNDERDALE,6,4,1:04.88
902,20240211,8,10,SIMLONG BEACH,52,SU LIM,476,55.5,55.5,S HAMILTON,9,5,1:05.06
903,20240211,8,1,TERMS OF REFERENCE,59,SN SHIVA* c3,505,59.0,56.2,S HAMILTON,4,6,1:05.10
904,20240211,8,9,INFINITE WISDOM,54,S HAFIS c1,491,56.5,55.7,R LINES,3,7,1:05.23
905,20240211,8,3,CLERGYMAN,57,A NAZIR* c3,480,58.0,55.2,F MAYNARD,1,8,1:05.35
906,20240211,8,7,DOCTOR GINGER,56,M EKDIHAR* c3,480,57.5,54.5,SY LIM,2,9,1:05.54
907,20240211,8,8,THE CROWN JEWEL,56,A SURIYA c2,521,57.5,55.5,AB ABDULLAH,7,10,1:05.80
908,20240211,9,9,MODRIC,44,SU LIM,529,54.5,54.7,S HAMILTON,7,1,1:05.07
909,20240211,9,2,HAKUNA MATATA,48,A NAZIR* c3,558,56.5,53.5,BT LIM,6,2,1:05.28
910,20240211,9,7,HAPPY THIRTYNINE,44,A SURIYA c2,520,54.5,53.7,M SUKRI,9,3,1:05.29
911,20240211,9,5,DRAGON RYKER,45,T AMMAR* c3,502,55.0,52.5,S DUNDERDALE,4,4,1:05.38
912,20240211,9,6,GOLDEN MAN,45,R NUQMAN* c1,550,55.0,54.3,HY CHENG,3,4,1:05.38
913,20240211,9,4,BINTANG TIMOR,45,I FIKRI* c3,477,55.0,52,V SIVAN,1,6,1:05.62
914,20240211,9,10,SHINE SHINE,44,M SEELAN* c4,494,54.5,51.6,R LINES,5,7,1:05.79
915,20240211,9,11,MERCURIAL TURN,44,S RUZAINI,502,54.5,54.5,R LINES,8,8,1:05.97
916,20240211,9,1,TALENTED,53,M EKDIHAR* c3,464,59.0,56,EP TAN,2,9,1:05.99
917,20240211,9,3,KIWI KID,46,M LUKMAN* c3,491,55.5,52.8,WC LIM,10,10,1:06.65
918,20240204,1,3,SUCCESS STREET,38,S RUZAINI,446,57,-,S COOK,2,1,1.42.60
919,20240204,1,8,ADIRA PEGASUS,25,A AZIZI* c3,447,52,-,T ASOGAN,3,2,---
920,20240204,1,4,EKRAAR PHOENIX,36,AM AIZAT c1,482,56,-,K COETZEE,8,3,---
921,20240204,1,5,HAPPY MAGIC,35,R NUQMAN* c1,481,55.5,-,HY CHENG,9,4,---
922,20240204,1,2,CHER,39,J DE SOUZA,446,57.5,-,NM SELVAN,10,5,---
923,20240204,1,10,MAZANZE,22,SN SHIVA* c3,508,52,-,K COETZEE,1,6,---
924,20240204,1,7,TRIPLE ONE STAR,27,S HAFIS c1,461,52,-,R LINES,6,7,---
925,20240204,1,1,MIEJ,42,AK LIM,458,59,-,WC LIM,4,8,---
926,20240204,1,9,SIR ELTON,24,HS GILL,485,52,-,K COETZEE,7,9,---
927,20240204,1,6,BLUE EYED BOY,28,J CHUAH c1,488,52,-,P LEE,5,10,---
928,20240204,2,8,KALA GHODA,20,L DE SOUZA,480,52,-,L MOY,5,1,1.41.48
929,20240204,2,4,TRINITY HONOR,25,S HAFIS c1,472,54.5,-,P LEE,6,2,---
930,20240204,2,3,HELLO MONDAY,29,S RUZAINI,427,56.5,-,S COOK,9,3,---
931,20240204,2,5,MAGICAL PARK,23,HS GILL,493,53.5,-,T ASOGAN,8,4,---
932,20240204,2,9,THE JEWELLER,20,SN SHIVA* c3,522,52,-,K COETZEE,7,5,---
933,20240204,2,1,GOLDEN LIGHTNING,34,AK LIM,401,59,-,WC LIM,3,6,---
934,20240204,2,7,JJ STAR,20,S SHAZMIN* c3,569,52,-,S SIVA,2,7,---
935,20240204,2,6,SOON YOU THINK,23,P HARIS* c3,490,53.5,-,K COETZEE,1,8,---
936,20240204,3,2,GOLDEN KING,69,AM AIZAT c1,457,57.5,-,HY CHENG,2,1,1.40.53
937,20240204,3,4,SHOW HAND,61,L DE SOUZA,477,55,-,L MOY,7,2,---
938,20240204,3,5,LEGEND WAR,50,S RUZAINI,490,52.5,-,HY CHENG,4,3,---
939,20240204,3,1,AHTIMS KLIS,73,J DE SOUZA,485,59,-,NM SELVAN,8,4,---
940,20240204,3,8,WHY NOT,45,AK LIM,510,52,-,WC LIM,1,5,---
941,20240204,3,3,TEOCHEW KID,69,HOW YANG c3,485,57.5,-,PK LEONG,3,6,---
942,20240204,3,7,RULE THE WORLD,47,HS GILL,474,52,-,K COETZEE,5,7,---
943,20240204,3,6,YOUARETHEBEST,48,J CHUAH c1,528,52.5,-,W LOOI,6,8,---
944,20240204,4,7,SILENT BOSS,56,AM AIZAT c1,506,56.5,-,S COOK,9,1,1.20.52
945,20240204,4,9,HEARTS OF GOLD,54,HOW YANG c3,487,55.5,-,W LOOI,7,2,---
946,20240204,4,2,BLAZING KID,58,N SHAHRONNIZAM* c4,482,57.5,-,P LEE,2,3,---
947,20240204,4,1,QIJI DIAMOND,61,A AZIZI* c3,480,59,-,NM SELVAN,4,4,---
948,20240204,4,6,GEORGETOWN,56,S HAFIS c1,511,56.5,-,K COETZEE,5,5,---
949,20240204,4,10,FIRE AWAY,51,S RUZAINI,504,54,-,K COETZEE,8,6,---
950,20240204,4,8,SPIDERMAN,56,S SALEE,468,56.5,-,P LEE,3,7,---
951,20240204,4,4,LINCOLN MOONLIGHT,57,HS GILL,511,57,-,T ASOGAN,1,FELL,---
952,20240204,4,5,MAJESTIC WAY,57,R NUQMAN* c1,515,57,-,HY CHENG,6,FELL,---
953,20240204,5,1,CLARTON TREASURE,55,S SALEE,527,59,-,S HAMILTON,6,1,1.20.88
954,20240204,5,5,STRETCHY FOUR,48,L DE SOUZA,488,55.5,-,HY CHENG,4,2,---
955,20240204,5,6,THAILAND CAPTAIN,48,S RUZAINI,494,55.5,-,K COETZEE,8,3,---
956,20240204,5,9,FAST AND SUPER,44,S HAFIS c1,429,53.5,-,PK LEONG,5,4,---
957,20240204,5,2,AMORE AMORE,53,SN SHIVA* c3,509,58,-,K COETZEE,7,5,---
958,20240204,5,8,BAGHDAD,44,A AZIZI* c3,539,53.5,-,NM SELVAN,2,6,---
959,20240204,5,4,MISS THYRA,49,J DE SOUZA,432,56,-,NM SELVAN,9,7,---
960,20240204,5,3,VETRI,50,AM AIZAT c1,519,56.5,-,HY CHENG,3,8,---
961,20240204,5,7,AGUERO JR,46,AK LIM,495,54.5,-,WC LIM,1,9,---
962,20240204,6,3,GOLDEN HORSE,41,AK LIM,479,58,-,WC LIM,2,1,1.27.20
963,20240204,6,2,DISCRETELY RED,42,S HAFIS c1,409,58.5,-,KF WONG,3,2,---
