,HorseName,Score
0,SOLAR UP,0.18697971204729086
1,ORIENTAL SMOKE,0.4815890906075367
2,WINDCHEATER,0.3968903868307711
3,GOLDEN DARCI,0.22290032162739992
4,EASY SNIP,0.19206859873656965
5,FIREFOOT,0.19749017125510657
6,FORTUNE COOKIES,0.13070350613863438
7,PACKING WISHER,0.01635363778912286
8,SKY TRUST,0.30923695963294107
9,TELECOM BULLET,0.031248936486567583
10,TRAVEL GOLF,0.08627270504186094
11,KING OBERON,0.1448344356080705
12,GANGNAM STAR,0.2531599820792589
13,STRATHPEFFER,0.13801754793782176
