RaceDate,HorseName,RestDays
2024-10-06,FLYING HIGH,21.0
2024-10-27,FLYING HIGH,21.0
2024-11-17,FLYING HIGH,21.0
2024-12-11,FLYING HIGH,24.0
2025-01-05,FLYING HIGH,25.0
2024-06-08,FLYING LUCK,999.0
2024-07-01,FLYING LUCK,23.0
2024-10-06,FLYING LUCK,97.0
2024-11-03,FLYING LUCK,28.0
2024-11-24,FLYING LUCK,21.0
2025-01-01,FLYING LUCK,38.0
2022-09-18,FLYING MIGHTY,999.0
2022-10-01,FLYING MIGHTY,13.0
2022-11-30,FLYING MIGHTY,60.0
2022-12-24,FLYING MIGHTY,24.0
2023-01-18,FLYING MIGHTY,25.0
2023-02-12,FLYING MIGHTY,25.0
2023-03-05,FLYING MIGHTY,21.0
2022-10-16,FLYING MOJITO,999.0
2022-11-12,FLYING MOJITO,27.0
2022-12-14,FLYING MOJITO,32.0
2023-01-01,FLYING MOJITO,18.0
2023-01-21,FLYING MOJITO,20.0
2023-02-19,FLYING MOJITO,29.0
2023-03-11,FLYING MOJITO,20.0
2023-04-02,FLYING MOJITO,22.0
2023-05-21,FLYING MOJITO,49.0
2023-06-18,FLYING MOJITO,28.0
2023-07-09,FLYING MOJITO,21.0
2023-11-11,FLYING MOJITO,125.0
2023-12-06,FLYING MOJITO,25.0
2023-12-17,FLYING MOJITO,11.0
2024-01-01,FLYING MOJITO,15.0
2024-01-13,FLYING MOJITO,12.0
2024-01-28,FLYING MOJITO,15.0
2024-02-12,FLYING MOJITO,15.0
2024-03-31,FLYING MOJITO,48.0
2024-04-20,FLYING MOJITO,20.0
2024-05-05,FLYING MOJITO,15.0
2024-05-19,FLYING MOJITO,14.0
2024-06-08,FLYING MOJITO,20.0
2022-10-05,FLYING ON THE TURF,999.0
2022-11-16,FLYING ON THE TURF,42.0
2022-12-21,FLYING ON THE TURF,35.0
2023-01-18,FLYING ON THE TURF,28.0
2023-02-22,FLYING ON THE TURF,35.0
2023-03-22,FLYING ON THE TURF,28.0
2023-05-03,FLYING ON THE TURF,42.0
2023-05-31,FLYING ON THE TURF,28.0
2023-06-28,FLYING ON THE TURF,28.0
2023-09-27,FLYING ON THE TURF,91.0
2023-10-11,FLYING ON THE TURF,14.0
2023-11-01,FLYING ON THE TURF,21.0
2023-11-08,FLYING ON THE TURF,7.0
2023-12-20,FLYING PHANTOM,999.0
2024-01-04,FLYING PHANTOM,15.0
2024-01-17,FLYING PHANTOM,13.0
2024-02-15,FLYING PHANTOM,29.0
2024-03-06,FLYING PHANTOM,20.0
2024-03-31,FLYING PHANTOM,25.0
2024-04-20,FLYING PHANTOM,20.0
2024-05-08,FLYING PHANTOM,18.0
2024-05-22,FLYING PHANTOM,14.0
2024-06-12,FLYING PHANTOM,21.0
2024-06-26,FLYING PHANTOM,14.0
2024-11-27,FLYING PHANTOM,154.0
2024-12-29,FLYING PHANTOM,32.0
2022-10-23,FLYING QUEST,999.0
2022-11-20,FLYING QUEST,28.0
2022-12-07,FLYING QUEST,17.0
2023-01-08,FLYING QUEST,32.0
2023-05-17,FLYING QUEST,129.0
2023-12-23,FLYING ROMANTIC,999.0
2024-01-13,FLYING ROMANTIC,21.0
2024-01-31,FLYING ROMANTIC,18.0
2024-02-25,FLYING ROMANTIC,25.0
2024-06-08,FLYING ROMANTIC,104.0
2024-07-06,FLYING ROMANTIC,28.0
2024-10-23,FLYING ROMANTIC,109.0
2024-11-24,FLYING ROMANTIC,32.0
2024-12-04,FLYING ROMANTIC,10.0
2022-09-25,FLYING SEASON,999.0
2022-10-23,FLYING SEASON,28.0
2023-06-18,FLYING SHELBY,999.0
2022-09-14,FLYING SILVER,999.0
2022-09-25,FLYING SILVER,11.0
2022-10-19,FLYING SILVER,24.0
2022-11-30,FLYING SILVER,42.0
2022-12-14,FLYING SILVER,14.0
2023-01-18,FLYING SILVER,35.0
2023-02-08,FLYING SILVER,21.0
2023-03-22,FLYING SILVER,42.0
2023-04-26,FLYING SILVER,35.0
2023-06-14,FLYING SILVER,49.0
2023-07-06,FLYING SILVER,22.0
2023-09-20,FLYING SILVER,76.0
2023-09-27,FLYING SILVER,7.0
2023-10-29,FLYING SILVER,32.0
2023-11-15,FLYING SILVER,17.0
2023-11-29,FLYING SILVER,14.0
2023-12-23,FLYING SILVER,24.0
2024-01-17,FLYING SILVER,25.0
2024-03-16,FLYING SILVER,59.0
2024-03-27,FLYING SILVER,11.0
2024-04-07,FLYING SILVER,11.0
2024-04-17,FLYING SILVER,10.0
2024-05-08,FLYING SILVER,21.0
2024-07-14,FLYING SILVER,67.0
2024-10-30,FLYING SILVER,108.0
2024-12-11,FLYING SILVER,42.0
2022-12-18,FLYING SWORD,999.0
2023-01-15,FLYING SWORD,28.0
2023-03-01,FLYING SWORD,45.0
2023-03-22,FLYING SWORD,21.0
2023-04-30,FLYING SWORD,39.0
2024-05-01,FLYING WROTE,999.0
2024-05-22,FLYING WROTE,21.0
2024-06-12,FLYING WROTE,21.0
2024-07-04,FLYING WROTE,22.0
2024-09-11,FLYING WROTE,69.0
2023-10-15,FOOLISH HEART,999.0
2023-11-22,FOOLISH HEART,38.0
2023-12-13,FOOLISH HEART,21.0
2024-01-04,FOOLISH HEART,22.0
2024-02-04,FOOLISH HEART,31.0
2024-03-16,FOOLISH HEART,41.0
2024-04-14,FOOLISH HEART,29.0
2024-04-28,FOOLISH HEART,14.0
2024-05-19,FOOLISH HEART,21.0
2024-06-08,FOOLISH HEART,20.0
2024-06-23,FOOLISH HEART,15.0
2024-07-14,FOOLISH HEART,21.0
2024-09-28,FOOLISH HEART,76.0
2024-11-06,FOOLISH HEART,39.0
2024-11-20,FOOLISH HEART,14.0
2024-01-28,FOREMOST TEDDY,999.0
2024-02-25,FOREMOST TEDDY,28.0
2024-03-10,FOREMOST TEDDY,14.0
2024-03-27,FOREMOST TEDDY,17.0
2024-04-10,FOREMOST TEDDY,14.0
2024-05-15,FOREMOST TEDDY,35.0
2024-07-04,FOREMOST TEDDY,50.0
2024-09-11,FOREMOST TEDDY,69.0
2024-09-25,FOREMOST TEDDY,14.0
2024-11-09,FOREMOST TEDDY,45.0
2024-11-20,FOREMOST TEDDY,11.0
2025-01-08,FOREMOST TEDDY,49.0
2022-12-24,FORERUNNER,999.0
2023-01-21,FORERUNNER,28.0
2023-02-12,FORERUNNER,22.0
2023-09-10,FORERUNNER,210.0
2023-10-15,FORERUNNER,35.0
2024-02-12,FORERUNNER,120.0
2024-03-10,FORERUNNER,27.0
2024-03-31,FORERUNNER,21.0
2024-04-28,FORERUNNER,28.0
2024-05-26,FORERUNNER,28.0
2024-06-15,FORERUNNER,20.0
2024-07-01,FORERUNNER,16.0
2024-09-08,FORERUNNER,69.0
2024-09-28,FORERUNNER,20.0
2024-10-20,FORERUNNER,22.0
2024-12-29,FORERUNNER,70.0
2023-05-28,FOREST GOLD,999.0
2023-06-18,FOREST GOLD,21.0
2023-12-26,FOREVER CHARM,999.0
2024-01-07,FOREVER CHARM,12.0
2024-01-28,FOREVER CHARM,21.0
2024-03-10,FOREVER CHARM,42.0
2024-03-31,FOREVER CHARM,21.0
2024-04-20,FOREVER CHARM,20.0
2022-12-11,FOREVER FOLKS,999.0
2023-01-01,FOREVER FOLKS,21.0
2023-01-24,FOREVER FOLKS,23.0
2023-02-19,FOREVER FOLKS,26.0
2023-03-26,FOREVER FOLKS,35.0
2023-05-21,FOREVER FOLKS,56.0
2023-06-04,FOREVER FOLKS,14.0
2023-06-25,FOREVER FOLKS,21.0
2023-07-16,FOREVER FOLKS,21.0
2023-10-01,FOREVER FOLKS,77.0
2023-10-29,FOREVER FOLKS,28.0
2023-12-03,FOREVER FOLKS,35.0
2023-12-17,FOREVER FOLKS,14.0
2024-02-12,FOREVER FOLKS,57.0
2024-02-25,FOREVER FOLKS,13.0
2024-03-16,FOREVER FOLKS,20.0
2024-04-03,FOREVER FOLKS,18.0
2024-04-20,FOREVER FOLKS,17.0
2024-05-11,FOREVER FOLKS,21.0
2024-05-29,FOREVER FOLKS,18.0
2024-06-23,FOREVER FOLKS,25.0
2024-07-14,FOREVER FOLKS,21.0
2024-09-22,FOREVER FOLKS,70.0
2024-10-06,FOREVER FOLKS,14.0
2024-10-23,FOREVER FOLKS,17.0
2024-11-09,FOREVER FOLKS,17.0
2024-12-01,FOREVER FOLKS,22.0
2024-12-22,FOREVER FOLKS,21.0
2023-03-08,FOREVER FRIENDS,999.0
2022-09-18,FOREVER GLORIOUS,999.0
2022-10-01,FOREVER GLORIOUS,13.0
2022-10-23,FOREVER GLORIOUS,22.0
2022-11-27,FOREVER GLORIOUS,35.0
2022-12-28,FOREVER GLORIOUS,31.0
2023-01-24,FOREVER GLORIOUS,27.0
2023-02-08,FOREVER GLORIOUS,15.0
2023-03-01,FOREVER GLORIOUS,21.0
2023-03-29,FOREVER GLORIOUS,28.0
2023-04-15,FOREVER GLORIOUS,17.0
2023-05-21,FOREVER GLORIOUS,36.0
2023-06-14,FOREVER GLORIOUS,24.0
2023-07-01,FOREVER GLORIOUS,17.0
2023-09-17,FOREVER GLORIOUS,78.0
2023-10-29,FOREVER GLORIOUS,42.0
2023-11-11,FOREVER GLORIOUS,13.0
2023-12-13,FOREVER GLORIOUS,32.0
2023-12-29,FOREVER GLORIOUS,16.0
2024-01-17,FOREVER GLORIOUS,19.0
2024-02-21,FOREVER GLORIOUS,35.0
2024-03-16,FOREVER GLORIOUS,24.0
2024-04-17,FOREVER GLORIOUS,32.0
2024-05-08,FOREVER GLORIOUS,21.0
2024-05-22,FOREVER GLORIOUS,14.0
2024-06-12,FOREVER GLORIOUS,21.0
2024-07-04,FOREVER GLORIOUS,22.0
2024-07-14,FOREVER GLORIOUS,10.0
2024-10-27,FOREVER GLORIOUS,105.0
2024-12-04,FOREVER GLORIOUS,38.0
2022-12-07,FORTE,999.0
2023-01-21,FORTE,45.0
2023-02-08,FORTE,18.0
2023-03-11,FORTE,31.0
2023-04-02,FORTE,22.0
2024-07-04,FORTUNATE SON,999.0
2024-09-15,FORTUNATE SON,73.0
2024-09-28,FORTUNATE SON,13.0
2024-10-20,FORTUNATE SON,22.0
2024-11-17,FORTUNATE SON,28.0
2024-12-08,FORTUNATE SON,21.0
2025-01-12,FORTUNATE SON,35.0
2024-12-08,FORTUNE BOY,999.0
2025-01-01,FORTUNE BOY,24.0
2023-01-04,FORTUNE CARRIER,999.0
2023-01-18,FORTUNE CARRIER,14.0
2023-02-01,FORTUNE CARRIER,14.0
2023-03-01,FORTUNE CARRIER,28.0
2023-07-12,FORTUNE CARRIER,133.0
2024-03-03,FORTUNE COOKIES,999.0
2024-04-24,FORTUNE COOKIES,52.0
2024-05-15,FORTUNE COOKIES,21.0
2024-06-05,FORTUNE COOKIES,21.0
2024-09-22,FORTUNE COOKIES,109.0
2022-09-11,FORTUNE HERO,999.0
2022-09-21,FORTUNE HERO,10.0
2022-11-16,FORTUNE HERO,56.0
2023-01-04,FORTUNE HERO,49.0
2022-09-18,FORTUNE MARBO,999.0
2022-11-16,FORTUNE MARBO,59.0
2023-01-01,FORTUNE MARBO,46.0
2023-01-21,FORTUNE MARBO,20.0
2023-02-19,FORTUNE MARBO,29.0
2023-03-05,FORTUNE MARBO,14.0
2022-10-05,FORTUNE MASTER,999.0
2022-10-23,FORTUNE MASTER,18.0
2022-11-09,FORTUNE MASTER,17.0
2022-12-07,FORTUNE MASTER,28.0
2023-01-18,FORTUNE MASTER,42.0
2023-02-19,FORTUNE MASTER,32.0
2023-03-26,FORTUNE MASTER,35.0
2023-05-17,FORTUNE MASTER,52.0
2023-07-01,FORTUNE MASTER,45.0
2023-07-16,FORTUNE MASTER,15.0
2023-09-17,FORTUNE MASTER,63.0
2023-10-22,FORTUNE MASTER,35.0
2023-11-05,FORTUNE MASTER,14.0
2023-11-22,FORTUNE MASTER,17.0
2023-12-17,FORTUNE MASTER,25.0
2023-12-26,FORTUNE MASTER,9.0
2024-02-04,FORTUNE MASTER,40.0
2024-02-28,FORTUNE MASTER,24.0
2024-03-16,FORTUNE MASTER,17.0
2024-04-07,FORTUNE MASTER,22.0
2024-05-11,FORTUNE MASTER,34.0
2022-09-11,FORTUNE PATROL,999.0
2022-09-21,FORTUNE PATROL,10.0
2022-10-16,FORTUNE PATROL,25.0
2022-11-12,FORTUNE PATROL,27.0
2022-12-14,FORTUNE PATROL,32.0
2023-02-15,FORTUNE PATROL,63.0
2023-04-06,FORTUNE PATROL,50.0
2022-11-20,FORTUNE PRESIDENT,999.0
2022-12-28,FORTUNE PRESIDENT,38.0
2023-02-26,FORTUNE PRESIDENT,60.0
2023-03-29,FORTUNE PRESIDENT,31.0
2023-04-23,FORTUNE PRESIDENT,25.0
2023-05-03,FORTUNE PRESIDENT,10.0
2023-05-31,FORTUNE PRESIDENT,28.0
2023-09-13,FORTUNE PRESIDENT,105.0
2023-09-27,FORTUNE PRESIDENT,14.0
2023-10-25,FORTUNE PRESIDENT,28.0
2023-11-01,FORTUNE PRESIDENT,7.0
2023-11-22,FORTUNE PRESIDENT,21.0
2023-12-13,FORTUNE PRESIDENT,21.0
2024-01-04,FORTUNE PRESIDENT,22.0
2024-01-24,FORTUNE PRESIDENT,20.0
2024-02-15,FORTUNE PRESIDENT,22.0
2024-02-28,FORTUNE PRESIDENT,13.0
2024-03-27,FORTUNE PRESIDENT,28.0
2024-03-31,FORTUNE PRESIDENT,4.0
2024-04-17,FORTUNE PRESIDENT,17.0
2024-04-20,FORTUNE PRESIDENT,3.0
2024-05-08,FORTUNE PRESIDENT,18.0
2024-06-12,FORTUNE PRESIDENT,35.0
2024-06-08,FORTUNE RACER,999.0
2024-07-06,FORTUNE RACER,28.0
2024-10-09,FORTUNE RACER,95.0
2024-07-01,FORTUNE SUPERSTAR,999.0
2024-09-28,FORTUNE SUPERSTAR,89.0
2024-10-27,FORTUNE SUPERSTAR,29.0
2024-11-06,FORTUNE SUPERSTAR,10.0
2024-11-27,FORTUNE SUPERSTAR,21.0
2024-12-26,FORTUNE SUPERSTAR,29.0
2022-09-21,FORTUNE TRIPLE,999.0
2022-10-16,FORTUNE TRIPLE,25.0
2022-11-30,FORTUNE TRIPLE,45.0
2022-12-28,FORTUNE TRIPLE,28.0
2023-02-15,FORTUNE TRIPLE,49.0
2023-03-05,FORTUNE TRIPLE,18.0
2023-03-15,FORTUNE TRIPLE,10.0
2023-04-06,FORTUNE TRIPLE,22.0
2023-05-24,FORTUNE TRIPLE,48.0
2023-07-12,FORTUNE TRIPLE,49.0
2023-10-11,FORTUNE TRIPLE,91.0
2023-11-01,FORTUNE TRIPLE,21.0
2023-11-11,FORTUNE TRIPLE,10.0
2023-11-29,FORTUNE TRIPLE,18.0
2024-01-17,FORTUNE TRIPLE,49.0
2024-01-31,FORTUNE TRIPLE,14.0
2022-09-25,FORTUNE TURBO,999.0
2022-10-09,FORTUNE TURBO,14.0
2022-11-27,FORTUNE TURBO,49.0
2023-01-01,FORTUNE TURBO,35.0
2023-04-06,FORTUNE TURBO,95.0
2023-11-08,FORTUNE TURBO,216.0
2023-02-26,FORTUNE WARRIOR,999.0
2023-03-19,FORTUNE WARRIOR,21.0
2023-04-30,FORTUNE WARRIOR,42.0
2023-05-28,FORTUNE WARRIOR,28.0
2023-07-09,FORTUNE WARRIOR,42.0
2023-09-10,FORTUNE WARRIOR,63.0
2023-10-29,FORTUNE WARRIOR,49.0
2023-11-08,FORTUNE WARRIOR,10.0
2023-11-15,FORTUNE WARRIOR,7.0
2023-11-26,FORTUNE WARRIOR,11.0
2023-12-13,FORTUNE WARRIOR,17.0
2023-12-26,FORTUNE WARRIOR,13.0
2024-01-17,FORTUNE WARRIOR,22.0
2024-02-15,FORTUNE WARRIOR,29.0
2024-03-16,FORTUNE WARRIOR,30.0
2024-04-24,FORTUNE WARRIOR,39.0
2024-05-15,FORTUNE WARRIOR,21.0
2024-06-12,FORTUNE WARRIOR,28.0
2024-07-01,FORTUNE WARRIOR,19.0
2024-09-11,FORTUNE WARRIOR,72.0
2024-11-17,FORTUNE WARRIOR,67.0
2024-12-04,FORTUNE WARRIOR,17.0
2024-12-18,FORTUNE WARRIOR,14.0
2024-12-29,FORTUNE WARRIOR,11.0
2024-02-04,FORTUNE WHISKEY,999.0
2024-02-21,FORTUNE WHISKEY,17.0
2024-04-03,FORTUNE WHISKEY,42.0
2024-05-01,FORTUNE WHISKEY,28.0
2024-05-29,FORTUNE WHISKEY,28.0
2024-06-15,FORTUNE WHISKEY,17.0
2024-07-14,FORTUNE WHISKEY,29.0
2024-09-15,FORTUNE WHISKEY,63.0
2024-09-22,FORTUNE WHISKEY,7.0
2024-11-27,FORTUNE WHISKEY,66.0
2024-12-22,FORTUNE WHISKEY,25.0
2025-01-08,FORTUNE WHISKEY,17.0
2022-10-12,FORTUNE WINNER,999.0
2022-10-26,FORTUNE WINNER,14.0
2022-11-12,FORTUNE WINNER,17.0
2022-12-14,FORTUNE WINNER,32.0
2023-03-22,FORTUNE WINNER,98.0
2023-04-12,FORTUNE WINNER,21.0
2023-04-19,FORTUNE WINNER,7.0
2023-05-03,FORTUNE WINNER,14.0
2023-05-24,FORTUNE WINNER,21.0
2024-06-23,FOXHUNTER GO,999.0
2024-05-08,FOXHUNTER KING,999.0
2024-07-06,FOXHUNTER KING,59.0
2024-09-28,FOXHUNTER KING,84.0
2024-10-20,FOXHUNTER KING,22.0
2024-12-29,FOXHUNTER KING,70.0
2022-09-18,FOXHUNTER WAY,999.0
2022-10-05,FOXHUNTER WAY,17.0
2022-10-30,FOXHUNTER WAY,25.0
2022-11-30,FOXHUNTER WAY,31.0
2022-12-14,FOXHUNTER WAY,14.0
2023-01-01,FOXHUNTER WAY,18.0
2023-01-11,FOXHUNTER WAY,10.0
2023-02-08,FOXHUNTER WAY,28.0
2023-03-01,FOXHUNTER WAY,21.0
2023-03-26,FOXHUNTER WAY,25.0
2023-04-19,FOXHUNTER WAY,24.0
2023-05-21,FOXHUNTER WAY,32.0
2023-07-09,FOXHUNTER WAY,49.0
2024-01-01,FOXHUNTER WAY,176.0
2024-01-17,FOXHUNTER WAY,16.0
2024-02-07,FOXHUNTER WAY,21.0
2024-03-13,FOXHUNTER WAY,35.0
2024-03-27,FOXHUNTER WAY,14.0
2024-04-17,FOXHUNTER WAY,21.0
2024-04-24,FOXHUNTER WAY,7.0
2024-05-26,FOXHUNTER WAY,32.0
2024-06-15,FOXHUNTER WAY,20.0
2024-07-06,FOXHUNTER WAY,21.0
2025-01-05,FRANCIS MEYNELL,999.0
2023-10-01,FRANTANCK,999.0
2023-10-22,FRANTANCK,21.0
2023-11-01,FRANTANCK,10.0
2023-11-08,FRANTANCK,7.0
2023-11-19,FRANTANCK,11.0
2023-11-29,FRANTANCK,10.0
2023-12-23,FRANTANCK,24.0
2024-01-24,FRANTANCK,32.0
2024-02-18,FRANTANCK,25.0
2024-02-25,FRANTANCK,7.0
2024-03-10,FRANTANCK,14.0
2024-03-31,FRANTANCK,21.0
2024-04-14,FRANTANCK,14.0
2024-04-28,FRANTANCK,14.0
2024-06-05,FRANTANCK,38.0
2024-09-08,FRANTANCK,95.0
2024-09-28,FRANTANCK,20.0
2024-10-30,FRANTANCK,32.0
2024-12-01,FRANTANCK,32.0
2024-12-26,FRANTANCK,25.0
2022-09-28,FREE FOAL,999.0
2022-10-19,FREE FOAL,21.0
2022-11-06,FREE FOAL,18.0
2022-12-07,FREE FOAL,31.0
2023-10-15,FREE FOAL,312.0
2023-11-01,FREE FOAL,17.0
2023-12-03,FREE FOAL,32.0
2023-12-17,FREE FOAL,14.0
2024-01-21,FREE FOAL,35.0
2023-12-03,FRUITY WARRIOR,999.0
2023-12-23,FRUITY WARRIOR,20.0
2024-02-18,FRUITY WARRIOR,57.0
2024-03-03,FRUITY WARRIOR,14.0
2024-03-16,FRUITY WARRIOR,13.0
2024-04-07,FRUITY WARRIOR,22.0
2024-05-01,FRUITY WARRIOR,24.0
2024-05-15,FRUITY WARRIOR,14.0
2024-07-10,FRUITY WARRIOR,56.0
2024-09-25,FRUITY WARRIOR,77.0
2024-10-06,FRUITY WARRIOR,11.0
2024-10-23,FRUITY WARRIOR,17.0
2024-03-03,FULL CREDIT,999.0
2024-04-07,FULL CREDIT,35.0
2024-04-28,FULL CREDIT,21.0
2024-05-19,FULL CREDIT,21.0
2024-07-06,FULL CREDIT,48.0
2024-09-22,FULL CREDIT,78.0
2024-11-06,FULL CREDIT,45.0
2024-11-24,FULL CREDIT,18.0
2024-12-01,FULL CREDIT,7.0
2024-12-29,FULL CREDIT,28.0
2025-01-05,FULL CREDIT,7.0
2024-01-21,FUN ELITE,999.0
2024-02-15,FUN ELITE,25.0
2024-03-10,FUN ELITE,24.0
2024-11-24,FUN ELITE,259.0
2025-01-01,FUN ELITE,38.0
2024-05-19,FUN N FUN TOGETHER,999.0
2024-06-15,FUN N FUN TOGETHER,27.0
2024-07-06,FUN N FUN TOGETHER,21.0
2024-09-22,FUN N FUN TOGETHER,78.0
2024-10-06,FUN N FUN TOGETHER,14.0
2025-01-12,FUN N FUN TOGETHER,98.0
2022-09-25,FUN N GLORY,999.0
2022-10-16,FUN N GLORY,21.0
2022-11-23,FUN N GLORY,38.0
2022-12-28,FUN N GLORY,35.0
2023-07-16,FUN N GLORY,200.0
2023-09-17,FUN N GLORY,63.0
2023-10-18,FUN N GLORY,31.0
2023-11-01,FUN N GLORY,14.0
2023-11-15,FUN N GLORY,14.0
2023-12-10,FUN N GLORY,25.0
2024-01-01,FUN N GLORY,22.0
2024-01-21,FUN N GLORY,20.0
2024-04-14,FUN N GLORY,84.0
2024-05-29,FUN N GLORY,45.0
2024-06-15,FUN N GLORY,17.0
2024-07-14,FUN N GLORY,29.0
2024-10-20,FUN N GLORY,98.0
2024-11-06,FUN N GLORY,17.0
2024-11-20,FUN N GLORY,14.0
2024-12-29,FUN N GLORY,39.0
2022-12-21,FUN TOGETHER,999.0
2023-01-15,FUN TOGETHER,25.0
2023-02-05,FUN TOGETHER,21.0
2023-03-05,FUN TOGETHER,28.0
2023-03-26,FUN TOGETHER,21.0
2023-07-16,FUN TOGETHER,112.0
2023-09-24,FUN TOGETHER,70.0
2023-10-22,FUN TOGETHER,28.0
2023-11-26,FUN TOGETHER,35.0
2024-01-01,FUN TOGETHER,36.0
2024-01-28,FUN TOGETHER,27.0
2024-02-25,FUN TOGETHER,28.0
2024-04-20,FUN TOGETHER,55.0
2024-05-19,FUN TOGETHER,29.0
2024-09-15,FUN TOGETHER,119.0
2024-10-01,FUN TOGETHER,16.0
2024-10-20,FUN TOGETHER,19.0
2024-11-09,FUN TOGETHER,20.0
2024-12-01,FUN TOGETHER,22.0
2025-01-01,FUN TOGETHER,31.0
2022-10-16,FUNCTION PATCH,999.0
2022-11-06,FUNCTION PATCH,21.0
2022-12-18,FUNCTION PATCH,42.0
2023-01-15,FUNCTION PATCH,28.0
2023-01-24,FUNCTION PATCH,9.0
2023-03-11,FUNCTION PATCH,46.0
2024-01-13,FUNG,999.0
2024-02-12,FUNG,30.0
2024-07-14,FUNG,153.0
2024-09-11,FUNG,59.0
2024-09-28,FUNG,17.0
2024-10-27,FUNG,29.0
2024-11-20,FUNG,24.0
2024-12-01,FUNG,11.0
2025-01-12,FUNG,42.0
2023-01-29,FURTHER FORWARD,999.0
2023-03-01,FURTHER FORWARD,31.0
2023-12-29,FURY AND GOLD,999.0
2024-01-21,FURY AND GOLD,23.0
2024-03-16,FURY AND GOLD,55.0
2024-05-29,FURY AND GOLD,74.0
2024-06-23,FURY AND GOLD,25.0
2024-09-08,FURY AND GOLD,77.0
2024-10-06,FURY AND GOLD,28.0
2024-10-23,FURY AND GOLD,17.0
2024-11-03,FURY AND GOLD,11.0
2024-11-13,FURY AND GOLD,10.0
2024-12-11,FURY AND GOLD,28.0
2023-02-26,G LINER,999.0
2023-03-19,G LINER,21.0
2023-04-23,G LINER,35.0
2023-05-17,G LINER,24.0
2023-06-14,G LINER,28.0
2023-10-15,G LINER,123.0
2023-11-01,G LINER,17.0
2023-11-19,G LINER,18.0
2023-12-10,G LINER,21.0
2023-12-26,G LINER,16.0
2024-01-13,G LINER,18.0
2024-01-24,G LINER,11.0
2024-02-18,G LINER,25.0
2024-04-07,G LINER,49.0
2024-04-20,G LINER,13.0
2024-05-11,G LINER,21.0
2024-05-29,G LINER,18.0
2024-06-23,G LINER,25.0
2024-07-10,G LINER,17.0
2022-09-18,G ONE EXCELLENT,999.0
2022-10-09,G ONE EXCELLENT,21.0
2022-10-26,G ONE EXCELLENT,17.0
2022-11-30,G ONE EXCELLENT,35.0
2022-12-21,G ONE EXCELLENT,21.0
2022-12-28,G ONE EXCELLENT,7.0
2023-02-15,G ONE EXCELLENT,49.0
2023-03-15,G ONE EXCELLENT,28.0
2023-04-12,G ONE EXCELLENT,28.0
2023-06-14,G ONE EXCELLENT,63.0
2023-07-06,G ONE EXCELLENT,22.0
2023-09-13,G ONE EXCELLENT,69.0
2023-10-11,G ONE EXCELLENT,28.0
2023-11-08,G ONE EXCELLENT,28.0
2024-01-31,G ONE EXCELLENT,84.0
2024-03-20,G ONE EXCELLENT,49.0
2023-10-01,GALAXY PATCH,999.0
2023-10-25,GALAXY PATCH,24.0
2023-11-19,GALAXY PATCH,25.0
2023-12-10,GALAXY PATCH,21.0
2024-01-13,GALAXY PATCH,34.0
2024-02-12,GALAXY PATCH,30.0
2024-03-03,GALAXY PATCH,20.0
2024-03-10,GALAXY PATCH,7.0
2024-04-28,GALAXY PATCH,49.0
2024-06-02,GALAXY PATCH,35.0
2024-06-23,GALAXY PATCH,21.0
2024-10-13,GALAXY PATCH,112.0
2024-11-17,GALAXY PATCH,35.0
2024-12-08,GALAXY PATCH,21.0
2022-10-09,GALAXY WITNESS,999.0
2022-10-23,GALAXY WITNESS,14.0
2022-11-06,GALAXY WITNESS,14.0
2022-12-04,GALAXY WITNESS,28.0
2023-01-15,GALAXY WITNESS,42.0
2023-01-29,GALAXY WITNESS,14.0
2023-02-26,GALAXY WITNESS,28.0
2023-03-19,GALAXY WITNESS,21.0
2023-05-10,GALAXY WITNESS,52.0
2023-05-28,GALAXY WITNESS,18.0
2023-06-18,GALAXY WITNESS,21.0
2023-07-12,GALAXY WITNESS,24.0
2023-09-10,GALAXY WITNESS,60.0
2023-09-20,GALAXY WITNESS,10.0
2023-11-05,GALAXY WITNESS,46.0
2023-11-15,GALAXY WITNESS,10.0
2023-12-20,GALAXY WITNESS,35.0
2024-02-21,GALAXY WITNESS,63.0
2024-03-03,GALAXY WITNESS,11.0
2024-04-10,GALAXY WITNESS,38.0
2024-05-01,GALAXY WITNESS,21.0
2024-05-26,GALAXY WITNESS,25.0
2024-06-23,GALAXY WITNESS,28.0
2024-12-08,GALAXY WITNESS,168.0
2024-02-25,GALE SAGA,999.0
2024-03-13,GALE SAGA,17.0
2024-03-27,GALE SAGA,14.0
2024-04-28,GALE SAGA,32.0
2024-05-11,GALE SAGA,13.0
2024-09-15,GALE SAGA,127.0
2024-12-26,GALE SAGA,102.0
2025-01-01,GALE SAGA,6.0
2022-09-11,GALLANT CROWN,999.0
2023-01-08,GALLANT CROWN,119.0
2023-01-18,GALLANT CROWN,10.0
2023-03-01,GALLANT CROWN,42.0
2023-03-22,GALLANT CROWN,21.0
2023-04-09,GALLANT CROWN,18.0
2023-04-19,GALLANT CROWN,10.0
2023-05-24,GALLANT CROWN,35.0
2023-06-07,GALLANT CROWN,14.0
2023-06-14,GALLANT CROWN,7.0
2023-07-01,GALLANT CROWN,17.0
2023-07-09,GALLANT CROWN,8.0
2023-09-27,GALLANT CROWN,80.0
2023-10-11,GALLANT CROWN,14.0
2023-11-22,GALLANT CROWN,42.0
2023-12-20,GALLANT CROWN,28.0
2024-01-10,GALLANT CROWN,21.0
