RaceDate,HorseName,RestDays
2023-06-10,LADY'S CHOICE,6.0
2023-07-03,LADY'S CHOICE,23.0
2023-10-01,LADY'S CHOICE,90.0
2023-11-26,LADY'S CHOICE,56.0
2023-12-10,LADY'S CHOICE,14.0
2023-12-26,LADY'S CHOICE,16.0
2024-01-24,LADY'S CHOICE,29.0
2024-02-12,LADY'S CHOICE,19.0
2024-03-03,LADY'S CHOICE,20.0
2024-04-07,LADY'S CHOICE,35.0
2024-04-20,LADY'S CHOICE,13.0
2024-05-19,LADY'S CHOICE,29.0
2024-06-05,LADY'S CHOICE,17.0
2024-10-06,LADY'S CHOICE,123.0
2024-11-03,LADY'S CHOICE,28.0
2024-11-24,LADY'S CHOICE,21.0
2024-12-22,LADY'S CHOICE,28.0
2024-10-27,LAKESHORE HERO,999.0
2024-11-13,LAKESHORE HERO,17.0
2025-01-08,LAKESHORE HERO,56.0
2022-12-04,LAMMA HONOR,999.0
2023-07-09,LAPRAS,999.0
2023-10-15,LAPRAS,98.0
2024-02-21,LAPRAS,129.0
2024-03-13,LAPRAS,21.0
2024-05-15,LAPRAS,63.0
2024-06-05,LAPRAS,21.0
2024-06-26,LAPRAS,21.0
2024-07-10,LAPRAS,14.0
2024-10-09,LAPRAS,91.0
2024-12-04,LAPRAS,56.0
2024-12-22,LAPRAS,18.0
2023-02-12,LASER VICTORY,999.0
2023-03-11,LASER VICTORY,27.0
2024-01-28,LAUGH TALE,999.0
2024-03-03,LAUGH TALE,35.0
2024-04-07,LAUGH TALE,35.0
2024-04-20,LAUGH TALE,13.0
2024-05-05,LAUGH TALE,15.0
2024-06-15,LAUGH TALE,41.0
2024-07-06,LAUGH TALE,21.0
2022-12-11,LAWS OF INDICES,999.0
2024-12-08,LAZZAT,999.0
2024-01-21,LE MAILLOT JAUNE,999.0
2024-02-12,LE MAILLOT JAUNE,22.0
2022-11-06,LE PLUS VITE,999.0
2022-11-16,LE PLUS VITE,10.0
2022-12-07,LE PLUS VITE,21.0
2023-01-01,LE PLUS VITE,25.0
2023-02-12,LE PLUS VITE,42.0
2023-02-22,LE PLUS VITE,10.0
2023-03-11,LE PLUS VITE,17.0
2023-03-29,LE PLUS VITE,18.0
2023-04-19,LE PLUS VITE,21.0
2023-05-10,LE PLUS VITE,21.0
2023-05-28,LE PLUS VITE,18.0
2023-02-26,LEADING FORTUNE,999.0
2023-03-26,LEADING FORTUNE,28.0
2023-04-15,LEADING FORTUNE,20.0
2023-05-07,LEADING FORTUNE,22.0
2023-07-03,LEADING FORTUNE,57.0
2023-07-16,LEADING FORTUNE,13.0
2023-09-24,LEADING FORTUNE,70.0
2023-11-11,LEADING FORTUNE,48.0
2022-10-16,LEAN HERO,999.0
2022-11-27,LEAN HERO,42.0
2022-12-28,LEAN HERO,31.0
2023-02-22,LEAN HERO,56.0
2023-05-07,LEAN HERO,74.0
2023-05-24,LEAN HERO,17.0
2023-06-07,LEAN HERO,14.0
2023-06-28,LEAN HERO,21.0
2023-09-17,LEAN HERO,81.0
2023-10-11,LEAN HERO,24.0
2023-11-08,LEAN HERO,28.0
2023-11-29,LEAN HERO,21.0
2024-01-10,LEAN HERO,42.0
2024-01-31,LEAN HERO,21.0
2024-02-15,LEAN HERO,15.0
2024-03-03,LEAN HERO,17.0
2024-06-05,LEAN HERO,94.0
2023-02-05,LEAN MASTER,999.0
2023-02-26,LEAN MASTER,21.0
2023-03-11,LEAN MASTER,13.0
2023-05-21,LEAN MASTER,71.0
2023-06-28,LEAN MASTER,38.0
2023-10-04,LEAN MASTER,98.0
2023-10-29,LEAN MASTER,25.0
2023-11-26,LEAN MASTER,28.0
2023-12-17,LEAN MASTER,21.0
2023-12-26,LEAN MASTER,9.0
2024-01-07,LEAN MASTER,12.0
2024-01-31,LEAN MASTER,24.0
2024-02-28,LEAN MASTER,28.0
2024-03-20,LEAN MASTER,21.0
2024-04-24,LEAN MASTER,35.0
2024-05-08,LEAN MASTER,14.0
2024-05-22,LEAN MASTER,14.0
2024-06-26,LEAN MASTER,35.0
2024-07-10,LEAN MASTER,14.0
2024-10-09,LEAN MASTER,91.0
2024-11-06,LEAN MASTER,28.0
2024-11-13,LEAN MASTER,7.0
2024-12-04,LEAN MASTER,21.0
2024-12-26,LEAN MASTER,22.0
2023-02-08,LEATHER MASTER,999.0
2023-03-19,LEATHER MASTER,39.0
2023-04-09,LEATHER MASTER,21.0
2023-06-25,LEATHER MASTER,77.0
2023-07-16,LEATHER MASTER,21.0
2023-09-10,LEATHER MASTER,56.0
2023-10-01,LEATHER MASTER,21.0
2024-03-10,LEATHER MASTER,161.0
2024-04-03,LEATHER MASTER,24.0
2024-05-05,LEATHER MASTER,32.0
2024-06-15,LEATHER MASTER,41.0
2024-06-26,LEATHER MASTER,11.0
2024-09-08,LEATHER MASTER,74.0
2024-10-06,LEATHER MASTER,28.0
2024-12-01,LEATHER MASTER,56.0
2024-12-22,LEATHER MASTER,21.0
2022-09-11,LEATHER VANGUARD,999.0
2022-10-01,LEATHER VANGUARD,20.0
2022-12-24,LEATHER VANGUARD,84.0
2023-05-13,LEATHER VANGUARD,140.0
2023-06-04,LEATHER VANGUARD,22.0
2023-07-03,LEATHER VANGUARD,29.0
2023-12-10,LEBENSSTIL,999.0
2024-02-07,LEEDOX,999.0
2024-03-03,LEEDOX,25.0
2024-03-31,LEEDOX,28.0
2024-04-14,LEEDOX,14.0
2024-05-11,LEEDOX,27.0
2024-06-02,LEEDOX,22.0
2024-09-28,LEEDOX,118.0
2024-11-20,LEEDOX,53.0
2024-12-29,LEEDOX,39.0
2024-10-20,LEGEND ST PAUL'S,999.0
2024-11-09,LEGEND ST PAUL'S,20.0
2024-12-08,LEGEND ST PAUL'S,29.0
2025-01-01,LEGEND ST PAUL'S,24.0
2022-10-19,LEGION OF MERIT,999.0
2022-11-09,LEGION OF MERIT,21.0
2022-12-04,LEGION OF MERIT,25.0
2023-01-04,LEGION OF MERIT,31.0
2023-02-01,LEGION OF MERIT,28.0
2023-02-22,LEGION OF MERIT,21.0
2023-03-15,LEGION OF MERIT,21.0
2023-05-10,LEGION OF MERIT,56.0
2023-05-31,LEGION OF MERIT,21.0
2023-10-04,LEGION OF MERIT,126.0
2023-11-01,LEGION OF MERIT,28.0
2023-12-06,LEGION OF MERIT,35.0
2023-12-23,LEGION OF MERIT,17.0
2024-01-24,LEGION OF MERIT,32.0
2024-02-15,LEGION OF MERIT,22.0
2024-03-20,LEGION OF MERIT,34.0
2024-04-03,LEGION OF MERIT,14.0
2024-04-07,LEGION OF MERIT,4.0
2024-04-28,LEGION OF MERIT,21.0
2024-06-05,LEGION OF MERIT,38.0
2024-07-04,LEGION OF MERIT,29.0
2022-12-11,LEI PAPALE,999.0
2022-09-18,LEISURE AND GOLD,999.0
2022-10-05,LEISURE AND GOLD,17.0
2022-11-09,LEISURE AND GOLD,35.0
2022-12-14,LEISURE AND GOLD,35.0
2023-01-01,LEISURE AND GOLD,18.0
2023-04-19,LEISURE AND GOLD,108.0
2023-06-25,LEISURE AND GOLD,67.0
2022-10-09,LESLIE,999.0
2022-11-16,LESLIE,38.0
2022-12-21,LESLIE,35.0
2023-02-01,LESLIE,42.0
2023-03-01,LESLIE,28.0
2023-04-12,LESLIE,42.0
2023-04-23,LESLIE,11.0
2023-05-24,LESLIE,31.0
2023-06-28,LESLIE,35.0
2023-10-04,LESLIE,98.0
2023-10-15,LESLIE,11.0
2023-12-23,LESLIE,69.0
2024-01-13,LESLIE,21.0
2024-02-12,LESLIE,30.0
2024-02-18,LESLIE,6.0
2024-03-20,LESLIE,31.0
2024-04-17,LESLIE,28.0
2024-05-11,LESLIE,24.0
2024-06-08,LESLIE,28.0
2024-07-06,LESLIE,28.0
2024-09-28,LESLIE,84.0
2024-10-20,LESLIE,22.0
2024-11-03,LESLIE,14.0
2024-12-08,LESLIE,35.0
2024-12-18,LESLIE,10.0
2024-12-29,LESLIE,11.0
2024-01-13,LESS IS MORE,999.0
2024-02-04,LESS IS MORE,22.0
2024-03-03,LESS IS MORE,28.0
2024-07-01,LESS IS MORE,120.0
2024-09-11,LESS IS MORE,72.0
2024-10-01,LESS IS MORE,20.0
2022-10-09,LET'S DO IT,999.0
2022-11-06,LET'S DO IT,28.0
2022-12-04,LET'S DO IT,28.0
2022-12-24,LET'S DO IT,20.0
2023-01-15,LET'S DO IT,22.0
2023-02-12,LET'S DO IT,28.0
2023-03-15,LET'S DO IT,31.0
2023-07-01,LET'S DO IT,108.0
2023-09-17,LET'S DO IT,78.0
2023-10-01,LET'S DO IT,14.0
2023-10-22,LET'S DO IT,21.0
2023-12-10,LET'S DO IT,49.0
2023-12-26,LET'S DO IT,16.0
2024-03-31,LET'S DO IT,96.0
2024-04-20,LET'S DO IT,20.0
2024-05-11,LET'S DO IT,21.0
2024-06-02,LET'S DO IT,22.0
2024-06-23,LET'S DO IT,21.0
2024-07-06,LET'S DO IT,13.0
2024-12-08,LIBERTY ISLAND,999.0
2023-01-01,LIFE IS GOOD,999.0
2023-02-08,LIFE IS GOOD,38.0
2023-03-15,LIFE IS GOOD,35.0
2023-03-29,LIFE IS GOOD,14.0
2023-04-12,LIFE IS GOOD,14.0
2023-05-10,LIFE IS GOOD,28.0
2023-12-20,LIFE IS GOOD,224.0
2024-01-04,LIFE IS GOOD,15.0
2024-01-31,LIFE IS GOOD,27.0
2024-02-18,LIFE IS GOOD,18.0
2024-07-06,LIFE OF STONE,999.0
2024-09-08,LIFE OF STONE,64.0
2024-09-28,LIFE OF STONE,20.0
2024-10-20,LIFE OF STONE,22.0
2024-11-09,LIFE OF STONE,20.0
2024-11-24,LIFE OF STONE,15.0
2024-12-11,LIFE OF STONE,17.0
2024-01-13,LIFELINE EXPRESS,999.0
2024-02-04,LIFELINE EXPRESS,22.0
2024-02-25,LIFELINE EXPRESS,21.0
2024-03-10,LIFELINE EXPRESS,14.0
2024-04-07,LIFELINE EXPRESS,28.0
2024-04-28,LIFELINE EXPRESS,21.0
2024-11-03,LIFELINE EXPRESS,189.0
2024-11-17,LIFELINE EXPRESS,14.0
2024-12-08,LIFELINE EXPRESS,21.0
2024-12-22,LIFELINE EXPRESS,14.0
2025-01-01,LIFELINE EXPRESS,10.0
2022-09-18,LIFELINE VISION,999.0
2022-10-01,LIFELINE VISION,13.0
2022-10-23,LIFELINE VISION,22.0
2022-11-09,LIFELINE VISION,17.0
2022-11-23,LIFELINE VISION,14.0
2022-12-07,LIFELINE VISION,14.0
2023-01-04,LIFELINE VISION,28.0
2023-02-26,LIFELINE VISION,53.0
2023-03-19,LIFELINE VISION,21.0
2023-04-12,LIFELINE VISION,24.0
2023-04-26,LIFELINE VISION,14.0
2023-05-07,LIFELINE VISION,11.0
2023-05-24,LIFELINE VISION,17.0
2022-12-04,LIGHT OF WANSHI,999.0
2023-07-09,LIGHT OF WANSHI,217.0
2023-09-10,LIGHT OF WANSHI,63.0
2025-01-05,LIGHT YEARS CHARM,999.0
2022-09-11,LIGHTNING BOLT,999.0
2022-09-25,LIGHTNING BOLT,14.0
2022-10-09,LIGHTNING BOLT,14.0
2022-10-26,LIGHTNING BOLT,17.0
2022-11-27,LIGHTNING BOLT,32.0
2022-12-18,LIGHTNING BOLT,21.0
2023-02-12,LIGHTNING BOLT,56.0
2023-03-05,LIGHTNING BOLT,21.0
2023-03-29,LIGHTNING BOLT,24.0
2023-04-23,LIGHTNING BOLT,25.0
2023-05-10,LIGHTNING BOLT,17.0
2023-06-18,LIGHTNING BOLT,39.0
2023-07-09,LIGHTNING BOLT,21.0
2023-09-17,LIGHTNING BOLT,70.0
2023-09-27,LIGHTNING BOLT,10.0
2023-10-11,LIGHTNING BOLT,14.0
2023-11-08,LIGHTNING BOLT,28.0
2023-12-06,LIGHTNING BOLT,28.0
2023-12-20,LIGHTNING BOLT,14.0
2023-12-29,LIGHTNING BOLT,9.0
2024-01-07,LIGHTNING BOLT,9.0
2024-01-31,LIGHTNING BOLT,24.0
2024-02-15,LIGHTNING BOLT,15.0
2024-03-06,LIGHTNING BOLT,20.0
2024-03-20,LIGHTNING BOLT,14.0
2024-04-03,LIGHTNING BOLT,14.0
2024-04-20,LIGHTNING BOLT,17.0
2024-05-01,LIGHTNING BOLT,11.0
2024-05-29,LIGHTNING BOLT,28.0
2024-09-11,LIGHTNING BOLT,105.0
2024-10-13,LIGHTNING BOLT,32.0
2024-10-23,LIGHTNING BOLT,10.0
2024-11-27,LIGHTNING BOLT,35.0
2024-12-18,LIGHTNING BOLT,21.0
2023-04-26,LIGHTNING STORM,999.0
2023-05-24,LIGHTNING STORM,28.0
2022-10-23,LIGHTNING WARRIOR,999.0
2022-09-21,LIKE THAT,999.0
2022-10-09,LIKE THAT,18.0
2022-11-12,LIKE THAT,34.0
2022-12-18,LIKE THAT,36.0
2023-01-21,LIKE THAT,34.0
2023-02-12,LIKE THAT,22.0
2023-03-11,LIKE THAT,27.0
2023-04-02,LIKE THAT,22.0
2023-04-23,LIKE THAT,21.0
2023-05-17,LIKE THAT,24.0
2023-05-31,LIKE THAT,14.0
2023-06-28,LIKE THAT,28.0
2023-07-09,LIKE THAT,11.0
2022-12-11,LIM'S KOSCIUSZKO,999.0
2023-12-10,LIM'S KOSCIUSZKO,364.0
2024-02-25,LINK,999.0
2024-04-20,LINK,55.0
2024-05-08,LINK,18.0
2024-06-15,LINK,38.0
2024-07-14,LINK,29.0
2024-10-01,LINK,79.0
2024-11-24,LINK,54.0
2024-12-29,LINK,35.0
2024-04-28,LITTLE BROSE,999.0
2024-05-26,LITTLE BROSE,28.0
2023-05-03,LITTLE FAIRY,999.0
2023-05-24,LITTLE FAIRY,21.0
2023-07-03,LITTLE FAIRY,40.0
2023-10-04,LITTLE FAIRY,93.0
2023-10-29,LITTLE FAIRY,25.0
2023-12-17,LITTLE FAIRY,49.0
2023-12-23,LITTLE FAIRY,6.0
2024-01-28,LITTLE FAIRY,36.0
2024-02-25,LITTLE FAIRY,28.0
2024-03-20,LITTLE FAIRY,24.0
2024-03-27,LITTLE FAIRY,7.0
2024-04-17,LITTLE FAIRY,21.0
2024-05-19,LITTLE FAIRY,32.0
2024-05-29,LITTLE FAIRY,10.0
2024-07-04,LITTLE FAIRY,36.0
2024-09-11,LITTLE FAIRY,69.0
2024-10-09,LITTLE FAIRY,28.0
2024-11-09,LITTLE FAIRY,31.0
2024-12-11,LITTLE FAIRY,32.0
2024-12-29,LITTLE FAIRY,18.0
2022-10-12,LITTLE PLAYER,999.0
2022-11-16,LITTLE PLAYER,35.0
2022-12-07,LITTLE PLAYER,21.0
2023-01-04,LITTLE PLAYER,28.0
2023-01-15,LITTLE PLAYER,11.0
2023-01-21,LITTLE PLAYER,6.0
2023-03-05,LITTLE PLAYER,43.0
2023-05-10,LITTLE PLAYER,66.0
2023-05-28,LITTLE PLAYER,18.0
2023-07-03,LITTLE PLAYER,36.0
2023-07-16,LITTLE PLAYER,13.0
2024-11-17,LITTLE SQUID,999.0
2025-01-01,LITTLE SQUID,45.0
2025-01-12,LITTLE SQUID,11.0
2025-01-01,LIVEANDLETLIVE,999.0
2024-04-14,LO PAN SPIRIT,999.0
2024-05-11,LO PAN SPIRIT,27.0
2024-06-08,LO PAN SPIRIT,28.0
2024-07-06,LO PAN SPIRIT,28.0
2024-09-15,LO PAN SPIRIT,71.0
2024-10-01,LO PAN SPIRIT,16.0
2024-11-03,LO PAN SPIRIT,33.0
2024-11-24,LO PAN SPIRIT,21.0
2025-01-05,LO PAN SPIRIT,42.0
2024-12-29,LO RIDER,999.0
2025-01-12,LO RIDER,14.0
2024-11-17,LOADED WITH FLUKE,999.0
2025-01-08,LOADED WITH FLUKE,52.0
2022-09-25,LONDON LUCKYSTAR,999.0
2022-10-12,LONDON LUCKYSTAR,17.0
2022-11-09,LONDON LUCKYSTAR,28.0
2022-12-07,LONDON LUCKYSTAR,28.0
2023-01-08,LONDON LUCKYSTAR,32.0
2023-01-18,LONDON LUCKYSTAR,10.0
2023-02-15,LONDON LUCKYSTAR,28.0
2023-04-19,LONDON LUCKYSTAR,63.0
2023-05-24,LONDON LUCKYSTAR,35.0
2022-09-25,LOOKING COOL,999.0
2022-10-16,LOOKING COOL,21.0
2022-10-23,LOOKING COOL,7.0
2022-11-27,LOOKING COOL,35.0
2022-12-11,LOOKING COOL,14.0
2023-02-19,LOOKING COOL,70.0
2023-03-11,LOOKING COOL,20.0
2023-04-09,LOOKING COOL,29.0
2023-05-21,LOOKING COOL,42.0
2023-06-18,LOOKING COOL,28.0
2023-07-09,LOOKING COOL,21.0
2023-09-17,LOOKING COOL,70.0
2023-10-01,LOOKING COOL,14.0
2023-11-05,LOOKING COOL,35.0
2023-12-06,LOOKING COOL,31.0
2023-12-26,LOOKING COOL,20.0
2024-01-17,LOOKING COOL,22.0
2024-04-17,LOOKING COOL,91.0
2024-05-05,LOOKING COOL,18.0
2024-05-26,LOOKING COOL,21.0
2022-09-25,LOOKING GREAT,999.0
2022-10-23,LOOKING GREAT,28.0
2022-11-20,LOOKING GREAT,28.0
2022-12-28,LOOKING GREAT,38.0
2023-01-11,LOOKING GREAT,14.0
2023-02-05,LOOKING GREAT,25.0
2023-03-05,LOOKING GREAT,28.0
2023-04-02,LOOKING GREAT,28.0
2023-04-23,LOOKING GREAT,21.0
2023-06-10,LOOKING GREAT,48.0
2023-09-20,LOOKING GREAT,102.0
2023-10-22,LOOKING GREAT,32.0
2023-11-19,LOOKING GREAT,28.0
2023-12-06,LOOKING GREAT,17.0
2023-12-23,LOOKING GREAT,17.0
2024-01-21,LOOKING GREAT,29.0
2024-02-18,LOOKING GREAT,28.0
2024-03-13,LOOKING GREAT,24.0
2024-04-07,LOOKING GREAT,25.0
2024-05-08,LOOKING GREAT,31.0
2024-05-05,LORD OF THE ROSE,999.0
2024-05-26,LORD OF THE ROSE,21.0
2024-06-15,LORD OF THE ROSE,20.0
2024-07-14,LORD OF THE ROSE,29.0
2024-10-06,LORD OF THE ROSE,84.0
2024-11-06,LORD OF THE ROSE,31.0
2022-11-20,LORD THUNDER,999.0
2022-12-11,LORD THUNDER,21.0
2023-01-04,LORD THUNDER,24.0
2022-09-28,LORIZ,999.0
2022-10-12,LORIZ,14.0
2022-10-30,LORIZ,18.0
2022-11-30,LORIZ,31.0
2022-12-18,LORIZ,18.0
2023-01-04,LORIZ,17.0
2023-01-21,LORIZ,17.0
2023-03-01,LORIZ,39.0
2023-03-15,LORIZ,14.0
2023-04-06,LORIZ,22.0
2023-05-03,LORIZ,27.0
2023-05-21,LORIZ,18.0
2023-01-29,LOST CHILD,999.0
2023-02-26,LOST CHILD,28.0
2023-03-26,LOST CHILD,28.0
2023-04-23,LOST CHILD,28.0
2023-05-28,LOST CHILD,35.0
2023-06-18,LOST CHILD,21.0
2023-07-09,LOST CHILD,21.0
2023-09-24,LOST CHILD,77.0
2023-10-22,LOST CHILD,28.0
2023-11-19,LOST CHILD,28.0
2023-12-10,LOST CHILD,21.0
2024-01-01,LOST CHILD,22.0
2024-01-21,LOST CHILD,20.0
2024-02-25,LOST CHILD,35.0
2024-03-10,LOST CHILD,14.0
2024-04-28,LOST CHILD,49.0
2024-05-19,LOST CHILD,21.0
2024-06-02,LOST CHILD,14.0
2024-06-23,LOST CHILD,21.0
2024-07-14,LOST CHILD,21.0
2022-09-18,LOTUS FAVORITES,999.0
2022-10-12,LOTUS FAVORITES,24.0
2023-10-25,LOVERO,999.0
2023-12-03,LOVERO,39.0
2023-12-23,LOVERO,20.0
2024-01-10,LOVERO,18.0
2024-02-07,LOVERO,28.0
2024-02-21,LOVERO,14.0
2024-03-20,LOVERO,28.0
2024-04-10,LOVERO,21.0
2024-05-08,LOVERO,28.0
2024-06-05,LOVERO,28.0
2024-07-06,LOVERO,31.0
2024-09-11,LOVERO,67.0
2024-11-20,LOVERO,70.0
2024-12-04,LOVERO,14.0
2024-07-01,LOVING VIBES,999.0
2024-10-13,LOVING VIBES,104.0
2024-10-30,LOVING VIBES,17.0
2024-11-20,LOVING VIBES,21.0
2025-01-05,LOVING VIBES,46.0
2022-09-11,LOYAL AMBITION,999.0
2022-09-21,LOYAL AMBITION,10.0
2022-10-05,LOYAL AMBITION,14.0
2022-10-16,LOYAL AMBITION,11.0
2022-11-12,LOYAL AMBITION,27.0
2022-12-28,LOYAL AMBITION,46.0
2023-01-11,LOYAL AMBITION,14.0
2023-02-15,LOYAL AMBITION,35.0
2023-03-15,LOYAL AMBITION,28.0
2023-04-06,LOYAL AMBITION,22.0
2023-05-03,LOYAL AMBITION,27.0
2023-05-24,LOYAL AMBITION,21.0
2023-07-12,LOYAL AMBITION,49.0
2023-09-20,LOYAL AMBITION,70.0
2023-10-01,LOYAL AMBITION,11.0
2023-10-15,LOYAL AMBITION,14.0
2023-11-01,LOYAL AMBITION,17.0
2023-11-11,LOYAL AMBITION,10.0
2023-11-22,LOYAL AMBITION,11.0
2023-12-06,LOYAL AMBITION,14.0
2023-12-17,LOYAL AMBITION,11.0
2023-12-29,LOYAL AMBITION,12.0
2024-01-31,LOYAL AMBITION,33.0
2024-02-28,LOYAL AMBITION,28.0
2024-03-20,LOYAL AMBITION,21.0
2024-04-10,LOYAL AMBITION,21.0
2024-04-24,LOYAL AMBITION,14.0
2022-09-14,LOYAL BABY,999.0
2022-10-19,LOYAL BABY,35.0
2022-11-12,LOYAL BABY,24.0
2022-12-28,LOYAL BABY,46.0
2023-02-15,LOYAL BABY,49.0
2023-03-15,LOYAL BABY,28.0
2023-04-12,LOYAL BABY,28.0
2023-05-03,LOYAL BABY,21.0
2023-05-31,LOYAL BABY,28.0
2023-06-28,LOYAL BABY,28.0
2023-09-13,LOYAL BABY,77.0
2023-12-13,LOYAL BABY,91.0
2023-12-29,LOYAL BABY,16.0
2024-01-24,LOYAL BABY,26.0
2024-02-07,LOYAL BABY,14.0
2024-02-21,LOYAL BABY,14.0
2024-03-20,LOYAL BABY,28.0
2023-11-26,LOYAL BO BO,999.0
2023-12-17,LOYAL BO BO,21.0
2024-01-07,LOYAL BO BO,21.0
2024-01-28,LOYAL BO BO,21.0
2024-02-25,LOYAL BO BO,28.0
2024-04-14,LOYAL BO BO,49.0
2024-05-19,LOYAL BO BO,35.0
2024-11-24,LUCK IS BACK,999.0
2024-12-18,LUCK IS BACK,24.0
2025-01-12,LUCK IS BACK,25.0
2022-09-18,LUCK STAR,999.0
2022-10-16,LUCK STAR,28.0
2022-11-12,LUCK STAR,27.0
2023-01-08,LUCK STAR,57.0
2023-02-01,LUCK STAR,24.0
2023-02-26,LUCK STAR,25.0
2023-04-15,LUCK STAR,48.0
2023-05-10,LUCK STAR,25.0
2022-09-11,LUCKY ARCHANGEL,999.0
2022-09-25,LUCKY ARCHANGEL,14.0
2022-10-19,LUCKY ARCHANGEL,24.0
2022-11-23,LUCKY ARCHANGEL,35.0
2022-12-21,LUCKY ARCHANGEL,28.0
2023-01-21,LUCKY ARCHANGEL,31.0
2023-03-01,LUCKY ARCHANGEL,39.0
2023-04-30,LUCKY ARCHANGEL,60.0
2023-06-07,LUCKY ARCHANGEL,38.0
2023-07-06,LUCKY ARCHANGEL,29.0
2023-09-13,LUCKY ARCHANGEL,69.0
2023-09-27,LUCKY ARCHANGEL,14.0
2023-10-04,LUCKY ARCHANGEL,7.0
2023-11-01,LUCKY ARCHANGEL,28.0
2023-12-06,LUCKY ARCHANGEL,35.0
2023-12-29,LUCKY ARCHANGEL,23.0
2024-01-17,LUCKY ARCHANGEL,19.0
2024-02-15,LUCKY ARCHANGEL,29.0
2024-03-06,LUCKY ARCHANGEL,20.0
2024-03-27,LUCKY ARCHANGEL,21.0
2024-04-17,LUCKY ARCHANGEL,21.0
2024-05-08,LUCKY ARCHANGEL,21.0
2024-06-05,LUCKY ARCHANGEL,28.0
2024-06-12,LUCKY ARCHANGEL,7.0
2024-07-04,LUCKY ARCHANGEL,22.0
2024-09-11,LUCKY ARCHANGEL,69.0
2024-11-06,LUCKY ARCHANGEL,56.0
2025-01-05,LUCKY ARCHANGEL,60.0
2022-09-11,LUCKY BANNER,999.0
2022-12-24,LUCKY BANNER,104.0
2023-01-04,LUCKY BANNER,11.0
2023-03-15,LUCKY BANNER,70.0
2023-03-29,LUCKY BANNER,14.0
2023-05-10,LUCKY BANNER,42.0
2023-06-18,LUCKY BANNER,39.0
2023-07-06,LUCKY BANNER,18.0
2023-10-15,LUCKY BANNER,101.0
2023-10-25,LUCKY BANNER,10.0
2023-11-08,LUCKY BANNER,14.0
2023-12-03,LUCKY BANNER,25.0
2023-12-23,LUCKY BANNER,20.0
2024-01-24,LUCKY BANNER,32.0
2024-02-18,LUCKY BANNER,25.0
2024-04-20,LUCKY BANNER,62.0
2024-05-11,LUCKY BANNER,21.0
2024-05-29,LUCKY BANNER,18.0
2024-06-23,LUCKY BANNER,25.0
2024-07-04,LUCKY BANNER,11.0
2024-09-22,LUCKY BANNER,80.0
2024-10-06,LUCKY BANNER,14.0
2024-10-23,LUCKY BANNER,17.0
2024-11-13,LUCKY BANNER,21.0
2024-12-04,LUCKY BANNER,21.0
2024-11-09,LUCKY BLESSING,999.0
2024-12-08,LUCKY BLESSING,29.0
2024-12-29,LUCKY BLESSING,21.0
2025-01-12,LUCKY BLESSING,14.0
2024-02-04,LUCKY CHARM,999.0
2024-02-18,LUCKY CHARM,14.0
2024-01-24,LUCKY CHEVALIERS,999.0
2024-10-27,LUCKY COMBINATION,999.0
2024-12-08,LUCKY COMBINATION,42.0
2025-01-01,LUCKY COMBINATION,24.0
2022-09-28,LUCKY DIAMOND,999.0
2022-11-09,LUCKY DIAMOND,42.0
2022-11-30,LUCKY DIAMOND,21.0
2022-12-21,LUCKY DIAMOND,21.0
2023-01-21,LUCKY DIAMOND,31.0
2023-02-08,LUCKY DIAMOND,18.0
2023-02-19,LUCKY DIAMOND,11.0
2023-03-22,LUCKY DIAMOND,31.0
2023-04-15,LUCKY DIAMOND,24.0
2023-04-30,LUCKY DIAMOND,15.0
2022-10-01,LUCKY EIGHT,999.0
2022-11-12,LUCKY EIGHT,42.0
2022-12-04,LUCKY EIGHT,22.0
2022-12-28,LUCKY EIGHT,24.0
2023-01-11,LUCKY EIGHT,14.0
2023-02-15,LUCKY EIGHT,35.0
2023-02-26,LUCKY EIGHT,11.0
2023-03-22,LUCKY EIGHT,24.0
2023-04-19,LUCKY EIGHT,28.0
2023-05-03,LUCKY EIGHT,14.0
2023-05-31,LUCKY EIGHT,28.0
2023-07-06,LUCKY EIGHT,36.0
2023-09-27,LUCKY EIGHT,83.0
2023-10-18,LUCKY EIGHT,21.0
2023-11-01,LUCKY EIGHT,14.0
2023-12-13,LUCKY EIGHT,42.0
2024-01-07,LUCKY EIGHT,25.0
2024-01-17,LUCKY EIGHT,10.0
2024-02-07,LUCKY EIGHT,21.0
2024-03-06,LUCKY EIGHT,28.0
2024-03-27,LUCKY EIGHT,21.0
2024-04-17,LUCKY EIGHT,21.0
2024-05-19,LUCKY EIGHT,32.0
2024-10-06,LUCKY EIGHT,140.0
2024-11-06,LUCKY EIGHT,31.0
2024-12-04,LUCKY EIGHT,28.0
2024-12-22,LUCKY EIGHT,18.0
2025-01-12,LUCKY EIGHT,21.0
2023-04-09,LUCKY ENCOUNTER,999.0
2023-04-30,LUCKY ENCOUNTER,21.0
2023-05-21,LUCKY ENCOUNTER,21.0
2023-06-10,LUCKY ENCOUNTER,20.0
2023-09-17,LUCKY ENCOUNTER,99.0
2023-10-15,LUCKY ENCOUNTER,28.0
2023-11-19,LUCKY ENCOUNTER,35.0
2024-01-13,LUCKY ENCOUNTER,55.0
2024-02-12,LUCKY ENCOUNTER,30.0
2024-03-16,LUCKY ENCOUNTER,33.0
2024-04-14,LUCKY ENCOUNTER,29.0
2024-04-28,LUCKY ENCOUNTER,14.0
